"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"85" "{srv_count=(323; Inf]} => {labels=smurf.}" 0.569 1 0.569 1.75655455077744 15363 1 1 15363 1
"3308" "{service=b'ecr_i',dst_host_srv_count=(254.5; Inf]} => {labels=smurf.}" 0.568740740740741 1 0.568740740740741 1.75655455077744 15356 2 1 7 1
"3227" "{service=b'ecr_i',src_bytes=(1031;1032.5]} => {labels=smurf.}" 0.460851851851852 1 0.460851851851852 1.75655455077744 12443 2 1 1 1
"3039" "{src_bytes=[-Inf;0.5],diff_srv_rate=(0.035;0.085]} => {labels=neptune.}" 0.211148148148148 1 0.211148148148148 4.61617370490682 5701 2 1 5701 1
"2658" "{dst_host_same_src_port_rate=[-Inf;0.005],dst_host_serror_rate=(0.9; Inf]} => {labels=neptune.}" 0.174888888888889 1 0.174888888888889 4.61617370490682 4722 2 1 127 1
"2834" "{count=(94.5;323.5],dst_host_diff_srv_rate=(0.055;0.085]} => {labels=neptune.}" 0.167777777777778 1 0.167777777777778 4.61617370490682 4530 2 1 6 1
"2653" "{same_srv_rate=(0.005;0.195],dst_host_serror_rate=(0.9; Inf]} => {labels=neptune.}" 0.167333333333333 1 0.167333333333333 4.61617370490682 4518 2 1 2 1
"2650" "{dst_host_diff_srv_rate=(0.055;0.085],dst_host_serror_rate=(0.9; Inf]} => {labels=neptune.}" 0.135888888888889 1 0.135888888888889 4.61617370490682 3669 2 1 1 1
"48748" "{service=b'http',hot=[-Inf;0.5],dst_host_serror_rate=[-Inf;0.005]} => {labels=normal.}" 0.120518518518519 1 0.120518518518519 5.09241795548849 3254 3 1 3254 1
"48775" "{service=b'http',hot=[-Inf;0.5],dst_host_srv_serror_rate=[-Inf;0.005]} => {labels=normal.}" 0.117333333333333 1 0.117333333333333 5.09241795548849 3168 3 1 55 1
"2532" "{service=b'http',src_bytes=(28.5;333.5]} => {labels=normal.}" 0.10637037037037 1 0.10637037037037 5.09241795548849 2872 2 1 96 1
"48561" "{service=b'http',dst_host_srv_count=(254.5; Inf],dst_host_rerror_rate=[-Inf;0.005]} => {labels=normal.}" 0.100296296296296 1 0.100296296296296 5.09241795548849 2708 3 1 4 1
"2576" "{src_bytes=(28.5;333.5],dst_host_srv_count=(254.5; Inf]} => {labels=normal.}" 0.0985555555555555 1 0.0985555555555555 5.09241795548849 2661 2 1 59 1
"45112" "{flag=b'SF',dst_bytes=(2;1197.5],wrong_fragment=[-Inf;0.5]} => {labels=normal.}" 0.0967777777777778 1 0.0967777777777778 5.09241795548849 2613 3 1 1300 1
"47990" "{src_bytes=[-Inf;0.5],srv_count=(6.5;14.5],dst_host_srv_diff_host_rate=[-Inf;0.005]} => {labels=neptune.}" 0.0825925925925926 1 0.0825925925925926 4.61617370490682 2230 3 1 6 1
"44248" "{duration=[-Inf;0.5],logged_in=1,dst_host_srv_diff_host_rate=(0.005;0.085]} => {labels=normal.}" 0.0777037037037037 1 0.0777037037037037 5.09241795548849 2098 3 1 117 1
"44240" "{logged_in=1,dst_host_srv_diff_host_rate=(0.005;0.085],dst_host_srv_serror_rate=[-Inf;0.005]} => {labels=normal.}" 0.0765925925925926 1 0.0765925925925926 5.09241795548849 2068 3 1 7 1
"2588" "{src_bytes=(28.5;333.5],dst_host_count=(254.5; Inf]} => {labels=normal.}" 0.0730740740740741 1 0.0730740740740741 5.09241795548849 1973 2 1 190 1
"2322" "{service=b'http',dst_host_srv_diff_host_rate=(0.005;0.085]} => {labels=normal.}" 0.0691111111111111 1 0.0691111111111111 5.09241795548849 1866 2 1 1 1
"2485" "{flag=b'S0',srv_count=(6.5;14.5]} => {labels=neptune.}" 0.0665555555555556 1 0.0665555555555556 4.61617370490682 1797 2 1 1 1
"2323" "{src_bytes=(28.5;333.5],dst_host_srv_diff_host_rate=(0.005;0.085]} => {labels=normal.}" 0.0648518518518519 1 0.0648518518518519 5.09241795548849 1751 2 1 27 1
"2292" "{src_bytes=[-Inf;0.5],srv_count=(14.5;20.5]} => {labels=neptune.}" 0.0640740740740741 1 0.0640740740740741 4.61617370490682 1730 2 1 1 1
"39410" "{hot=[-Inf;0.5],logged_in=1,dst_host_same_src_port_rate=(0.005;0.035]} => {labels=normal.}" 0.0534814814814815 1 0.0534814814814815 5.09241795548849 1444 3 1 13 1
"35104" "{logged_in=1,num_compromised=[-Inf;0.5],count=(7.5;24.5]} => {labels=normal.}" 0.0473333333333333 1 0.0473333333333333 5.09241795548849 1278 3 1 20 1
"35264" "{num_compromised=[-Inf;0.5],count=(7.5;24.5],dst_host_same_srv_rate=(0.995; Inf]} => {labels=normal.}" 0.0462592592592593 1 0.0462592592592593 5.09241795548849 1249 3 1 3 1
"1873" "{src_bytes=(28.5;333.5],count=(7.5;24.5]} => {labels=normal.}" 0.0436296296296296 1 0.0436296296296296 5.09241795548849 1178 2 1 1 1
"1914" "{dst_host_count=(7.5;71.5],dst_host_srv_diff_host_rate=(0.005;0.085]} => {labels=normal.}" 0.0430740740740741 1 0.0430740740740741 5.09241795548849 1163 2 1 6 1
"49140" "{src_bytes=(28.5;333.5],logged_in=1,dst_host_srv_diff_host_rate=[-Inf;0.005]} => {labels=normal.}" 0.0428148148148148 1 0.0428148148148148 5.09241795548849 1156 3 1 4 1
"39528" "{hot=[-Inf;0.5],dst_host_same_srv_rate=(0.995; Inf],dst_host_same_src_port_rate=(0.005;0.035]} => {labels=normal.}" 0.0420740740740741 1 0.0420740740740741 5.09241795548849 1136 3 1 1 1
