"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"3157" "{service=b'ecr_i',dst_host_srv_count=(254.5; Inf]} => {labels=smurf.}" 0.561277777777778 1 0.561277777777778 1.7805915520823 10103 2 1 10103 1
"3115" "{service=b'ecr_i',srv_count=(351; Inf]} => {labels=smurf.}" 0.561111111111111 1 0.561111111111111 1.7805915520823 10100 2 1 6 1
"2856" "{diff_srv_rate=(0.045;0.085],dst_host_same_src_port_rate=[-Inf;0.005]} => {labels=neptune.}" 0.2105 1 0.2105 4.57549567869853 3789 2 1 3789 1
"48791" "{flag=b'S0',land=0,dst_host_serror_rate=(0.965; Inf]} => {labels=neptune.}" 0.176833333333333 1 0.176833333333333 4.57549567869853 3183 3 1 142 1
"2684" "{count=(97.5;327.5],dst_host_diff_srv_rate=(0.055;0.085]} => {labels=neptune.}" 0.168166666666667 1 0.168166666666667 4.57549567869853 3027 2 1 1 1
"46937" "{service=b'http',hot=[-Inf;0.5],same_srv_rate=(0.995; Inf]} => {labels=normal.}" 0.125111111111111 1 0.125111111111111 4.96277915632754 2252 3 1 2252 1
"46908" "{service=b'http',flag=b'SF',num_compromised=[-Inf;0.5]} => {labels=normal.}" 0.113777777777778 1 0.113777777777778 4.96277915632754 2048 3 1 7 1
"2382" "{service=b'http',src_bytes=(28.5;333.5]} => {labels=normal.}" 0.105277777777778 1 0.105277777777778 4.96277915632754 1895 2 1 1 1
"2460" "{src_bytes=(28.5;333.5],dst_host_srv_count=(254.5; Inf]} => {labels=normal.}" 0.0991111111111111 1 0.0991111111111111 4.96277915632754 1784 2 1 63 1
"45957" "{src_bytes=(28.5;333.5],dst_bytes=(0.5;2443.5],hot=[-Inf;0.5]} => {labels=normal.}" 0.0973888888888889 1 0.0973888888888889 4.96277915632754 1753 3 1 556 1
"45920" "{dst_bytes=(0.5;2443.5],hot=[-Inf;0.5],logged_in=1} => {labels=normal.}" 0.0891111111111111 1 0.0891111111111111 4.96277915632754 1604 3 1 361 1
"44211" "{src_bytes=[-Inf;0.5],srv_count=(12.5;20.5],dst_host_srv_diff_host_rate=[-Inf;0.005]} => {labels=neptune.}" 0.0818888888888889 1 0.0818888888888889 4.57549567869853 1474 3 1 1 1
"2472" "{src_bytes=(28.5;333.5],dst_host_count=(254.5; Inf]} => {labels=normal.}" 0.0763888888888889 1 0.0763888888888889 4.96277915632754 1375 2 1 137 1
"45473" "{src_bytes=[-Inf;0.5],srv_count=(5.5;12.5],dst_host_srv_diff_host_rate=[-Inf;0.005]} => {labels=neptune.}" 0.0735 1 0.0735 4.57549567869853 1323 3 1 1 1
"2119" "{src_bytes=(28.5;333.5],dst_host_srv_diff_host_rate=(0.005;0.105]} => {labels=normal.}" 0.0672777777777778 1 0.0672777777777778 4.96277915632754 1211 2 1 35 1
"2347" "{dst_bytes=(0.5;2443.5],dst_host_srv_count=(254.5; Inf]} => {labels=normal.}" 0.0663333333333333 1 0.0663333333333333 4.96277915632754 1194 2 1 1 1
"37030" "{logged_in=1,num_compromised=[-Inf;0.5],count=(5.5;24.5]} => {labels=normal.}" 0.0617777777777778 1 0.0617777777777778 4.96277915632754 1112 3 1 44 1
"37225" "{num_compromised=[-Inf;0.5],count=(5.5;24.5],dst_host_same_srv_rate=(0.995; Inf]} => {labels=normal.}" 0.0606666666666667 1 0.0606666666666667 4.96277915632754 1092 3 1 2 1
"46378" "{dst_bytes=(0.5;2443.5],dst_host_count=(254.5; Inf],dst_host_rerror_rate=[-Inf;0.005]} => {labels=normal.}" 0.0598888888888889 1 0.0598888888888889 4.96277915632754 1078 3 1 4 1
"37940" "{logged_in=1,num_compromised=[-Inf;0.5],dst_host_count=(18.5;158.5]} => {labels=normal.}" 0.0587222222222222 1 0.0587222222222222 4.96277915632754 1057 3 1 41 1
"2458" "{src_bytes=(28.5;333.5],dst_host_same_src_port_rate=[-Inf;0.005]} => {labels=normal.}" 0.0575 1 0.0575 4.96277915632754 1035 2 1 3 1
"37795" "{serror_rate=[-Inf;0.005],dst_host_count=(18.5;158.5],dst_host_srv_diff_host_rate=(0.005;0.105]} => {labels=normal.}" 0.0571666666666667 1 0.0571666666666667 4.96277915632754 1029 3 1 9 1
"33672" "{=(11462;39727],wrong_fragment=[-Inf;0.5],dst_host_rerror_rate=[-Inf;0.005]} => {labels=normal.}" 0.057 1 0.057 4.96277915632754 1026 3 1 17 1
"38725" "{hot=[-Inf;0.5],logged_in=1,dst_host_same_src_port_rate=(0.005;0.035]} => {labels=normal.}" 0.0548888888888889 1 0.0548888888888889 4.96277915632754 988 3 1 1 1
"47427" "{hot=[-Inf;0.5],logged_in=1,dst_host_same_src_port_rate=[-Inf;0.005]} => {labels=normal.}" 0.0494444444444444 1 0.0494444444444444 4.96277915632754 890 3 1 1 1
"2345" "{dst_bytes=(0.5;2443.5],dst_host_same_src_port_rate=[-Inf;0.005]} => {labels=normal.}" 0.0489444444444444 1 0.0489444444444444 4.96277915632754 881 2 1 3 1
"1992" "{src_bytes=(28.5;333.5],dst_host_same_src_port_rate=(0.005;0.035]} => {labels=normal.}" 0.0481666666666667 1 0.0481666666666667 4.96277915632754 867 2 1 1 1
"1989" "{dst_bytes=(0.5;2443.5],dst_host_same_src_port_rate=(0.005;0.035]} => {labels=normal.}" 0.0472777777777778 1 0.0472777777777778 4.96277915632754 851 2 1 6 1
"1951" "{src_bytes=(28.5;333.5],dst_host_count=(18.5;158.5]} => {labels=normal.}" 0.0455555555555556 1 0.0455555555555556 4.96277915632754 820 2 1 19 1
"1948" "{dst_bytes=(0.5;2443.5],dst_host_count=(18.5;158.5]} => {labels=normal.}" 0.0403888888888889 1 0.0403888888888889 4.96277915632754 727 2 1 1 1
"1901" "{count=(5.5;24.5],dst_host_srv_diff_host_rate=(0.005;0.105]} => {labels=normal.}" 0.0367777777777778 1 0.0367777777777778 4.96277915632754 662 2 1 4 1
"40198" "{flag=b'SF',count=[-Inf;1.5],dst_host_srv_diff_host_rate=(0.005;0.105]} => {labels=normal.}" 0.0275555555555556 1 0.0275555555555556 4.96277915632754 496 3 1 5 1
"19084" "{wrong_fragment=[-Inf;0.5],dst_host_count=(254.5; Inf],dst_host_diff_srv_rate=(0.005;0.015]} => {labels=normal.}" 0.0262777777777778 1 0.0262777777777778 4.96277915632754 473 3 1 1 1
"40345" "{src_bytes=(28.5;333.5],logged_in=0,count=[-Inf;1.5]} => {labels=normal.}" 0.0261111111111111 1 0.0261111111111111 4.96277915632754 470 3 1 13 1
"1040" "{src_bytes=(28.5;333.5],count=(2.5;5.5]} => {labels=normal.}" 0.0257777777777778 1 0.0257777777777778 4.96277915632754 464 2 1 1 1
"37758" "{count=[-Inf;1.5],serror_rate=[-Inf;0.005],dst_host_count=(18.5;158.5]} => {labels=normal.}" 0.0255 1 0.0255 4.96277915632754 459 3 1 3 1
"19484" "{hot=[-Inf;0.5],logged_in=1,count=(2.5;5.5]} => {labels=normal.}" 0.0227777777777778 1 0.0227777777777778 4.96277915632754 410 3 1 2 1
"35706" "{hot=[-Inf;0.5],logged_in=1,srv_count=(2.5;5.5]} => {labels=normal.}" 0.0223888888888889 1 0.0223888888888889 4.96277915632754 403 3 1 2 1
