"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"3214" "{service=b'ecr_i',dst_host_srv_count=(254.5; Inf]} => {labels=smurf.}" 0.561388888888889 1 0.561388888888889 1.7805915520823 10105 2 1 10105 1
"3172" "{service=b'ecr_i',srv_count=(351; Inf]} => {labels=smurf.}" 0.560944444444444 1 0.560944444444444 1.7805915520823 10097 2 1 4 1
"2913" "{diff_srv_rate=(0.045;0.085],dst_host_same_src_port_rate=[-Inf;0.005]} => {labels=neptune.}" 0.210833333333333 1 0.210833333333333 4.57549567869853 3795 2 1 3795 1
"2606" "{dst_host_same_src_port_rate=[-Inf;0.005],dst_host_serror_rate=(0.975; Inf]} => {labels=neptune.}" 0.177 1 0.177 4.57549567869853 3186 2 1 122 1
"2675" "{diff_srv_rate=(0.045;0.085],dst_host_srv_serror_rate=(0.715; Inf]} => {labels=neptune.}" 0.170833333333333 1 0.170833333333333 4.57549567869853 3075 2 1 11 1
"2673" "{dst_host_srv_count=(2.5;20.5],dst_host_srv_serror_rate=(0.715; Inf]} => {labels=neptune.}" 0.150388888888889 1 0.150388888888889 4.57549567869853 2707 2 1 1 1
"2525" "{src_bytes=[-Inf;0.5],dst_host_diff_srv_rate=(0.055;0.075]} => {labels=neptune.}" 0.147722222222222 1 0.147722222222222 4.57549567869853 2659 2 1 2 1
"48639" "{service=b'http',hot=[-Inf;0.5],same_srv_rate=(0.995; Inf]} => {labels=normal.}" 0.125611111111111 1 0.125611111111111 4.96277915632754 2261 3 1 2261 1
"48610" "{service=b'http',flag=b'SF',num_compromised=[-Inf;0.5]} => {labels=normal.}" 0.114777777777778 1 0.114777777777778 4.96277915632754 2066 3 1 7 1
"2439" "{service=b'http',src_bytes=(28.5;333.5]} => {labels=normal.}" 0.106444444444444 1 0.106444444444444 4.96277915632754 1916 2 1 1 1
"2560" "{src_bytes=(28.5;333.5],dst_host_srv_count=(254.5; Inf]} => {labels=normal.}" 0.0997222222222222 1 0.0997222222222222 4.96277915632754 1795 2 1 62 1
"47659" "{src_bytes=(28.5;333.5],dst_bytes=(0.5;2443.5],hot=[-Inf;0.5]} => {labels=normal.}" 0.0984444444444444 1 0.0984444444444444 4.96277915632754 1772 3 1 562 1
"47622" "{dst_bytes=(0.5;2443.5],hot=[-Inf;0.5],logged_in=1} => {labels=normal.}" 0.0890555555555556 1 0.0890555555555556 4.96277915632754 1603 3 1 350 1
"45567" "{src_bytes=[-Inf;0.5],srv_count=(12.5;20.5],dst_host_srv_diff_host_rate=[-Inf;0.005]} => {labels=neptune.}" 0.0820555555555556 1 0.0820555555555556 4.57549567869853 1477 3 1 1 1
"2572" "{src_bytes=(28.5;333.5],dst_host_count=(254.5; Inf]} => {labels=normal.}" 0.0772222222222222 1 0.0772222222222222 4.96277915632754 1390 2 1 140 1
"2176" "{src_bytes=(28.5;333.5],dst_host_srv_diff_host_rate=(0.005;0.105]} => {labels=normal.}" 0.0672777777777778 1 0.0672777777777778 4.96277915632754 1211 2 1 33 1
"2404" "{dst_bytes=(0.5;2443.5],dst_host_srv_count=(254.5; Inf]} => {labels=normal.}" 0.0668888888888889 1 0.0668888888888889 4.96277915632754 1204 2 1 1 1
"48080" "{dst_bytes=(0.5;2443.5],dst_host_count=(254.5; Inf],dst_host_rerror_rate=[-Inf;0.005]} => {labels=normal.}" 0.0598333333333333 1 0.0598333333333333 4.96277915632754 1077 3 1 4 1
"2558" "{src_bytes=(28.5;333.5],dst_host_same_src_port_rate=[-Inf;0.005]} => {labels=normal.}" 0.0582777777777778 1 0.0582777777777778 4.96277915632754 1049 2 1 5 1
"38625" "{flag=b'SF',num_compromised=[-Inf;0.5],dst_host_count=(18.5;130.5]} => {labels=normal.}" 0.0572777777777778 1 0.0572777777777778 4.96277915632754 1031 3 1 90 1
"36282" "{=(11466;39708.5],wrong_fragment=[-Inf;0.5],dst_host_rerror_rate=[-Inf;0.005]} => {labels=normal.}" 0.0566111111111111 1 0.0566111111111111 4.96277915632754 1019 3 1 8 1
"39242" "{hot=[-Inf;0.5],logged_in=1,dst_host_same_src_port_rate=(0.005;0.035]} => {labels=normal.}" 0.055 1 0.055 4.96277915632754 990 3 1 6 1
"2173" "{dst_bytes=(0.5;2443.5],dst_host_srv_diff_host_rate=(0.005;0.105]} => {labels=normal.}" 0.0547222222222222 1 0.0547222222222222 4.96277915632754 985 2 1 1 1
"49129" "{hot=[-Inf;0.5],logged_in=1,dst_host_same_src_port_rate=[-Inf;0.005]} => {labels=normal.}" 0.0492777777777778 1 0.0492777777777778 4.96277915632754 887 3 1 1 1
"2402" "{dst_bytes=(0.5;2443.5],dst_host_same_src_port_rate=[-Inf;0.005]} => {labels=normal.}" 0.0486666666666667 1 0.0486666666666667 4.96277915632754 876 2 1 3 1
"1996" "{src_bytes=(28.5;333.5],dst_host_same_src_port_rate=(0.005;0.035]} => {labels=normal.}" 0.0482222222222222 1 0.0482222222222222 4.96277915632754 868 2 1 1 1
"1993" "{dst_bytes=(0.5;2443.5],dst_host_same_src_port_rate=(0.005;0.035]} => {labels=normal.}" 0.0474444444444444 1 0.0474444444444444 4.96277915632754 854 2 1 4 1
"29086" "{hot=[-Inf;0.5],diff_srv_rate=[-Inf;0.025],srv_diff_host_rate=(0.005;0.39]} => {labels=normal.}" 0.0456111111111111 1 0.0456111111111111 4.96277915632754 821 3 1 2 1
"29033" "{flag=b'SF',hot=[-Inf;0.5],srv_diff_host_rate=(0.005;0.39]} => {labels=normal.}" 0.0455 1 0.0455 4.96277915632754 819 3 1 1 1
"38569" "{hot=[-Inf;0.5],dst_host_count=(18.5;130.5],dst_host_diff_srv_rate=[-Inf;0.005]} => {labels=normal.}" 0.044 1 0.044 4.96277915632754 792 3 1 1 1
"30580" "{logged_in=1,num_compromised=[-Inf;0.5],count=(5.5;14.5]} => {labels=normal.}" 0.0432222222222222 1 0.0432222222222222 4.96277915632754 778 3 1 12 1
"30774" "{num_compromised=[-Inf;0.5],count=(5.5;14.5],dst_host_same_srv_rate=(0.995; Inf]} => {labels=normal.}" 0.0430555555555556 1 0.0430555555555556 4.96277915632754 775 3 1 1 1
"33" "{=(108152;128673.5]} => {labels=neptune.}" 0.0420555555555556 1 0.0420555555555556 4.57549567869853 757 1 1 1 1
"41570" "{src_bytes=[-Inf;0.5],srv_count=(2.5;6.5],dst_host_count=(254.5; Inf]} => {labels=neptune.}" 0.0419444444444444 1 0.0419444444444444 4.57549567869853 755 3 1 1 1
"40829" "{hot=[-Inf;0.5],logged_in=1,srv_count=(2.5;6.5]} => {labels=normal.}" 0.0293888888888889 1 0.0293888888888889 4.96277915632754 529 3 1 5 1
"2079" "{src_bytes=(28.5;333.5],srv_count=(2.5;6.5]} => {labels=normal.}" 0.0278888888888889 1 0.0278888888888889 4.96277915632754 502 2 1 2 1
"1052" "{=(74059.5;91596.5],logged_in=1} => {labels=normal.}" 0.0273888888888889 1 0.0273888888888889 4.96277915632754 493 2 1 6 1
"27041" "{count=[-Inf;1.5],dst_host_same_srv_rate=(0.525;0.995],dst_host_serror_rate=[-Inf;0.005]} => {labels=normal.}" 0.0272777777777778 1 0.0272777777777778 4.96277915632754 491 3 1 1 1
"1558" "{count=(5.5;14.5],dst_host_srv_diff_host_rate=(0.005;0.105]} => {labels=normal.}" 0.0269444444444444 1 0.0269444444444444 4.96277915632754 485 2 1 2 1
"1053" "{=(74059.5;91596.5],src_bytes=(28.5;333.5]} => {labels=normal.}" 0.0268888888888889 1 0.0268888888888889 4.96277915632754 484 2 1 4 1
"41922" "{flag=b'SF',count=[-Inf;1.5],dst_host_srv_diff_host_rate=(0.005;0.105]} => {labels=normal.}" 0.0263333333333333 1 0.0263333333333333 4.96277915632754 474 3 1 4 1
"27869" "{protocol_type=b'udp',wrong_fragment=[-Inf;0.5],count=[-Inf;1.5]} => {labels=normal.}" 0.025 1 0.025 4.96277915632754 450 3 1 6 1
"17408" "{wrong_fragment=[-Inf;0.5],count=(14.5;31.5],same_srv_rate=(0.995; Inf]} => {labels=normal.}" 0.0244444444444444 1 0.0244444444444444 4.96277915632754 440 3 1 5 1
"570" "{=(449773.5;459858.5],flag=b'SF'} => {labels=normal.}" 0.0184444444444444 1 0.0184444444444444 4.96277915632754 332 2 1 5 1
"11499" "{=(449773.5;459858.5],rerror_rate=[-Inf;0.005],same_srv_rate=(0.995; Inf]} => {labels=normal.}" 0.0171111111111111 1 0.0171111111111111 4.96277915632754 308 3 1 1 1
"39889" "{flag=b'SF',srv_count=[-Inf;1.5],dst_host_srv_diff_host_rate=(0.005;0.105]} => {labels=normal.}" 0.0145555555555556 1 0.0145555555555556 4.96277915632754 262 3 1 1 1
"1054" "{=(74059.5;91596.5],dst_host_same_src_port_rate=[-Inf;0.005]} => {labels=normal.}" 0.0119444444444444 1 0.0119444444444444 4.96277915632754 215 2 1 1 1
"16445" "{protocol_type=b'tcp',src_bytes=(28.5;333.5],dst_host_count=(130.5;254.5]} => {labels=normal.}" 0.0113888888888889 1 0.0113888888888889 4.96277915632754 205 3 1 2 1
