"","rules","support","confidence","lift","laplace","chiSquared","weightedChiSquared"
"1","{xybar=[-Inf;2.5],x.ege=[-Inf;0.5]} => {class=L}",0.0120515383760969,1,26.2861313868613,0.897119341563786,5554.02505706594,5554.02505706594
"2","{width=[-Inf;0.5]} => {class=I}",0.00994113073419971,1,26.4794117647059,0.878048780487805,4606.60961429953,4606.60961429953
"3","{y.box=[-Inf; Inf],width=[-Inf;0.5]} => {class=I}",0.00994113073419971,1,26.4794117647059,0.878048780487805,4606.60961429953,4606.60961429953
"4","{width=[-Inf;0.5],high=[-Inf;8.5]} => {class=I}",0.00994113073419971,1,26.4794117647059,0.878048780487805,4606.60961429953,4606.60961429953
"5","{width=[-Inf;0.5],yegvx=(7.5;8.5]} => {class=I}",0.00994113073419971,1,26.4794117647059,0.878048780487805,4606.60961429953,4606.60961429953
"6","{xybar=[-Inf;2.5],y.ege=[-Inf;0.5]} => {class=L}",0.00944129734532933,1,26.2861313868613,0.872448979591837,4339.61392116003,4339.61392116003
"7","{xybar=[-Inf;2.5],yegvx=(7.5;8.5]} => {class=L}",0.00894146395645896,1,26.2861313868613,0.866310160427808,4107.7968709467,4107.7968709467
"8","{xybar=[-Inf;2.5],xegvy=(7.5;8.5]} => {class=L}",0.00894146395645896,1,26.2861313868613,0.866310160427808,4107.7968709467,4107.7968709467
"9","{onpix=[-Inf;1.5],xybar=[-Inf;2.5]} => {class=L}",0.00866377874041986,1,26.2861313868613,0.862637362637363,3979.11063043612,3979.11063043612
"10","{xybar=[-Inf;2.5],x2ybr=(0.5;2.5]} => {class=L}",0.00844163056758858,1,26.2861313868613,0.859550561797753,3876.21353345342,3876.21353345342
"11","{width=(0.5;3.5],xybar=[-Inf;2.5]} => {class=L}",0.00799733422192602,1,26.2861313868613,0.852941176470588,3670.55759558072,3670.55759558072
"12","{y.bar=(13.5; Inf],y.ege=[-Inf;0.5]} => {class=T}",0.00799733422192602,1,25.1129707112971,0.852941176470588,3500.26053579535,3500.26053579535
"13","{y.bar=[-Inf;1.5],xybar=[-Inf;2.5]} => {class=L}",0.00694213040097745,1,26.2861313868613,0.834437086092715,3182.86226827236,3182.86226827236
"14","{xybar=[-Inf;2.5],x2ybr=[-Inf;0.5]} => {class=L}",0.00572031545040542,1,26.2861313868613,0.806201550387597,2619.45564544702,2619.45564544702
"15","{y2bar=(12.5; Inf]} => {class=Z}",0.0056647784071976,1,27.2405446293495,0.8046875,2691.78391157277,2691.78391157277
"16","{y.box=[-Inf; Inf],y2bar=(12.5; Inf]} => {class=Z}",0.0056647784071976,1,27.2405446293495,0.8046875,2691.78391157277,2691.78391157277
"17","{y2bar=(12.5; Inf],xegvy=(7.5;8.5]} => {class=Z}",0.0056647784071976,1,27.2405446293495,0.8046875,2691.78391157277,2691.78391157277
"18","{y2bar=(12.5; Inf],xy2br=(7.5;8.5]} => {class=Z}",0.0056647784071976,1,27.2405446293495,0.8046875,2691.78391157277,2691.78391157277
"19","{x.bar=(0.5;1.5],y.ege=(1.5;2.5]} => {class=F}",0.00560924136398978,1,25.7965616045845,0.803149606299213,2518.5800454324,2518.5800454324
"20","{y.bar=(13.5; Inf],xy2br=(7.5;8.5]} => {class=T}",0.00560924136398978,1,25.1129707112971,0.803149606299213,2449.14790356823,2449.14790356823
"21","{xy2br=(13.5;14.5],y.ege=(3.5;4.5]} => {class=C}",0.00533155614795068,1,27.158371040724,0.795081967213115,2524.66400782191,2524.66400782191
"22","{x2bar=(4.5;5.5],xybar=[-Inf;2.5]} => {class=L}",0.00533155614795068,1,26.2861313868613,0.795081967213115,2440.48017019404,2440.48017019404
"23","{y2bar=(0.5;1.5],x2ybr=(0.5;2.5]} => {class=A}",0.00527601910474286,1,25.3605633802817,0.793388429752066,2326.52832903849,2326.52832903849
"24","{y.bar=(13.5; Inf],y2bar=(5.5;6.5]} => {class=T}",0.00488725980228813,1,25.1129707112971,0.780701754385965,2132.36283375545,2132.36283375545
"25","{xybar=(14.5; Inf]} => {class=J}",0.00483172275908031,1,26.7946428571429,0.778761061946903,2255.02960644328,2255.02960644328
"26","{y.box=[-Inf; Inf],xybar=(14.5; Inf]} => {class=J}",0.00483172275908031,1,26.7946428571429,0.778761061946903,2255.02960644328,2255.02960644328
"27","{high=[-Inf;8.5],xybar=(14.5; Inf]} => {class=J}",0.00466511162945685,1,26.7946428571429,0.772727272727273,2176.90550719786,2176.90550719786
"28","{y.bar=(13.5; Inf],x2bar=(0.5;1.5]} => {class=T}",0.00455403754304121,1,25.1129707112971,0.768518518518518,1986.30932556708,1986.30932556708
