"","rules","support","confidence","lift","laplace","chiSquared","weightedChiSquared"
"1","{word_freq_order=[-Inf;0.045],word_freq_george=(0.44; Inf]} => {class=0}",0.133784110118329,1,1.65045834994022,0.998201438848921,416.009369114789,416.009369114789
"2","{word_freq_george=(0.44; Inf],X.char_freq_..21.=[-Inf;0.005]} => {class=0}",0.113499154793528,1,1.65045834994022,0.997881355932203,344.85632599786,344.85632599786
"3","{word_freq_your=[-Inf;0.405],word_freq_george=(0.44; Inf]} => {class=0}",0.0997343636802705,1,1.65045834994022,0.997590361445783,298.400036264298,298.400036264298
"4","{word_freq_hpl=(0.095; Inf],word_freq_650=(0.01; Inf]} => {class=0}",0.0833132093697175,1,1.65045834994022,0.997118155619596,244.803495613893,244.803495613893
"5","{word_freq_hp=(0.715; Inf],word_freq_650=(0.01; Inf]} => {class=0}",0.0801738710456412,1,1.65045834994022,0.997005988023952,234.774992123394,234.774992123394
"6","{word_freq_hpl=(0.095; Inf],word_freq_85=(0.145; Inf]} => {class=0}",0.0780004829751268,1,1.65045834994022,0.996923076923077,227.872187730248,227.872187730248
"7","{word_freq_hp=(0.715; Inf],word_freq_85=(0.145; Inf]} => {class=0}",0.0772760202849553,1,1.65045834994022,0.996894409937888,225.578479108291,225.578479108291
"8","{word_freq_hp=(0.715; Inf],word_freq_technology=(0.085;1.64]} => {class=0}",0.0700313933832408,1,1.65045834994022,0.996575342465753,202.837945432279,202.837945432279
"9","{word_freq_george=(0.44; Inf],capital_run_length_longest=[-Inf;9.5]} => {class=0}",0.0690654431296788,1,1.65045834994022,0.996527777777778,199.832616277898,199.832616277898
"10","{word_freq_lab=(0.125; Inf],word_freq_edu=[-Inf;0.125]} => {class=0}",0.0685824680028979,1,1.65045834994022,0.996503496503496,198.332289265515,198.332289265515
"11","{word_freq_free=[-Inf;0.075],word_freq_lab=(0.125; Inf]} => {class=0}",0.0680994928761169,1,1.65045834994022,0.996478873239437,196.833517399037,196.833517399037
"12","{word_freq_you=[-Inf;0.015],word_freq_george=(0.44; Inf]} => {class=0}",0.0668920550591645,1,1.65045834994022,0.996415770609319,193.093375648906,193.093375648906
"13","{word_freq_hpl=(0.095; Inf],word_freq_technology=(0.085;1.64]} => {class=0}",0.0647186669886501,1,1.65045834994022,0.996296296296296,186.385456045301,186.385456045301
"14","{word_freq_85=(0.145; Inf],capital_run_length_longest=(9.5;18.5]} => {class=0}",0.0620623037913547,1,1.65045834994022,0.996138996138996,178.22910477995,178.22910477995
"15","{word_freq_650=(0.01; Inf],word_freq_labs=(0.125; Inf]} => {class=0}",0.0610963535377928,1,1.65045834994022,0.996078431372549,175.274601557849,175.274601557849
"16","{word_freq_labs=(0.125; Inf],word_freq_85=(0.145; Inf]} => {class=0}",0.0601304032842309,1,1.65045834994022,0.99601593625498,172.326171312566,172.326171312566
"17","{word_freq_address=[-Inf;0.075],word_freq_telnet=(0.045; Inf]} => {class=0}",0.0591644530306689,1,1.65045834994022,0.995951417004049,169.383795338834,169.383795338834
"18","{word_freq_all=[-Inf;0.235],word_freq_lab=(0.125; Inf]} => {class=0}",0.0584399903404975,1,1.65045834994022,0.995901639344262,167.180975265142,167.180975265142
"19","{word_freq_hp=(0.715; Inf],word_freq_telnet=(0.045; Inf]} => {class=0}",0.057232552523545,1,1.65045834994022,0.99581589958159,163.517131768257,163.517131768257
"20","{word_freq_hpl=(0.095; Inf],word_freq_telnet=(0.045; Inf]} => {class=0}",0.0565080898333736,1,1.65045834994022,0.995762711864407,161.323326936772,161.323326936772
"21","{word_freq_meeting=(0.385; Inf]} => {class=0}",0.0548176768896402,1,1.65045834994022,0.995633187772926,156.217527376661,156.217527376661
"22","{word_freq_parts=[-Inf; Inf],word_freq_meeting=(0.385; Inf]} => {class=0}",0.0548176768896402,1,1.65045834994022,0.995633187772926,156.217527376661,156.217527376661
"23","{word_freq_meeting=(0.385; Inf],word_freq_table=[-Inf; Inf]} => {class=0}",0.0548176768896402,1,1.65045834994022,0.995633187772926,156.217527376661,156.217527376661
"24","{word_freq_3d=[-Inf;0.155],word_freq_meeting=(0.385; Inf]} => {class=0}",0.0548176768896402,1,1.65045834994022,0.995633187772926,156.217527376661,156.217527376661
"25","{word_freq_lab=(0.125; Inf],word_freq_pm=[-Inf;0.12]} => {class=0}",0.0533687515092973,1,1.65045834994022,0.995515695067265,151.855641323887,151.855641323887
"26","{word_freq_hpl=(0.095; Inf],word_freq_george=(0.44; Inf]} => {class=0}",0.0524028012557353,1,1.65045834994022,0.995433789954338,148.955127900415,148.955127900415
"27","{word_freq_george=(0.44; Inf],capital_run_length_average=(1.0535;2.014]} => {class=0}",0.0521613136923448,1,1.65045834994022,0.995412844036697,148.230923274936,148.230923274936
"28","{word_freq_hp=(0.715; Inf],word_freq_lab=(0.125; Inf]} => {class=0}",0.0519198261289544,1,1.65045834994022,0.995391705069124,147.507087576929,147.507087576929
