"","rules","support","confidence","lift","laplace","chiSquared","weightedChiSquared"
"1","{word_freq_order=[-Inf;0.045],word_freq_george=(0.44; Inf]} => {class=0}",0.135233035498672,1,1.65045834994022,0.998220640569395,421.219462490188,421.219462490188
"2","{word_freq_george=(0.44; Inf],X.char_freq_..21.=[-Inf;0.005]} => {class=0}",0.113016179666747,1,1.65045834994022,0.997872340425532,343.201872225412,343.201872225412
"3","{word_freq_your=[-Inf;0.405],word_freq_george=(0.44; Inf]} => {class=0}",0.0997343636802705,1,1.65045834994022,0.997590361445783,298.400036264298,298.400036264298
"4","{word_freq_hpl=(0.12; Inf],word_freq_650=(0.01; Inf]} => {class=0}",0.082588746679546,1,1.65045834994022,0.997093023255814,242.483133790216,242.483133790216
"5","{word_freq_you=[-Inf;0.805],word_freq_george=(0.44; Inf]} => {class=0}",0.0770345327215648,1,1.65045834994022,0.996884735202492,224.814709745075,224.814709745075
"6","{word_freq_hpl=(0.12; Inf],word_freq_85=(0.195; Inf]} => {class=0}",0.0760685824680029,1,1.65045834994022,0.996845425867508,221.763624813713,221.763624813713
"7","{word_freq_george=(0.44; Inf],capital_run_length_longest=[-Inf;9.5]} => {class=0}",0.0700313933832408,1,1.65045834994022,0.996575342465753,202.837945432279,202.837945432279
"8","{word_freq_lab=(0.125; Inf],word_freq_edu=[-Inf;0.125]} => {class=0}",0.0695484182564598,1,1.65045834994022,0.996551724137931,201.334500857903,201.334500857903
"9","{word_freq_free=[-Inf;0.095],word_freq_lab=(0.125; Inf]} => {class=0}",0.0690654431296788,1,1.65045834994022,0.996527777777778,199.832616277898,199.832616277898
"10","{word_freq_650=(0.01; Inf],word_freq_labs=(0.125; Inf]} => {class=0}",0.0618208162279643,1,1.65045834994022,0.996124031007752,177.489908607007,177.489908607007
"11","{word_freq_all=[-Inf;0.235],word_freq_lab=(0.125; Inf]} => {class=0}",0.0596474281574499,1,1.65045834994022,0.995983935742972,170.854227707833,170.854227707833
"12","{word_freq_labs=(0.125; Inf],word_freq_85=(0.195; Inf]} => {class=0}",0.0589229654672784,1,1.65045834994022,0.995934959349594,168.649145140619,168.649145140619
"13","{word_freq_address=[-Inf;0.075],word_freq_telnet=(0.045; Inf]} => {class=0}",0.0586814779038879,1,1.65045834994022,0.995918367346939,167.914871879397,167.914871879397
"14","{word_freq_hp=(1.495; Inf],word_freq_1999=(0.055; Inf]} => {class=0}",0.058198502777107,1,1.65045834994022,0.995884773662551,166.447455008125,166.447455008125
"15","{word_freq_hp=(1.495; Inf],word_freq_85=(0.195; Inf]} => {class=0}",0.057715527650326,1,1.65045834994022,0.995850622406639,164.981542408375,164.981542408375
"16","{word_freq_hp=(1.495; Inf],word_freq_650=(0.01; Inf]} => {class=0}",0.0569910649601546,1,1.65045834994022,0.995798319327731,162.785488961888,162.785488961888
"17","{word_freq_meeting=(0.455; Inf]} => {class=0}",0.0562666022699831,1,1.65045834994022,0.995744680851064,160.592807143006,160.592807143006
"18","{word_freq_meeting=(0.455; Inf],word_freq_table=[-Inf; Inf]} => {class=0}",0.0562666022699831,1,1.65045834994022,0.995744680851064,160.592807143006,160.592807143006
"19","{word_freq_3d=[-Inf;0.365],word_freq_meeting=(0.455; Inf]} => {class=0}",0.0562666022699831,1,1.65045834994022,0.995744680851064,160.592807143006,160.592807143006
"20","{word_freq_font=[-Inf;0.115],word_freq_meeting=(0.455; Inf]} => {class=0}",0.0562666022699831,1,1.65045834994022,0.995744680851064,160.592807143006,160.592807143006
"21","{word_freq_hpl=(0.12; Inf],word_freq_telnet=(0.045; Inf]} => {class=0}",0.0557836271432021,1,1.65045834994022,0.995708154506438,159.132888557714,159.132888557714
"22","{word_freq_lab=(0.125; Inf],word_freq_pm=[-Inf;0.115]} => {class=0}",0.0543347017628592,1,1.65045834994022,0.995594713656388,154.762080208899,154.762080208899
"23","{word_freq_remove=(0.01; Inf],word_freq_000=(0.26; Inf]} => {class=1}",0.0540932141994687,1,2.53737745098039,0.995575221238938,364.066051950522,364.066051950522
"24","{word_freq_hpl=(0.12; Inf],word_freq_george=(0.44; Inf]} => {class=0}",0.0524028012557353,1,1.65045834994022,0.995433789954338,148.955127900415,148.955127900415
"25","{word_freq_hpl=(0.12; Inf],word_freq_lab=(0.125; Inf]} => {class=0}",0.0511953634387829,1,1.65045834994022,0.995327102803738,145.337791230775,145.337791230775
"26","{word_freq_labs=(0.125; Inf],word_freq_telnet=(0.045; Inf]} => {class=0}",0.0504709007486114,1,1.65045834994022,0.995260663507109,143.171805102851,143.171805102851
"27","{word_freq_your=[-Inf;0.405],word_freq_lab=(0.125; Inf]} => {class=0}",0.0499879256218305,1,1.65045834994022,0.995215311004785,141.729649621302,141.729649621302
"28","{word_freq_hpl=(0.12; Inf],word_freq_technology=(0.095;1.025]} => {class=0}",0.04974643805844,1,1.65045834994022,0.995192307692308,141.009121622135,141.009121622135
"29","{word_freq_lab=(0.125; Inf],word_freq_labs=(0.125; Inf]} => {class=0}",0.0490219753682685,1,1.65045834994022,0.995121951219512,138.849733240679,138.849733240679
"30","{word_freq_george=(0.44; Inf],capital_run_length_average=(1.094;2.014]} => {class=0}",0.0485390002414876,1,1.65045834994022,0.995073891625616,137.411967880099,137.411967880099
"31","{word_freq_george=(0.44; Inf],X.char_freq_..28.=(0.2925; Inf]} => {class=0}",0.0463656121709732,1,1.65045834994022,0.994845360824742,130.960045885963,130.960045885963
"32","{word_freq_george=(0.44; Inf],capital_run_length_longest=(9.5;18.5]} => {class=0}",0.0458826370441922,1,1.65045834994022,0.994791666666667,129.530277182855,129.530277182855
"33","{word_freq_george=(0.44; Inf],word_freq_labs=(0.125; Inf]} => {class=0}",0.0458826370441922,1,1.65045834994022,0.994791666666667,129.530277182855,129.530277182855
"34","{word_freq_george=(0.44; Inf],word_freq_650=(0.01; Inf]} => {class=0}",0.0449166867906303,1,1.65045834994022,0.99468085106383,126.675077886486,126.675077886486
"35","{word_freq_labs=(0.125; Inf],word_freq_1999=(0.055; Inf]} => {class=0}",0.0446751992272398,1,1.65045834994022,0.994652406417112,125.962180236084,125.962180236084
"36","{word_freq_credit=[-Inf;0.075],word_freq_857=(0.045; Inf]} => {class=0}",0.0446751992272398,1,1.65045834994022,0.994652406417112,125.962180236084,125.962180236084
"37","{word_freq_hp=(1.495; Inf],word_freq_telnet=(0.045; Inf]} => {class=0}",0.0444337116638493,1,1.65045834994022,0.994623655913978,125.249642907973,125.249642907973
"38","{word_freq_money=[-Inf;0.035],word_freq_857=(0.045; Inf]} => {class=0}",0.0441922241004588,1,1.65045834994022,0.994594594594595,124.537465629041,124.537465629041
"39","{word_freq_george=(0.44; Inf],word_freq_85=(0.195; Inf]} => {class=0}",0.0437092489736779,1,1.65045834994022,0.994535519125683,123.114190127662,123.114190127662
"40","{word_freq_1999=(0.055; Inf],word_freq_original=(0.245; Inf]} => {class=0}",0.0420188360299445,1,1.65045834994022,0.994318181818182,118.144027405047,118.144027405047
"41","{word_freq_labs=(0.125; Inf],word_freq_technology=(0.095;1.025]} => {class=0}",0.0415358609031635,1,1.65045834994022,0.994252873563218,116.727200972945,116.727200972945
"42","{X.char_freq_..21.=(0.3775; Inf],capital_run_length_total=(723.5; Inf]} => {class=1}",0.0415358609031635,1,2.53737745098039,0.994252873563218,275.888174405565,275.888174405565
"43","{word_freq_george=(0.44; Inf],capital_run_length_total=[-Inf;14.5]} => {class=0}",0.0403284230862111,1,1.65045834994022,0.994082840236686,113.191374062936,113.191374062936
"44","{word_freq_george=(0.44; Inf],word_freq_telnet=(0.045; Inf]} => {class=0}",0.0403284230862111,1,1.65045834994022,0.994082840236686,113.191374062936,113.191374062936
"45","{word_freq_george=(0.44; Inf],capital_run_length_average=(2.014;3.381]} => {class=0}",0.0398454479594301,1,1.65045834994022,0.994011976047904,111.779533317883,111.779533317883
"46","{word_freq_hp=(1.495; Inf],capital_run_length_average=(1.094;2.014]} => {class=0}",0.0391209852692586,1,1.65045834994022,0.99390243902439,109.664433372856,109.664433372856
"47","{word_freq_hp=(1.495; Inf],capital_run_length_total=(71.5;216.5]} => {class=0}",0.0391209852692586,1,1.65045834994022,0.99390243902439,109.664433372856,109.664433372856
"48","{word_freq_hp=(1.495; Inf],word_freq_technology=(0.095;1.025]} => {class=0}",0.0391209852692586,1,1.65045834994022,0.99390243902439,109.664433372856,109.664433372856
"49","{word_freq_hp=(1.495; Inf],word_freq_george=(0.44; Inf]} => {class=0}",0.0388794977058681,1,1.65045834994022,0.993865030674847,108.960108634043,108.960108634043
"50","{word_freq_hpl=(0.12; Inf],word_freq_415=(0.195; Inf]} => {class=0}",0.0388794977058681,1,1.65045834994022,0.993865030674847,108.960108634043,108.960108634043
"51","{word_freq_your=[-Inf;0.405],word_freq_telnet=(0.045; Inf]} => {class=0}",0.0381550350156967,1,1.65045834994022,0.99375,106.84925641029,106.84925641029
"52","{word_freq_all=[-Inf;0.235],word_freq_857=(0.045; Inf]} => {class=0}",0.0376720598889157,1,1.65045834994022,0.993670886075949,105.443787259217,105.443787259217
"53","{word_freq_415=(0.195; Inf],word_freq_85=(0.195; Inf]} => {class=0}",0.0376720598889157,1,1.65045834994022,0.993670886075949,105.443787259217,105.443787259217
"54","{word_freq_85=(0.195; Inf],X.char_freq_..28.=(0.2925; Inf]} => {class=0}",0.0362231345085728,1,1.65045834994022,0.993421052631579,101.235831637526,101.235831637526
"55","{word_freq_george=(0.44; Inf],word_freq_1999=(0.055; Inf]} => {class=0}",0.0359816469451823,1,1.65045834994022,0.993377483443709,100.535735480527,100.535735480527
"56","{word_freq_1999=(0.055; Inf],word_freq_edu=(0.125; Inf]} => {class=0}",0.0350156966916204,1,1.65045834994022,0.993197278911565,97.7388548373004,97.7388548373005
"57","{word_freq_hpl=(0.12; Inf],word_freq_original=(0.245; Inf]} => {class=0}",0.0350156966916204,1,1.65045834994022,0.993197278911565,97.7388548373004,97.7388548373005
"58","{word_freq_hp=(1.495; Inf],capital_run_length_longest=(18.5;55.5]} => {class=0}",0.0345327215648394,1,1.65045834994022,0.993103448275862,96.3425132255247,96.3425132255247
"59","{word_freq_labs=(0.125; Inf],X.char_freq_..28.=(0.2925; Inf]} => {class=0}",0.0342912340014489,1,1.65045834994022,0.993055555555556,95.644866178681,95.644866178681
"60","{word_freq_george=(0.44; Inf],capital_run_length_average=[-Inf;1.094]} => {class=0}",0.033808258874668,1,1.65045834994022,0.992957746478873,94.2506182940116,94.2506182940116
"61","{word_freq_addresses=(0.025; Inf],word_freq_000=(0.26; Inf]} => {class=1}",0.033808258874668,1,2.53737745098039,0.992957746478873,222.764109830386,222.764109830386
"62","{word_freq_857=(0.045; Inf],capital_run_length_longest=(9.5;18.5]} => {class=0}",0.0335667713112775,1,1.65045834994022,0.99290780141844,93.5540169333428,93.5540169333428
"63","{word_freq_85=(0.195; Inf],word_freq_technology=(0.095;1.025]} => {class=0}",0.0330837961844965,1,1.65045834994022,0.992805755395683,92.1618580701881,92.1618580701881
"64","{word_freq_telnet=(0.045; Inf],word_freq_technology=(0.095;1.025]} => {class=0}",0.032842308621106,1,1.65045834994022,0.992753623188406,91.4663000464246,91.4663000464246
"65","{word_freq_george=(0.44; Inf],word_freq_re=(0.575;1.57]} => {class=0}",0.0321178459309346,1,1.65045834994022,0.992592592592593,89.3817084841875,89.3817084841875
"66","{word_freq_lab=(0.125; Inf],capital_run_length_average=(2.014;3.381]} => {class=0}",0.0321178459309346,1,1.65045834994022,0.992592592592593,89.3817084841875,89.3817084841875
"67","{word_freq_000=[-Inf;0.075],word_freq_cs=(0.01; Inf]} => {class=0}",0.0318763583675441,1,1.65045834994022,0.992537313432836,88.6875379340287,88.6875379340287
"68","{word_freq_money=[-Inf;0.035],word_freq_cs=(0.01; Inf]} => {class=0}",0.0316348708041536,1,1.65045834994022,0.992481203007519,87.9937136035956,87.9937136035956
"69","{word_freq_addresses=[-Inf;0.025],word_freq_cs=(0.01; Inf]} => {class=0}",0.0313933832407631,1,1.65045834994022,0.992424242424242,87.3002352339357,87.3002352339357
"70","{word_freq_addresses=(0.025; Inf],X.char_freq_..21.=(0.3775; Inf]} => {class=1}",0.0313933832407631,1,2.53737745098039,0.992424242424242,206.336674940482,206.336674940482
"71","{word_freq_remove=[-Inf;0.01],word_freq_cs=(0.01; Inf]} => {class=0}",0.0311518956773726,1,1.65045834994022,0.99236641221374,86.6071025663544,86.6071025663544
"72","{word_freq_hp=(0.12;1.495],word_freq_labs=(0.125; Inf]} => {class=0}",0.0309104081139821,1,1.65045834994022,0.992307692307692,85.914315342415,85.914315342415
"73","{word_freq_you=[-Inf;0.805],word_freq_telnet=(0.045; Inf]} => {class=0}",0.0309104081139821,1,1.65045834994022,0.992307692307692,85.914315342415,85.914315342415
"74","{word_freq_cs=(0.01; Inf],X.char_freq_..24.=[-Inf;0.0125]} => {class=0}",0.0304274329872012,1,1.65045834994022,0.9921875,84.5297761930028,84.5297761930028
"75","{word_freq_650=[-Inf;0.01],word_freq_lab=(0.125; Inf]} => {class=0}",0.0301859454238107,1,1.65045834994022,0.992125984251969,83.8380237519432,83.8380237519432
"76","{word_freq_george=(0.44; Inf],X.char_freq_..28.=(0.1105;0.2925]} => {class=0}",0.0299444578604202,1,1.65045834994022,0.992063492063492,83.1466157233511,83.1466157233511
"77","{word_freq_free=[-Inf;0.095],word_freq_pm=(0.745; Inf]} => {class=0}",0.0299444578604202,1,1.65045834994022,0.992063492063492,83.1466157233511,83.1466157233511
"78","{word_freq_george=(0.44; Inf],X.char_freq_..5B.=(0.0325; Inf]} => {class=0}",0.0297029702970297,1,1.65045834994022,0.992,82.4555518500744,82.4555518500744
