"","rules","support","confidence","lift","laplace","chiSquared","weightedChiSquared"
"1","{word_freq_george=(0.005; Inf],X.char_freq_..21.=[-Inf;0.0055]} => {class=0}",0.138372373822748,1,1.65045834994022,0.998260869565217,432.568110854735,432.568110854735
"2","{word_freq_your=[-Inf;0.395],word_freq_george=(0.005; Inf]} => {class=0}",0.1243660951461,1,1.65045834994022,0.998065764023211,382.564046871967,382.564046871967
"3","{word_freq_hpl=(0.12; Inf],word_freq_650=(0.01; Inf]} => {class=0}",0.083071721806327,1,1.65045834994022,0.997109826589595,244.029634270012,244.029634270012
"4","{word_freq_hpl=(0.12; Inf],word_freq_85=(0.195; Inf]} => {class=0}",0.0760685824680029,1,1.65045834994022,0.996845425867508,221.763624813713,221.763624813713
"5","{word_freq_you=[-Inf;0.015],word_freq_george=(0.005; Inf]} => {class=0}",0.0731707317073171,1,1.65045834994022,0.99672131147541,212.648528455455,212.648528455455
"6","{word_freq_hpl=(0.12; Inf],word_freq_george=(0.005; Inf]} => {class=0}",0.0724462690171456,1,1.65045834994022,0.996688741721854,210.378653509693,210.378653509693
"7","{word_freq_lab=(0.125; Inf],word_freq_edu=[-Inf;0.05]} => {class=0}",0.0717218063269742,1,1.65045834994022,0.996655518394649,208.112321552919,208.112321552919
"8","{word_freq_free=[-Inf;0.075],word_freq_lab=(0.125; Inf]} => {class=0}",0.0714803187635837,1,1.65045834994022,0.996644295302013,207.357663464843,207.357663464843
"9","{word_freq_hpl=(0.12; Inf],word_freq_technology=(0.085;1.625]} => {class=0}",0.0639942042984786,1,1.65045834994022,0.99625468164794,184.15640536175,184.15640536175
"10","{word_freq_your=[-Inf;0.395],word_freq_85=(0.195; Inf]} => {class=0}",0.0623037913547452,1,1.65045834994022,0.996153846153846,178.968681687465,178.968681687465
"11","{word_freq_all=[-Inf;0.235],word_freq_lab=(0.125; Inf]} => {class=0}",0.0623037913547452,1,1.65045834994022,0.996153846153846,178.968681687465,178.968681687465
"12","{word_freq_650=(0.01; Inf],word_freq_labs=(0.125; Inf]} => {class=0}",0.0613378411011833,1,1.65045834994022,0.99609375,176.012657289431,176.012657289431
