"","rules","support","confidence","lift","laplace","chiSquared","weightedChiSquared"
"1","{word_freq_george=(0.005; Inf],X.char_freq_..21.=[-Inf;0.005]} => {class=0}",0.135441815548044,1,1.65019920318725,0.998223801065719,421.90538421572,421.90538421572
"2","{word_freq_your=[-Inf;0.405],word_freq_george=(0.005; Inf]} => {class=0}",0.124094640270401,1,1.65019920318725,0.998062015503876,381.550799667921,381.550799667921
"3","{word_freq_you=[-Inf;0.735],word_freq_george=(0.005; Inf]} => {class=0}",0.0956059874456784,1,1.65019920318725,0.99748743718593,284.69768805185,284.69768805185
"4","{word_freq_hpl=(0.12; Inf],word_freq_650=(0.01; Inf]} => {class=0}",0.0811202317720908,1,1.65019920318725,0.997041420118343,237.753555823998,237.753555823998
"5","{word_freq_hp=(1.495; Inf],word_freq_re=[-Inf;0.015]} => {class=0}",0.0772573635924674,1,1.65019920318725,0.996894409937888,225.484048108977,225.484048108977
"6","{word_freq_hpl=(0.12; Inf],word_freq_85=(0.195; Inf]} => {class=0}",0.0729116368903911,1,1.65019920318725,0.996710526315789,211.803067729084,211.803067729084
"7","{word_freq_hpl=(0.12; Inf],word_freq_george=(0.005; Inf]} => {class=0}",0.0704973442781265,1,1.65019920318725,0.996598639455782,204.257799761991,204.257799761991
"8","{word_freq_lab=(0.125; Inf],word_freq_edu=[-Inf;0.05]} => {class=0}",0.0695316272332207,1,1.65019920318725,0.996551724137931,201.250656119683,201.250656119683
"9","{word_freq_free=[-Inf;0.095],word_freq_lab=(0.125; Inf]} => {class=0}",0.0695316272332207,1,1.65019920318725,0.996551724137931,201.250656119683,201.250656119683
"10","{word_freq_hp=(1.495; Inf],word_freq_labs=[-Inf;0.125]} => {class=0}",0.0615644616127475,1,1.65019920318725,0.996108949416342,176.677875070339,176.677875070339
"11","{word_freq_650=(0.01; Inf],word_freq_labs=(0.125; Inf]} => {class=0}",0.0596330275229358,1,1.65019920318725,0.995983935742972,170.783542901564,170.783542901564
"12","{word_freq_hp=(1.495; Inf],capital_run_length_longest=(9.5;18.5]} => {class=0}",0.0589087397392564,1,1.65019920318725,0.995934959349594,168.579405926831,168.579405926831
"13","{word_freq_all=[-Inf;0.235],word_freq_lab=(0.125; Inf]} => {class=0}",0.0589087397392564,1,1.65019920318725,0.995934959349594,168.579405926831,168.579405926831
"14","{word_freq_hp=(1.495; Inf],word_freq_650=(0.01; Inf]} => {class=0}",0.0569773056494447,1,1.65019920318725,0.995798319327731,162.718259986169,162.718259986169
"15","{word_freq_address=[-Inf;0.075],word_freq_telnet=(0.045; Inf]} => {class=0}",0.0569773056494447,1,1.65019920318725,0.995798319327731,162.718259986169,162.718259986169
"16","{word_freq_labs=(0.125; Inf],word_freq_85=(0.195; Inf]} => {class=0}",0.0567358763882183,1,1.65019920318725,0.9957805907173,161.987304429581,161.987304429581
"17","{word_freq_hp=(1.495; Inf],word_freq_85=(0.195; Inf]} => {class=0}",0.0562530178657653,1,1.65019920318725,0.995744680851064,160.526515274283,160.526515274283
"18","{word_freq_hpl=(0.12; Inf],word_freq_telnet=(0.045; Inf]} => {class=0}",0.0548044422984066,1,1.65019920318725,0.995633187772926,156.153102837691,156.153102837691
"19","{word_freq_meeting=(0.455; Inf]} => {class=0}",0.0540801545147272,1,1.65019920318725,0.995575221238938,153.971419681153,153.971419681153
"20","{word_freq_parts=[-Inf; Inf],word_freq_meeting=(0.455; Inf]} => {class=0}",0.0540801545147272,1,1.65019920318725,0.995575221238938,153.971419681153,153.971419681153
"21","{word_freq_meeting=(0.455; Inf],word_freq_table=[-Inf; Inf]} => {class=0}",0.0540801545147272,1,1.65019920318725,0.995575221238938,153.971419681153,153.971419681153
"22","{word_freq_3d=[-Inf;0.56],word_freq_meeting=(0.455; Inf]} => {class=0}",0.0540801545147272,1,1.65019920318725,0.995575221238938,153.971419681153,153.971419681153
"23","{word_freq_hp=(1.495; Inf],word_freq_1999=(0.105; Inf]} => {class=0}",0.0533558667310478,1,1.65019920318725,0.995515695067265,151.79307498392,151.79307498392
"24","{word_freq_george=(0.005; Inf],word_freq_1999=(0.105; Inf]} => {class=0}",0.0514244326412361,1,1.65019920318725,0.995348837209302,146.000418990873,146.000418990873
"25","{word_freq_your=[-Inf;0.405],word_freq_lab=(0.125; Inf]} => {class=0}",0.0504587155963303,1,1.65019920318725,0.995260663507109,143.112927998152,143.112927998152
"26","{word_freq_hpl=(0.12; Inf],word_freq_lab=(0.125; Inf]} => {class=0}",0.0499758570738774,1,1.65019920318725,0.995215311004785,141.671383892638,141.671383892638
"27","{word_freq_george=(0.005; Inf],X.char_freq_..28.=(0.2925; Inf]} => {class=0}",0.0497344278126509,1,1.65019920318725,0.995192307692308,140.951161208823,140.951161208823
