duration,wage-increase-first-year,wage-increase-second-year,wage-increase-third-year,cost-of-living-adjustment,working-hours,pension,standby-pay,shift-differential,education-allowance,statutory-holidays,vacation,longterm-disability-assistance,contribution-to-dental-plan,bereavement-assistance,contribution-to-health-plan,class
1.0,5.0,3.93170731707,3.75833333333,,40.0,,8.125,2.0,,11.0,average,,,yes,,good
2.0,4.5,5.8,3.75833333333,,35.0,ret_allw,8.125,4.65384615385,yes,11.0,below_average,,full,,full,good
2.12,3.798,3.93170731707,3.75833333333,,38.0,empl_contr,8.125,5.0,,11.0,generous,yes,half,yes,half,good
3.0,3.7,4.0,5.0,tc,38.0666666667,,8.125,4.65384615385,yes,11.1276595745,,,,yes,,good
3.0,4.5,4.5,5.0,,40.0,,8.125,4.65384615385,,12.0,average,,half,yes,half,good
2.0,2.0,2.5,3.75833333333,,35.0,,8.125,6.0,yes,12.0,average,,,,,good
3.0,4.0,5.0,5.0,tc,38.0666666667,empl_contr,8.125,4.65384615385,,12.0,generous,yes,none,yes,half,good
3.0,6.9,4.8,2.3,,40.0,,8.125,3.0,,12.0,below_average,,,,,good
2.0,3.0,7.0,3.75833333333,,38.0,,12.0,25.0,yes,11.0,below_average,yes,half,yes,,good
1.0,5.7,3.93170731707,3.75833333333,none,40.0,empl_contr,8.125,4.0,,11.0,generous,yes,full,,,good
3.0,3.5,4.0,4.6,none,36.0,,8.125,3.0,,13.0,generous,,,yes,full,good
2.0,6.4,6.4,3.75833333333,,38.0,,8.125,4.0,,15.0,,,full,,,good
2.0,3.5,4.0,3.75833333333,none,40.0,,8.125,2.0,no,10.0,below_average,no,half,,half,bad
1.0,3.0,3.93170731707,3.75833333333,none,36.0,,8.125,10.0,no,11.0,generous,,,,,good
2.0,4.5,4.0,3.75833333333,none,37.0,empl_contr,8.125,4.65384615385,,11.0,average,,full,yes,,good
1.0,2.8,3.93170731707,3.75833333333,,35.0,,8.125,2.0,,12.0,below_average,,,,,good
1.0,2.0,3.93170731707,3.75833333333,none,38.0,none,8.125,4.65384615385,yes,11.0,average,no,none,no,none,bad
2.0,4.0,5.0,3.75833333333,tcf,35.0,,13.0,5.0,,15.0,generous,,,,,good
2.0,4.3,4.4,3.75833333333,,38.0,,8.125,4.0,,12.0,generous,,full,,full,good
2.0,2.5,3.0,3.75833333333,,40.0,none,8.125,4.65384615385,,11.0,below_average,,,,,bad
3.0,3.5,4.0,4.6,tcf,27.0,,8.125,4.65384615385,,11.1276595745,,,,,,good
2.0,4.5,4.0,3.75833333333,,40.0,,8.125,4.0,,10.0,generous,,half,,full,good
1.0,6.0,3.93170731707,3.75833333333,,38.0,,8.0,3.0,,9.0,generous,,,,,good
