"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"10154" "{surgery=no,pain=alert no pain,outcome=lived} => {surgical_lesion=no}" 0.0996978851963746 1 0.0996978851963746 2.71311475409836 33 3 1 33 1
"24012" "{surgery=yes,pulse=(58; Inf],peripheral_pulse=normal} => {surgical_lesion=yes}" 0.0996978851963746 1 0.0996978851963746 1.58373205741627 33 3 1 33 1
"19358" "{Age=adult,peristalsis=hypomotile,outcome=died} => {surgical_lesion=yes}" 0.081570996978852 1 0.081570996978852 1.58373205741627 27 3 1 23 1
"19398" "{surgery=yes,capillary_refill_time=<3,outcome=died} => {surgical_lesion=yes}" 0.0785498489425982 1 0.0785498489425982 1.58373205741627 26 3 1 11 1
"21827" "{surgery=yes,nasogastric_tube=slight,rectal_examination=absent} => {surgical_lesion=yes}" 0.0755287009063444 1 0.0755287009063444 1.58373205741627 25 3 1 13 1
"13577" "{surgery=yes,rectal_examination=absent,abdomen=distended small intestine} => {surgical_lesion=yes}" 0.0725075528700906 1 0.0725075528700906 1.58373205741627 24 3 1 6 1
"19355" "{surgery=yes,peristalsis=hypomotile,outcome=died} => {surgical_lesion=yes}" 0.0725075528700906 1 0.0725075528700906 1.58373205741627 24 3 1 2 1
"21592" "{surgery=yes,nasogastric_tube=slight,abdomen=distended large intestine} => {surgical_lesion=yes}" 0.0725075528700906 1 0.0725075528700906 1.58373205741627 24 3 1 10 1
"13753" "{surgery=yes,abdomen=distended small intestine,outcome=lived} => {surgical_lesion=yes}" 0.0694864048338369 1 0.0694864048338369 1.58373205741627 23 3 1 6 1
"19052" "{Age=adult,abdominal_distension=moderate,outcome=died} => {surgical_lesion=yes}" 0.0694864048338369 1 0.0694864048338369 1.58373205741627 23 3 1 2 1
"22292" "{surgery=yes,pulse=(58; Inf],abdominal_distension=none} => {surgical_lesion=yes}" 0.0694864048338369 1 0.0694864048338369 1.58373205741627 23 3 1 9 1
"18604" "{surgery=yes,mucous_membranes=pale pink,outcome=lived} => {surgical_lesion=yes}" 0.0664652567975831 1 0.0664652567975831 1.58373205741627 22 3 1 7 1
"1105" "{peristalsis=absent,abdomen=distended small intestine} => {surgical_lesion=yes}" 0.0604229607250755 1 0.0604229607250755 1.58373205741627 20 2 1 1 1
"1488" "{mucous_membranes=pale pink,peristalsis=absent} => {surgical_lesion=yes}" 0.0604229607250755 1 0.0604229607250755 1.58373205741627 20 2 1 4 1
"8972" "{surgery=yes,peripheral_pulse=reduced,pain=continuous severe pain} => {surgical_lesion=yes}" 0.0604229607250755 1 0.0604229607250755 1.58373205741627 20 3 1 7 1
"17536" "{surgery=yes,peripheral_pulse=normal,pain=intermittent mild pain} => {surgical_lesion=yes}" 0.0604229607250755 1 0.0604229607250755 1.58373205741627 20 3 1 5 1
"19634" "{temp_extremities=cool,abdominal_distension=moderate,nasogastric_tube=slight} => {surgical_lesion=yes}" 0.0604229607250755 1 0.0604229607250755 1.58373205741627 20 3 1 6 1
"12142" "{pulse=(58; Inf],peristalsis=hypomotile,abdominocentesis_appearance=serosanguinous} => {surgical_lesion=yes}" 0.0574018126888218 1 0.0574018126888218 1.58373205741627 19 3 1 2 1
"16942" "{surgery=no,pulse=[-Inf;58],abdominal_distension=slight} => {surgical_lesion=no}" 0.0574018126888218 1 0.0574018126888218 2.71311475409836 19 3 1 10 1
"17173" "{Age=adult,pain=intermittent mild pain,abdominal_distension=moderate} => {surgical_lesion=yes}" 0.0574018126888218 1 0.0574018126888218 1.58373205741627 19 3 1 1 1
"22277" "{surgery=yes,peristalsis=hypomotile,abdominal_distension=none} => {surgical_lesion=yes}" 0.0574018126888218 1 0.0574018126888218 1.58373205741627 19 3 1 3 1
"10129" "{surgery=no,pain=alert no pain,peristalsis=hypomotile} => {surgical_lesion=no}" 0.054380664652568 1 0.054380664652568 2.71311475409836 18 3 1 1 1
"19761" "{peripheral_pulse=normal,capillary_refill_time=<3,abdominal_distension=moderate} => {surgical_lesion=yes}" 0.0513595166163142 1 0.0513595166163142 1.58373205741627 17 3 1 1 1
"21492" "{surgery=yes,pulse=(58; Inf],mucous_membranes=normal pink} => {surgical_lesion=yes}" 0.0513595166163142 1 0.0513595166163142 1.58373205741627 17 3 1 2 1
"546" "{surgery=yes,temp_extremities=warm} => {surgical_lesion=yes}" 0.0483383685800604 1 0.0483383685800604 1.58373205741627 16 2 1 1 1
"7691" "{surgery=yes,nasogastric_reflux=>1l,outcome=lived} => {surgical_lesion=yes}" 0.0483383685800604 1 0.0483383685800604 1.58373205741627 16 3 1 1 1
"8426" "{surgery=no,peristalsis=hypermotile,abdominal_distension=none} => {surgical_lesion=no}" 0.0483383685800604 1 0.0483383685800604 2.71311475409836 16 3 1 7 1
"9593" "{surgery=yes,pain=intermittent severe pain,nasogastric_tube=slight} => {surgical_lesion=yes}" 0.0483383685800604 1 0.0483383685800604 1.58373205741627 16 3 1 1 1
"11616" "{surgery=yes,mucous_membranes=pale cyanotic,outcome=lived} => {surgical_lesion=yes}" 0.0483383685800604 1 0.0483383685800604 1.58373205741627 16 3 1 1 1
"11852" "{Age=adult,abdominocentesis_appearance=serosanguinous,outcome=died} => {surgical_lesion=yes}" 0.0483383685800604 1 0.0483383685800604 1.58373205741627 16 3 1 1 1
"19555" "{abdominal_distension=moderate,nasogastric_reflux=none,abdomen=distended large intestine} => {surgical_lesion=yes}" 0.0483383685800604 1 0.0483383685800604 1.58373205741627 16 3 1 1 1
"23099" "{surgery=yes,peripheral_pulse=normal,nasogastric_tube=} => {surgical_lesion=yes}" 0.0483383685800604 1 0.0483383685800604 1.58373205741627 16 3 1 2 1
"20874" "{surgery=yes,temp_extremities=normal,abdomen=distended large intestine} => {surgical_lesion=yes}" 0.0453172205438066 1 0.0453172205438066 1.58373205741627 15 3 1 1 1
"587" "{abdominal_distension=severe,outcome=lived} => {surgical_lesion=yes}" 0.0422960725075529 1 0.0422960725075529 1.58373205741627 14 2 1 3 1
