"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"7179" "{age=[-Inf;54.5],oldpeak=[-Inf;1.7],number_of_major_vessels=[-Inf;0.5],thal=[-Inf;4.5]} => {class=absent}" 0.226337448559671 1 0.226337448559671 1.8 55 4 1 55 1
"7141" "{age=[-Inf;54.5],maximum_heart_rate_achieved=(150.5; Inf],number_of_major_vessels=[-Inf;0.5],thal=[-Inf;4.5]} => {class=absent}" 0.209876543209877 1 0.209876543209877 1.8 51 4 1 3 1
"7096" "{age=[-Inf;54.5],chest=[-Inf;3.5],maximum_heart_rate_achieved=(150.5; Inf],thal=[-Inf;4.5]} => {class=absent}" 0.193415637860082 1 0.193415637860082 1.8 47 4 1 9 1
"4088" "{sex=0,chest=[-Inf;3.5],fasting_blood_sugar=0,thal=[-Inf;4.5]} => {class=absent}" 0.156378600823045 1 0.156378600823045 1.8 38 4 1 15 1
"746" "{sex=0,chest=[-Inf;3.5],number_of_major_vessels=[-Inf;0.5]} => {class=absent}" 0.139917695473251 1 0.139917695473251 1.8 34 3 1 3 1
"6994" "{age=[-Inf;54.5],chest=[-Inf;3.5],slope=[-Inf;1.5],number_of_major_vessels=[-Inf;0.5]} => {class=absent}" 0.135802469135802 1 0.135802469135802 1.8 33 4 1 5 1
"530" "{chest=(3.5; Inf],oldpeak=(1.7; Inf],slope=(1.5; Inf]} => {class=present}" 0.127572016460905 1 0.127572016460905 2.25 31 3 1 31 1
"473" "{chest=(3.5; Inf],exercise_induced_angina=1,oldpeak=(1.7; Inf]} => {class=present}" 0.111111111111111 1 0.111111111111111 2.25 27 3 1 2 1
"472" "{exercise_induced_angina=1,oldpeak=(1.7; Inf],thal=(4.5; Inf]} => {class=present}" 0.102880658436214 1 0.102880658436214 2.25 25 3 1 3 1
"4011" "{sex=0,exercise_induced_angina=0,slope=(1.5; Inf],number_of_major_vessels=[-Inf;0.5]} => {class=absent}" 0.0823045267489712 1 0.0823045267489712 1.8 20 4 1 3 1
"4333" "{age=[-Inf;54.5],maximum_heart_rate_achieved=[-Inf;150.5],exercise_induced_angina=1,slope=(1.5; Inf]} => {class=present}" 0.0617283950617284 1 0.0617283950617284 2.25 15 4 1 6 1
"5832" "{age=[-Inf;54.5],chest=(3.5; Inf],slope=(1.5; Inf],thal=(4.5; Inf]} => {class=present}" 0.0617283950617284 1 0.0617283950617284 2.25 15 4 1 2 1
"5104" "{age=[-Inf;54.5],chest=(3.5; Inf],fasting_blood_sugar=0,number_of_major_vessels=(0.5; Inf]} => {class=present}" 0.0576131687242798 1 0.0576131687242798 2.25 14 4 1 5 1
"5139" "{sex=1,chest=(3.5; Inf],maximum_heart_rate_achieved=(150.5; Inf],number_of_major_vessels=(0.5; Inf]} => {class=present}" 0.0534979423868313 1 0.0534979423868313 2.25 13 4 1 8 1
"5146" "{sex=1,chest=(3.5; Inf],number_of_major_vessels=(0.5; Inf],thal=[-Inf;4.5]} => {class=present}" 0.0534979423868313 1 0.0534979423868313 2.25 13 4 1 4 1
"503" "{age=[-Inf;54.5],maximum_heart_rate_achieved=[-Inf;150.5],oldpeak=(1.7; Inf]} => {class=present}" 0.0493827160493827 1 0.0493827160493827 2.25 12 3 1 2 1
"4325" "{chest=(3.5; Inf],maximum_heart_rate_achieved=[-Inf;150.5],exercise_induced_angina=1,thal=[-Inf;4.5]} => {class=present}" 0.0452674897119342 1 0.0452674897119342 2.25 11 4 1 1 1
"5014" "{chest=(3.5; Inf],maximum_heart_rate_achieved=(150.5; Inf],number_of_major_vessels=(0.5; Inf],thal=(4.5; Inf]} => {class=present}" 0.0452674897119342 1 0.0452674897119342 2.25 11 4 1 1 1
"5121" "{chest=(3.5; Inf],exercise_induced_angina=0,slope=(1.5; Inf],number_of_major_vessels=(0.5; Inf]} => {class=present}" 0.0452674897119342 1 0.0452674897119342 2.25 11 4 1 3 1
"436" "{fasting_blood_sugar=1,exercise_induced_angina=0,number_of_major_vessels=[-Inf;0.5]} => {class=absent}" 0.0411522633744856 1 0.0411522633744856 1.8 10 3 1 5 1
"4224" "{age=[-Inf;54.5],chest=(3.5; Inf],exercise_induced_angina=1,number_of_major_vessels=(0.5; Inf]} => {class=present}" 0.0411522633744856 1 0.0411522633744856 2.25 10 4 1 1 1
"301" "{fasting_blood_sugar=1,exercise_induced_angina=1,thal=(4.5; Inf]} => {class=present}" 0.037037037037037 1 0.037037037037037 2.25 9 3 1 3 1
"666" "{sex=0,chest=(3.5; Inf],thal=(4.5; Inf]} => {class=present}" 0.037037037037037 1 0.037037037037037 2.25 9 3 1 1 1
"2463" "{sex=1,fasting_blood_sugar=1,exercise_induced_angina=0,slope=[-Inf;1.5]} => {class=absent}" 0.037037037037037 1 0.037037037037037 1.8 9 4 1 2 1
"3565" "{age=(54.5; Inf],sex=0,slope=(1.5; Inf],number_of_major_vessels=(0.5; Inf]} => {class=present}" 0.037037037037037 1 0.037037037037037 2.25 9 4 1 1 1
"3595" "{sex=0,fasting_blood_sugar=0,slope=[-Inf;1.5],number_of_major_vessels=(0.5; Inf]} => {class=absent}" 0.037037037037037 1 0.037037037037037 1.8 9 4 1 2 1
"4225" "{chest=(3.5; Inf],exercise_induced_angina=1,slope=[-Inf;1.5],number_of_major_vessels=(0.5; Inf]} => {class=present}" 0.037037037037037 1 0.037037037037037 2.25 9 4 1 1 1
"4873" "{maximum_heart_rate_achieved=(150.5; Inf],exercise_induced_angina=1,number_of_major_vessels=[-Inf;0.5],thal=[-Inf;4.5]} => {class=absent}" 0.037037037037037 1 0.037037037037037 1.8 9 4 1 3 1
"921" "{chest=[-Inf;3.5],exercise_induced_angina=1,thal=[-Inf;4.5]} => {class=absent}" 0.0329218106995885 1 0.0329218106995885 1.8 8 3 1 3 1
"5023" "{age=[-Inf;54.5],slope=(1.5; Inf],number_of_major_vessels=(0.5; Inf],thal=(4.5; Inf]} => {class=present}" 0.0329218106995885 1 0.0329218106995885 2.25 8 4 1 1 1
"4840" "{chest=[-Inf;3.5],maximum_heart_rate_achieved=(150.5; Inf],exercise_induced_angina=1,oldpeak=[-Inf;1.7]} => {class=absent}" 0.0288065843621399 1 0.0288065843621399 1.8 7 4 1 2 1
"5223" "{age=(54.5; Inf],maximum_heart_rate_achieved=(150.5; Inf],slope=(1.5; Inf],number_of_major_vessels=(0.5; Inf]} => {class=present}" 0.0288065843621399 1 0.0288065843621399 2.25 7 4 1 2 1
"2028" "{fasting_blood_sugar=1,slope=(1.5; Inf],number_of_major_vessels=(0.5; Inf],thal=(4.5; Inf]} => {class=present}" 0.0246913580246914 1 0.0246913580246914 2.25 6 4 1 1 1
"2857" "{oldpeak=(1.7; Inf],slope=(1.5; Inf],number_of_major_vessels=(0.5; Inf],thal=[-Inf;4.5]} => {class=present}" 0.0246913580246914 1 0.0246913580246914 2.25 6 4 1 1 1
"4313" "{chest=[-Inf;3.5],maximum_heart_rate_achieved=[-Inf;150.5],exercise_induced_angina=1,thal=(4.5; Inf]} => {class=present}" 0.0205761316872428 1 0.0205761316872428 2.25 5 4 1 1 1
