"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"31785" "{attribute_12=[-Inf;0.16505],attribute_21=[-Inf;0.6496],attribute_45=[-Inf;0.38545]} => {Class=Rock}" 0.192513368983957 1 0.192513368983957 2.14942528735632 36 3 1 36 1
"31569" "{attribute_12=[-Inf;0.16505],attribute_20=[-Inf;0.51445],attribute_45=[-Inf;0.38545]} => {Class=Rock}" 0.18716577540107 1 0.18716577540107 2.14942528735632 35 3 1 1 1
"48153" "{attribute_21=[-Inf;0.6496],attribute_35=(0.19475; Inf],attribute_48=[-Inf;0.07585]} => {Class=Rock}" 0.18716577540107 1 0.18716577540107 2.14942528735632 35 3 1 14 1
"29276" "{attribute_9=[-Inf;0.10785],attribute_21=[-Inf;0.6496],attribute_28=[-Inf;0.9233]} => {Class=Rock}" 0.181818181818182 1 0.181818181818182 2.14942528735632 34 3 1 7 1
"36822" "{attribute_4=(0.052; Inf],attribute_36=[-Inf;0.5047],attribute_46=(0.07315; Inf]} => {Class=Mine}" 0.176470588235294 1 0.176470588235294 1.87 33 3 1 33 1
"29055" "{attribute_4=[-Inf;0.052],attribute_9=[-Inf;0.10785],attribute_20=[-Inf;0.51445]} => {Class=Rock}" 0.171122994652406 1 0.171122994652406 2.14942528735632 32 3 1 1 1
"44602" "{attribute_10=[-Inf;0.16315],attribute_21=[-Inf;0.6496],attribute_48=[-Inf;0.07585]} => {Class=Rock}" 0.165775401069519 1 0.165775401069519 2.14942528735632 31 3 1 1 1
"48038" "{attribute_20=[-Inf;0.51445],attribute_35=(0.19475; Inf],attribute_48=[-Inf;0.07585]} => {Class=Rock}" 0.165775401069519 1 0.165775401069519 2.14942528735632 31 3 1 1 1
"10744" "{attribute_9=(0.10785; Inf],attribute_28=(0.9233; Inf],attribute_47=(0.06235; Inf]} => {Class=Mine}" 0.160427807486631 1 0.160427807486631 1.87 30 3 1 24 1
"21141" "{attribute_5=[-Inf;0.0392],attribute_10=[-Inf;0.16315],attribute_45=[-Inf;0.38545]} => {Class=Rock}" 0.160427807486631 1 0.160427807486631 2.14942528735632 30 3 1 5 1
"36455" "{attribute_4=(0.052; Inf],attribute_12=(0.16505; Inf],attribute_48=(0.07585; Inf]} => {Class=Mine}" 0.160427807486631 1 0.160427807486631 1.87 30 3 1 9 1
"40615" "{attribute_21=[-Inf;0.6496],attribute_49=[-Inf;0.04525],attribute_52=[-Inf;0.00935]} => {Class=Rock}" 0.160427807486631 1 0.160427807486631 2.14942528735632 30 3 1 2 1
"26929" "{attribute_35=[-Inf;0.19475],attribute_46=(0.07315; Inf],attribute_51=(0.01365; Inf]} => {Class=Mine}" 0.155080213903743 1 0.155080213903743 1.87 29 3 1 5 1
"189" "{attribute_9=(0.10785; Inf],attribute_45=(0.38545; Inf]} => {Class=Mine}" 0.149732620320856 1 0.149732620320856 1.87 28 2 1 10 1
"23626" "{attribute_11=[-Inf;0.19615],attribute_28=[-Inf;0.9233],attribute_46=[-Inf;0.07315]} => {Class=Rock}" 0.144385026737968 1 0.144385026737968 2.14942528735632 27 3 1 6 1
"185" "{attribute_11=(0.19615; Inf],attribute_45=(0.38545; Inf]} => {Class=Mine}" 0.13903743315508 1 0.13903743315508 1.87 26 2 1 1 1
"26812" "{attribute_35=[-Inf;0.19475],attribute_48=(0.07585; Inf],attribute_51=(0.01365; Inf]} => {Class=Mine}" 0.133689839572193 1 0.133689839572193 1.87 25 3 1 2 1
"28500" "{attribute_9=[-Inf;0.10785],attribute_36=(0.5047; Inf],attribute_45=[-Inf;0.38545]} => {Class=Rock}" 0.128342245989305 1 0.128342245989305 2.14942528735632 24 3 1 1 1
"18402" "{attribute_13=[-Inf;0.16265],attribute_48=[-Inf;0.07585],attribute_51=[-Inf;0.01365]} => {Class=Rock}" 0.122994652406417 1 0.122994652406417 2.14942528735632 23 3 1 1 1
"10225" "{attribute_28=(0.9233; Inf],attribute_48=(0.07585; Inf],attribute_51=(0.01365; Inf]} => {Class=Mine}" 0.106951871657754 1 0.106951871657754 1.87 20 3 1 1 1
"324" "{attribute_36=(0.5047; Inf],attribute_47=[-Inf;0.06235]} => {Class=Rock}" 0.0641711229946524 1 0.0641711229946524 2.14942528735632 12 2 1 1 1
