"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"23906" "{surgery=yes,pulse=(58; Inf],peripheral_pulse=normal} => {surgical_lesion=yes}" 0.0906344410876133 1 0.0906344410876133 1.58373205741627 30 3 1 30 1
"10219" "{surgery=no,pain=alert no pain,outcome=lived} => {surgical_lesion=no}" 0.0876132930513595 1 0.0876132930513595 2.71311475409836 29 3 1 29 1
"19727" "{surgery=yes,peristalsis=hypomotile,outcome=died} => {surgical_lesion=yes}" 0.081570996978852 1 0.081570996978852 1.58373205741627 27 3 1 23 1
"19730" "{Age=adult,peristalsis=hypomotile,outcome=died} => {surgical_lesion=yes}" 0.081570996978852 1 0.081570996978852 1.58373205741627 27 3 1 6 1
"9799" "{surgery=no,peristalsis=hypermotile,outcome=lived} => {surgical_lesion=no}" 0.0785498489425982 1 0.0785498489425982 2.71311475409836 26 3 1 16 1
"19748" "{surgery=yes,capillary_refill_time=<3,outcome=died} => {surgical_lesion=yes}" 0.0785498489425982 1 0.0785498489425982 1.58373205741627 26 3 1 10 1
"14761" "{pulse=(58; Inf],peristalsis=hypomotile,abdominocentesis_appearance=serosanguinous} => {surgical_lesion=yes}" 0.0725075528700906 1 0.0725075528700906 1.58373205741627 24 3 1 8 1
"17521" "{surgery=yes,mucous_membranes=pale pink,outcome=lived} => {surgical_lesion=yes}" 0.0725075528700906 1 0.0725075528700906 1.58373205741627 24 3 1 16 1
"20609" "{surgery=yes,nasogastric_tube=slight,abdomen=distended large intestine} => {surgical_lesion=yes}" 0.0694864048338369 1 0.0694864048338369 1.58373205741627 23 3 1 10 1
"20918" "{surgery=yes,nasogastric_tube=slight,rectal_examination=absent} => {surgical_lesion=yes}" 0.0664652567975831 1 0.0664652567975831 1.58373205741627 22 3 1 4 1
"22248" "{surgery=yes,pulse=(58; Inf],abdominal_distension=none} => {surgical_lesion=yes}" 0.0664652567975831 1 0.0664652567975831 1.58373205741627 22 3 1 7 1
"12278" "{surgery=yes,abdomen=distended small intestine,outcome=lived} => {surgical_lesion=yes}" 0.0634441087613293 1 0.0634441087613293 1.58373205741627 21 3 1 4 1
"14759" "{surgery=yes,peristalsis=hypomotile,abdominocentesis_appearance=serosanguinous} => {surgical_lesion=yes}" 0.0634441087613293 1 0.0634441087613293 1.58373205741627 21 3 1 2 1
"17003" "{surgery=yes,pulse=(58; Inf],abdominal_distension=slight} => {surgical_lesion=yes}" 0.0634441087613293 1 0.0634441087613293 1.58373205741627 21 3 1 1 1
"1402" "{mucous_membranes=pale pink,peristalsis=absent} => {surgical_lesion=yes}" 0.0604229607250755 1 0.0604229607250755 1.58373205741627 20 2 1 5 1
"18167" "{Age=adult,abdominal_distension=moderate,outcome=died} => {surgical_lesion=yes}" 0.0604229607250755 1 0.0604229607250755 1.58373205741627 20 3 1 1 1
"1578" "{nasogastric_tube=slight,outcome=died} => {surgical_lesion=yes}" 0.0574018126888218 1 0.0574018126888218 1.58373205741627 19 2 1 1 1
"8085" "{surgery=yes,peripheral_pulse=reduced,pain=continuous severe pain} => {surgical_lesion=yes}" 0.054380664652568 1 0.054380664652568 1.58373205741627 18 3 1 7 1
"14184" "{surgery=yes,nasogastric_reflux=none,rectal_examination=decreased} => {surgical_lesion=yes}" 0.054380664652568 1 0.054380664652568 1.58373205741627 18 3 1 2 1
"14460" "{Age=adult,abdominocentesis_appearance=serosanguinous,outcome=died} => {surgical_lesion=yes}" 0.054380664652568 1 0.054380664652568 1.58373205741627 18 3 1 1 1
"14525" "{Age=adult,abdomen=distended large intestine,abdominocentesis_appearance=serosanguinous} => {surgical_lesion=yes}" 0.054380664652568 1 0.054380664652568 1.58373205741627 18 3 1 2 1
"18348" "{abdominal_distension=moderate,nasogastric_tube=slight,nasogastric_reflux=none} => {surgical_lesion=yes}" 0.054380664652568 1 0.054380664652568 1.58373205741627 18 3 1 3 1
"11699" "{surgery=yes,mucous_membranes=,outcome=lived} => {surgical_lesion=yes}" 0.0513595166163142 1 0.0513595166163142 1.58373205741627 17 3 1 14 1
"14618" "{peripheral_pulse=reduced,peristalsis=hypomotile,abdominocentesis_appearance=serosanguinous} => {surgical_lesion=yes}" 0.0513595166163142 1 0.0513595166163142 1.58373205741627 17 3 1 1 1
"16872" "{surgery=no,pulse=[-Inf;58],abdominal_distension=slight} => {surgical_lesion=no}" 0.0513595166163142 1 0.0513595166163142 2.71311475409836 17 3 1 6 1
"22235" "{surgery=yes,peristalsis=hypomotile,abdominal_distension=none} => {surgical_lesion=yes}" 0.0513595166163142 1 0.0513595166163142 1.58373205741627 17 3 1 3 1
"5381" "{surgery=no,temp_extremities=warm,outcome=lived} => {surgical_lesion=no}" 0.0483383685800604 1 0.0483383685800604 2.71311475409836 16 3 1 3 1
"10217" "{surgery=no,pain=alert no pain,peristalsis=hypomotile} => {surgical_lesion=no}" 0.0483383685800604 1 0.0483383685800604 2.71311475409836 16 3 1 1 1
"18347" "{temp_extremities=cool,abdominal_distension=moderate,nasogastric_tube=slight} => {surgical_lesion=yes}" 0.0483383685800604 1 0.0483383685800604 1.58373205741627 16 3 1 2 1
"21973" "{surgery=yes,pulse=(58; Inf],mucous_membranes=normal pink} => {surgical_lesion=yes}" 0.0483383685800604 1 0.0483383685800604 1.58373205741627 16 3 1 1 1
