"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"12297" "{X5=[-Inf;-0.153846],X7=[-Inf;-0.9108775],X8=-1,X14=[-Inf;-0.99433]} => {Y=-1}" 0.152979066022544 1 0.152979066022544 1.8 95 4 1 95 1
"12332" "{X2=[-Inf;-0.31203],X5=[-Inf;-0.153846],X8=-1,X14=[-Inf;-0.99433]} => {Y=-1}" 0.146537842190016 1 0.146537842190016 1.8 91 4 1 16 1
"12293" "{X3=[-Inf;-0.6994645],X5=[-Inf;-0.153846],X7=[-Inf;-0.9108775],X8=-1} => {Y=-1}" 0.130434782608696 1 0.130434782608696 1.8 81 4 1 11 1
"12313" "{X2=[-Inf;-0.31203],X3=[-Inf;-0.6994645],X5=[-Inf;-0.153846],X8=-1} => {Y=-1}" 0.128824476650564 1 0.128824476650564 1.8 80 4 1 2 1
"8391" "{X1=1,X8=1,X9=1,X14=(-0.99433; Inf]} => {Y=1}" 0.109500805152979 1 0.109500805152979 2.25 68 4 1 68 1
"8463" "{X1=1,X7=(-0.9108775; Inf],X8=1,X14=(-0.99433; Inf]} => {Y=1}" 0.103059581320451 1 0.103059581320451 2.25 64 4 1 8 1
"12286" "{X2=[-Inf;-0.31203],X5=[-Inf;-0.153846],X8=-1,X11=-1} => {Y=-1}" 0.0933977455716586 1 0.0933977455716586 1.8 58 4 1 6 1
"8464" "{X7=(-0.9108775; Inf],X8=1,X13=(-0.9005; Inf],X14=(-0.99433; Inf]} => {Y=1}" 0.0869565217391304 1 0.0869565217391304 2.25 54 4 1 12 1
"1905" "{X1=-1,X5=[-Inf;-0.153846],X8=-1} => {Y=-1}" 0.0821256038647343 1 0.0821256038647343 1.8 51 3 1 5 1
"8261" "{X5=(-0.153846;0.4615385],X8=1,X9=1,X14=(-0.99433; Inf]} => {Y=1}" 0.0756843800322061 1 0.0756843800322061 2.25 47 4 1 11 1
"6253" "{X4=[-Inf;-0.5],X7=[-Inf;-0.9108775],X8=-1,X11=-1} => {Y=-1}" 0.0740740740740741 1 0.0740740740740741 1.8 46 4 1 24 1
"6255" "{X3=[-Inf;-0.6994645],X4=[-Inf;-0.5],X8=-1,X11=-1} => {Y=-1}" 0.0740740740740741 1 0.0740740740740741 1.8 46 4 1 4 1
"6333" "{X4=[-Inf;-0.5],X7=[-Inf;-0.9108775],X11=-1,X14=[-Inf;-0.99433]} => {Y=-1}" 0.0740740740740741 1 0.0740740740740741 1.8 46 4 1 3 1
"10645" "{X4=(-0.5; Inf],X8=1,X11=1,X13=[-Inf;-0.9005]} => {Y=1}" 0.0740740740740741 1 0.0740740740740741 2.25 46 4 1 33 1
"6611" "{X8=1,X10=(-0.9253735; Inf],X13=(-0.9005; Inf],X14=(-0.99433; Inf]} => {Y=1}" 0.072463768115942 1 0.072463768115942 2.25 45 4 1 1 1
"14162" "{X2=[-Inf;-0.31203],X8=-1,X9=1,X14=[-Inf;-0.99433]} => {Y=-1}" 0.072463768115942 1 0.072463768115942 1.8 45 4 1 25 1
"8450" "{X7=(-0.9108775; Inf],X8=1,X11=1,X14=(-0.99433; Inf]} => {Y=1}" 0.0692431561996779 1 0.0692431561996779 2.25 43 4 1 1 1
"7708" "{X2=(-0.31203; Inf],X7=(-0.9108775; Inf],X8=1,X14=(-0.99433; Inf]} => {Y=1}" 0.0676328502415459 1 0.0676328502415459 2.25 42 4 1 5 1
"7373" "{X1=1,X7=(-0.9108775; Inf],X10=(-0.9253735; Inf],X11=-1} => {Y=1}" 0.0660225442834139 1 0.0660225442834139 2.25 41 4 1 13 1
"6256" "{X1=1,X4=[-Inf;-0.5],X8=-1,X11=-1} => {Y=-1}" 0.0628019323671498 1 0.0628019323671498 1.8 39 4 1 2 1
"6865" "{X1=1,X8=1,X10=(-0.9253735; Inf],X13=[-Inf;-0.9005]} => {Y=1}" 0.0628019323671498 1 0.0628019323671498 2.25 39 4 1 1 1
"10374" "{X5=(-0.153846;0.4615385],X8=1,X9=1,X13=[-Inf;-0.9005]} => {Y=1}" 0.0628019323671498 1 0.0628019323671498 2.25 39 4 1 1 1
"450" "{X5=[-Inf;-0.153846],X6=[-Inf;-0.625],X8=-1} => {Y=-1}" 0.0611916264090177 1 0.0611916264090177 1.8 38 3 1 1 1
"5759" "{X4=[-Inf;-0.5],X5=[-Inf;-0.153846],X7=[-Inf;-0.9108775],X10=[-Inf;-0.9253735]} => {Y=-1}" 0.0611916264090177 1 0.0611916264090177 1.8 38 4 1 4 1
"1096" "{X2=(-0.31203; Inf],X10=(-0.9253735; Inf],X13=[-Inf;-0.9005]} => {Y=1}" 0.0579710144927536 1 0.0579710144927536 2.25 36 3 1 2 1
"6609" "{X3=[-Inf;-0.6994645],X8=1,X10=(-0.9253735; Inf],X14=(-0.99433; Inf]} => {Y=1}" 0.0563607085346216 1 0.0563607085346216 2.25 35 4 1 1 1
"500" "{X6=[-Inf;-0.625],X7=[-Inf;-0.9108775],X8=-1} => {Y=-1}" 0.0547504025764895 1 0.0547504025764895 1.8 34 3 1 2 1
"7102" "{X3=(-0.6994645; Inf],X5=(-0.153846;0.4615385],X7=(-0.9108775; Inf],X10=(-0.9253735; Inf]} => {Y=1}" 0.0547504025764895 1 0.0547504025764895 2.25 34 4 1 1 1
"11597" "{X1=-1,X6=(-0.625; Inf],X8=-1,X11=1} => {Y=-1}" 0.0547504025764895 1 0.0547504025764895 1.8 34 4 1 12 1
"11918" "{X3=(-0.6994645; Inf],X5=[-Inf;-0.153846],X8=-1,X14=[-Inf;-0.99433]} => {Y=-1}" 0.0547504025764895 1 0.0547504025764895 1.8 34 4 1 1 1
"5749" "{X4=[-Inf;-0.5],X5=[-Inf;-0.153846],X11=-1,X14=[-Inf;-0.99433]} => {Y=-1}" 0.0515297906602254 1 0.0515297906602254 1.8 32 4 1 4 1
"13230" "{X5=(-0.153846;0.4615385],X7=(-0.9108775; Inf],X9=1,X11=-1} => {Y=1}" 0.0515297906602254 1 0.0515297906602254 2.25 32 4 1 2 1
"8298" "{X2=[-Inf;-0.31203],X5=(-0.153846;0.4615385],X8=1,X14=(-0.99433; Inf]} => {Y=1}" 0.0499194847020934 1 0.0499194847020934 2.25 31 4 1 3 1
"8560" "{X3=[-Inf;-0.6994645],X8=1,X11=-1,X14=(-0.99433; Inf]} => {Y=1}" 0.0499194847020934 1 0.0499194847020934 2.25 31 4 1 4 1
"14150" "{X1=1,X2=[-Inf;-0.31203],X8=-1,X9=1} => {Y=-1}" 0.0499194847020934 1 0.0499194847020934 1.8 31 4 1 4 1
"524" "{X2=[-Inf;-0.31203],X6=[-Inf;-0.625],X7=[-Inf;-0.9108775]} => {Y=-1}" 0.0483091787439614 1 0.0483091787439614 1.8 30 3 1 1 1
"6867" "{X8=1,X10=(-0.9253735; Inf],X13=[-Inf;-0.9005],X14=[-Inf;-0.99433]} => {Y=1}" 0.0450885668276973 1 0.0450885668276973 2.25 28 4 1 5 1
"2547" "{X8=-1,X9=1,X11=1} => {Y=-1}" 0.0434782608695652 1 0.0434782608695652 1.8 27 3 1 1 1
"7374" "{X7=(-0.9108775; Inf],X10=(-0.9253735; Inf],X11=-1,X13=(-0.9005; Inf]} => {Y=1}" 0.0434782608695652 1 0.0434782608695652 2.25 27 4 1 1 1
"1728" "{X1=-1,X8=-1,X13=[-Inf;-0.9005]} => {Y=-1}" 0.0418679549114332 1 0.0418679549114332 1.8 26 3 1 2 1
"10343" "{X3=(-0.6994645; Inf],X8=-1,X13=[-Inf;-0.9005],X14=[-Inf;-0.99433]} => {Y=-1}" 0.037037037037037 1 0.037037037037037 1.8 23 4 1 6 1
"11200" "{X1=-1,X3=(-0.6994645; Inf],X4=(-0.5; Inf],X8=-1} => {Y=-1}" 0.037037037037037 1 0.037037037037037 1.8 23 4 1 3 1
"592" "{X3=[-Inf;-0.6994645],X5=(0.4615385; Inf],X10=(-0.9253735; Inf]} => {Y=1}" 0.035426731078905 1 0.035426731078905 2.25 22 3 1 5 1
"7166" "{X1=1,X2=[-Inf;-0.31203],X3=(-0.6994645; Inf],X10=(-0.9253735; Inf]} => {Y=1}" 0.035426731078905 1 0.035426731078905 2.25 22 4 1 2 1
"8050" "{X5=[-Inf;-0.153846],X8=1,X9=1,X14=(-0.99433; Inf]} => {Y=1}" 0.035426731078905 1 0.035426731078905 2.25 22 4 1 2 1
"8869" "{X1=-1,X2=(-0.31203; Inf],X8=1,X13=[-Inf;-0.9005]} => {Y=1}" 0.0338164251207729 1 0.0338164251207729 2.25 21 4 1 1 1
"8739" "{X1=1,X3=[-Inf;-0.6994645],X8=-1,X14=(-0.99433; Inf]} => {Y=-1}" 0.0322061191626409 1 0.0322061191626409 1.8 20 4 1 4 1
"10342" "{X2=[-Inf;-0.31203],X3=(-0.6994645; Inf],X8=-1,X13=[-Inf;-0.9005]} => {Y=-1}" 0.0322061191626409 1 0.0322061191626409 1.8 20 4 1 1 1
