"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"4117" "{A1=b,A9=t,A15=(492; Inf]} => {class=+}" 0.117741935483871 1 0.117741935483871 2.2463768115942 73 3 1 73 1
"25034" "{A8=[-Inf;1.27],A9=f,A12=t,A13=g} => {class=-}" 0.106451612903226 1 0.106451612903226 1.80232558139535 66 4 1 66 1
"25032" "{A5=g,A8=[-Inf;1.27],A9=f,A12=t} => {class=-}" 0.0967741935483871 1 0.0967741935483871 1.80232558139535 60 4 1 10 1
"25051" "{A5=g,A7=v,A9=f,A12=t} => {class=-}" 0.0935483870967742 1 0.0935483870967742 1.80232558139535 58 4 1 16 1
"18632" "{A5=p,A8=[-Inf;1.27],A9=f,A13=g} => {class=-}" 0.0838709677419355 1 0.0838709677419355 1.80232558139535 52 4 1 36 1
"25026" "{A7=v,A8=[-Inf;1.27],A9=f,A12=t} => {class=-}" 0.082258064516129 1 0.082258064516129 1.80232558139535 51 4 1 1 1
"23498" "{A3=(4.2075; Inf],A8=[-Inf;1.27],A9=f,A15=[-Inf;492]} => {class=-}" 0.0790322580645161 1 0.0790322580645161 1.80232558139535 49 4 1 26 1
"24125" "{A9=f,A10=t,A13=g,A15=[-Inf;492]} => {class=-}" 0.0790322580645161 1 0.0790322580645161 1.80232558139535 49 4 1 21 1
"20240" "{A8=(1.27; Inf],A9=t,A14=(99.5; Inf],A15=(492; Inf]} => {class=+}" 0.0741935483870968 1 0.0741935483870968 2.2463768115942 46 4 1 10 1
"22673" "{A5=g,A9=t,A12=t,A14=[-Inf;99.5]} => {class=+}" 0.0741935483870968 1 0.0741935483870968 2.2463768115942 46 4 1 37 1
"20898" "{A1=b,A9=t,A11=(2.5; Inf],A14=[-Inf;99.5]} => {class=+}" 0.067741935483871 1 0.067741935483871 2.2463768115942 42 4 1 11 1
"19751" "{A9=t,A11=(2.5; Inf],A14=(99.5; Inf],A15=(492; Inf]} => {class=+}" 0.0661290322580645 1 0.0661290322580645 2.2463768115942 41 4 1 3 1
"18615" "{A5=p,A8=[-Inf;1.27],A9=f,A12=f} => {class=-}" 0.0645161290322581 1 0.0645161290322581 1.80232558139535 40 4 1 4 1
"22389" "{A3=(4.2075; Inf],A9=t,A12=t,A14=[-Inf;99.5]} => {class=+}" 0.0629032258064516 1 0.0629032258064516 2.2463768115942 39 4 1 2 1
