"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"11272" "{X5=[-Inf;-0.307692],X7=[-Inf;-0.9284215],X8=-1,X14=[-Inf;-0.99016]} => {Y=-1}" 0.128617363344051 1 0.128617363344051 1.80289855072464 80 4 1 80 1
"1366" "{X1=1,X8=1,X14=(-0.99016; Inf]} => {Y=1}" 0.110932475884244 1 0.110932475884244 2.24548736462094 69 3 1 69 1
"11268" "{X3=[-Inf;-0.7128575],X5=[-Inf;-0.307692],X7=[-Inf;-0.9284215],X8=-1} => {Y=-1}" 0.106109324758842 1 0.106109324758842 1.80289855072464 66 4 1 8 1
"11284" "{X2=[-Inf;-0.236842],X5=[-Inf;-0.307692],X8=-1,X11=-1} => {Y=-1}" 0.0819935691318328 1 0.0819935691318328 1.80289855072464 51 4 1 7 1
"1324" "{X5=(-0.307692;0.307692],X8=1,X14=(-0.99016; Inf]} => {Y=1}" 0.0803858520900322 1 0.0803858520900322 2.24548736462094 50 3 1 13 1
"14290" "{X2=[-Inf;-0.236842],X8=-1,X9=1,X14=[-Inf;-0.99016]} => {Y=-1}" 0.0755627009646302 1 0.0755627009646302 1.80289855072464 47 4 1 34 1
"8359" "{X7=(-0.9284215; Inf],X8=1,X13=(-0.895; Inf],X14=(-0.99016; Inf]} => {Y=1}" 0.0739549839228296 1 0.0739549839228296 2.24548736462094 46 4 1 8 1
"7259" "{X4=[-Inf;-0.5],X7=[-Inf;-0.9284215],X11=-1,X14=[-Inf;-0.99016]} => {Y=-1}" 0.0707395498392283 1 0.0707395498392283 1.80289855072464 44 4 1 24 1
"7152" "{X4=[-Inf;-0.5],X7=[-Inf;-0.9284215],X8=-1,X11=-1} => {Y=-1}" 0.0691318327974277 1 0.0691318327974277 1.80289855072464 43 4 1 2 1
"1824" "{X1=-1,X5=[-Inf;-0.307692],X8=-1} => {Y=-1}" 0.067524115755627 1 0.067524115755627 1.80289855072464 42 3 1 6 1
"13254" "{X3=(-0.7128575; Inf],X5=(-0.307692;0.307692],X8=1,X9=1} => {Y=1}" 0.067524115755627 1 0.067524115755627 2.24548736462094 42 4 1 19 1
"7163" "{X3=[-Inf;-0.7128575],X4=[-Inf;-0.5],X8=-1,X11=-1} => {Y=-1}" 0.0659163987138264 1 0.0659163987138264 1.80289855072464 41 4 1 4 1
"8309" "{X7=(-0.9284215; Inf],X8=1,X11=1,X14=(-0.99016; Inf]} => {Y=1}" 0.0643086816720257 1 0.0643086816720257 2.24548736462094 40 4 1 3 1
"9090" "{X1=1,X8=1,X10=(-0.9253735; Inf],X13=[-Inf;-0.895]} => {Y=1}" 0.0643086816720257 1 0.0643086816720257 2.24548736462094 40 4 1 13 1
"13897" "{X5=(-0.307692;0.307692],X8=1,X9=1,X11=-1} => {Y=1}" 0.0643086816720257 1 0.0643086816720257 2.24548736462094 40 4 1 4 1
"7555" "{X8=1,X10=(-0.9253735; Inf],X13=(-0.895; Inf],X14=(-0.99016; Inf]} => {Y=1}" 0.0627009646302251 1 0.0627009646302251 2.24548736462094 39 4 1 2 1
"437" "{X6=(0.625; Inf],X8=1,X14=(-0.99016; Inf]} => {Y=1}" 0.0610932475884244 1 0.0610932475884244 2.24548736462094 38 3 1 11 1
"7165" "{X1=1,X4=[-Inf;-0.5],X8=-1,X11=-1} => {Y=-1}" 0.0610932475884244 1 0.0610932475884244 1.80289855072464 38 4 1 3 1
"9442" "{X1=1,X7=(-0.9284215; Inf],X10=(-0.9253735; Inf],X11=-1} => {Y=1}" 0.0594855305466238 1 0.0594855305466238 2.24548736462094 37 4 1 5 1
