"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"27239" "{attribute_12=[-Inf;0.1677],attribute_21=[-Inf;0.67995],attribute_45=[-Inf;0.38545]} => {Class=Rock}" 0.202127659574468 1 0.202127659574468 2.13636363636364 38 3 1 38 1
"33928" "{attribute_11=[-Inf;0.16095],attribute_21=[-Inf;0.67995],attribute_46=[-Inf;0.1734]} => {Class=Rock}" 0.186170212765957 1 0.186170212765957 2.13636363636364 35 3 1 6 1
"33867" "{attribute_11=[-Inf;0.16095],attribute_21=[-Inf;0.67995],attribute_49=[-Inf;0.04525]} => {Class=Rock}" 0.180851063829787 1 0.180851063829787 2.13636363636364 34 3 1 2 1
"19776" "{attribute_13=[-Inf;0.16265],attribute_21=[-Inf;0.67995],attribute_28=[-Inf;0.9233]} => {Class=Rock}" 0.164893617021277 1 0.164893617021277 2.13636363636364 31 3 1 3 1
"37848" "{attribute_21=[-Inf;0.67995],attribute_48=[-Inf;0.07585],attribute_52=[-Inf;0.00935]} => {Class=Rock}" 0.154255319148936 1 0.154255319148936 2.13636363636364 29 3 1 6 1
"26829" "{attribute_4=[-Inf;0.052],attribute_12=[-Inf;0.1677],attribute_51=[-Inf;0.01325]} => {Class=Rock}" 0.143617021276596 1 0.143617021276596 2.13636363636364 27 3 1 2 1
"13989" "{attribute_11=[-Inf;0.16095],attribute_14=[-Inf;0.1665],attribute_28=[-Inf;0.9233]} => {Class=Rock}" 0.138297872340426 1 0.138297872340426 2.13636363636364 26 3 1 1 1
"26820" "{attribute_10=[-Inf;0.16315],attribute_12=[-Inf;0.1677],attribute_51=[-Inf;0.01325]} => {Class=Rock}" 0.138297872340426 1 0.138297872340426 2.13636363636364 26 3 1 1 1
"251" "{attribute_9=(0.1164; Inf],attribute_45=(0.38545; Inf]} => {Class=Mine}" 0.132978723404255 1 0.132978723404255 1.88 25 2 1 25 1
"11968" "{attribute_10=(0.16315; Inf],attribute_28=(0.9233; Inf],attribute_47=(0.0613; Inf]} => {Class=Mine}" 0.132978723404255 1 0.132978723404255 1.88 25 3 1 18 1
"21627" "{attribute_5=[-Inf;0.0392],attribute_9=[-Inf;0.1164],attribute_45=[-Inf;0.38545]} => {Class=Rock}" 0.132978723404255 1 0.132978723404255 2.13636363636364 25 3 1 8 1
"24756" "{attribute_21=[-Inf;0.67995],attribute_36=(0.5047; Inf],attribute_46=[-Inf;0.1734]} => {Class=Rock}" 0.132978723404255 1 0.132978723404255 2.13636363636364 25 3 1 1 1
"26500" "{attribute_9=[-Inf;0.1164],attribute_12=[-Inf;0.1677],attribute_49=[-Inf;0.04525]} => {Class=Rock}" 0.132978723404255 1 0.132978723404255 2.13636363636364 25 3 1 1 1
"250" "{attribute_11=(0.16095; Inf],attribute_45=(0.38545; Inf]} => {Class=Mine}" 0.127659574468085 1 0.127659574468085 1.88 24 2 1 1 1
"16733" "{attribute_47=[-Inf;0.0613],attribute_52=[-Inf;0.00935],attribute_54=[-Inf;0.0225]} => {Class=Rock}" 0.127659574468085 1 0.127659574468085 2.13636363636364 24 3 1 3 1
"19360" "{attribute_13=[-Inf;0.16265],attribute_48=[-Inf;0.07585],attribute_51=[-Inf;0.01325]} => {Class=Rock}" 0.127659574468085 1 0.127659574468085 2.13636363636364 24 3 1 1 1
"881" "{attribute_4=(0.052; Inf],attribute_46=(0.1734; Inf]} => {Class=Mine}" 0.122340425531915 1 0.122340425531915 1.88 23 2 1 9 1
"11681" "{attribute_12=(0.1677; Inf],attribute_28=(0.9233; Inf],attribute_49=(0.04525; Inf]} => {Class=Mine}" 0.122340425531915 1 0.122340425531915 1.88 23 3 1 1 1
