"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"13938" "{X5=[-Inf;-0.153846],X7=[-Inf;-0.9284215],X8=-1,X14=[-Inf;-0.99016]} => {Y=-1}" 0.159420289855072 1 0.159420289855072 1.8 99 4 1 99 1
"13934" "{X3=[-Inf;-0.6994645],X5=[-Inf;-0.153846],X7=[-Inf;-0.9284215],X8=-1} => {Y=-1}" 0.132045088566828 1 0.132045088566828 1.8 82 4 1 10 1
"1601" "{X1=1,X8=1,X14=(-0.99016; Inf]} => {Y=1}" 0.115942028985507 1 0.115942028985507 2.25 72 3 1 72 1
"13950" "{X2=[-Inf;-0.181654],X5=[-Inf;-0.153846],X8=-1,X11=-1} => {Y=-1}" 0.115942028985507 1 0.115942028985507 1.8 72 4 1 11 1
"11571" "{X4=(-0.5; Inf],X7=(-0.9284215; Inf],X8=1,X13=[-Inf;-0.9285]} => {Y=1}" 0.109500805152979 1 0.109500805152979 2.25 68 4 1 49 1
"1899" "{X8=1,X10=(-0.9253735; Inf],X13=[-Inf;-0.9285]} => {Y=1}" 0.0966183574879227 1 0.0966183574879227 2.25 60 3 1 13 1
"11448" "{X7=(-0.9284215; Inf],X8=1,X9=1,X13=[-Inf;-0.9285]} => {Y=1}" 0.0917874396135266 1 0.0917874396135266 2.25 57 4 1 1 1
"2260" "{X1=-1,X5=[-Inf;-0.153846],X8=-1} => {Y=-1}" 0.0853462157809984 1 0.0853462157809984 1.8 53 3 1 11 1
"1549" "{X5=(-0.153846;0.4615385],X8=1,X14=(-0.99016; Inf]} => {Y=1}" 0.0789049919484702 1 0.0789049919484702 2.25 49 3 1 6 1
"12167" "{X1=1,X3=(-0.6994645; Inf],X7=(-0.9284215; Inf],X10=(-0.9253735; Inf]} => {Y=1}" 0.0756843800322061 1 0.0756843800322061 2.25 47 4 1 10 1
"15766" "{X2=[-Inf;-0.181654],X8=-1,X9=1,X14=[-Inf;-0.99016]} => {Y=-1}" 0.0740740740740741 1 0.0740740740740741 1.8 46 4 1 28 1
"10625" "{X3=[-Inf;-0.6994645],X4=[-Inf;-0.5],X8=-1,X11=-1} => {Y=-1}" 0.07085346215781 1 0.07085346215781 1.8 44 4 1 22 1
"10613" "{X4=[-Inf;-0.5],X7=[-Inf;-0.9284215],X8=-1,X11=-1} => {Y=-1}" 0.0692431561996779 1 0.0692431561996779 1.8 43 4 1 2 1
"11526" "{X4=(-0.5; Inf],X8=1,X11=1,X13=[-Inf;-0.9285]} => {Y=1}" 0.0676328502415459 1 0.0676328502415459 2.25 42 4 1 6 1
"967" "{X6=(0.625; Inf],X8=1,X14=(-0.99016; Inf]} => {Y=1}" 0.0628019323671498 1 0.0628019323671498 2.25 39 3 1 6 1
"9387" "{X7=(-0.9284215; Inf],X8=1,X11=1,X14=(-0.99016; Inf]} => {Y=1}" 0.0628019323671498 1 0.0628019323671498 2.25 39 4 1 1 1
"13590" "{X3=(-0.6994645; Inf],X5=[-Inf;-0.153846],X8=-1,X14=[-Inf;-0.99016]} => {Y=-1}" 0.0628019323671498 1 0.0628019323671498 1.8 39 4 1 4 1
"10626" "{X1=1,X4=[-Inf;-0.5],X8=-1,X11=-1} => {Y=-1}" 0.0595813204508857 1 0.0595813204508857 1.8 37 4 1 3 1
"12450" "{X1=1,X7=(-0.9284215; Inf],X10=(-0.9253735; Inf],X11=-1} => {Y=1}" 0.0595813204508857 1 0.0595813204508857 2.25 37 4 1 5 1
"12199" "{X1=1,X3=(-0.6994645; Inf],X6=[-Inf;0.625],X10=(-0.9253735; Inf]} => {Y=1}" 0.0579710144927536 1 0.0579710144927536 2.25 36 4 1 2 1
"8897" "{X3=[-Inf;-0.6994645],X8=1,X10=(-0.9253735; Inf],X14=(-0.99016; Inf]} => {Y=1}" 0.0547504025764895 1 0.0547504025764895 2.25 34 4 1 1 1
"14889" "{X5=(-0.153846;0.4615385],X7=(-0.9284215; Inf],X9=1,X11=-1} => {Y=1}" 0.0531400966183575 1 0.0531400966183575 2.25 33 4 1 5 1
"1004" "{X6=(0.625; Inf],X8=1,X13=[-Inf;-0.9285]} => {Y=1}" 0.0515297906602254 1 0.0515297906602254 2.25 32 3 1 1 1
"15754" "{X1=1,X2=[-Inf;-0.181654],X8=-1,X9=1} => {Y=-1}" 0.0483091787439614 1 0.0483091787439614 1.8 30 4 1 6 1
"9497" "{X3=[-Inf;-0.6994645],X8=1,X11=-1,X14=(-0.99016; Inf]} => {Y=1}" 0.0450885668276973 1 0.0450885668276973 2.25 28 4 1 2 1
"940" "{X5=(0.4615385; Inf],X6=(0.625; Inf],X10=(-0.9253735; Inf]} => {Y=1}" 0.0434782608695652 1 0.0434782608695652 2.25 27 3 1 4 1
"7779" "{X1=1,X5=(0.4615385; Inf],X8=1,X10=(-0.9253735; Inf]} => {Y=1}" 0.0434782608695652 1 0.0434782608695652 2.25 27 4 1 2 1
"7782" "{X5=(0.4615385; Inf],X8=1,X10=(-0.9253735; Inf],X14=[-Inf;-0.99016]} => {Y=1}" 0.0434782608695652 1 0.0434782608695652 2.25 27 4 1 5 1
"11163" "{X5=[-Inf;-0.153846],X8=-1,X13=[-Inf;-0.9285],X14=[-Inf;-0.99016]} => {Y=-1}" 0.0434782608695652 1 0.0434782608695652 1.8 27 4 1 1 1
"5053" "{X2=(-0.181654; Inf],X3=(-0.6994645; Inf],X6=[-Inf;0.625],X10=(-0.9253735; Inf]} => {Y=1}" 0.0418679549114332 1 0.0418679549114332 2.25 26 4 1 1 1
"6942" "{X6=(0.625; Inf],X7=(-0.9284215; Inf],X9=1,X11=-1} => {Y=1}" 0.0418679549114332 1 0.0418679549114332 2.25 26 4 1 1 1
"6612" "{X1=-1,X2=[-Inf;-0.181654],X6=(0.625; Inf],X8=1} => {Y=1}" 0.0386473429951691 1 0.0386473429951691 2.25 24 4 1 4 1
