"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"78" "{srv_count=(330.5; Inf]} => {labels=smurf.}" 0.573833333333333 1 0.573833333333333 1.74047573003288 10329 1 1 10329 1
"3013" "{service=b'ecr_i',src_bytes=(1030;1035]} => {labels=smurf.}" 0.466055555555556 1 0.466055555555556 1.74047573003288 8389 2 1 11 1
"2824" "{src_bytes=[-Inf;0.5],diff_srv_rate=(0.035;0.185]} => {labels=neptune.}" 0.214166666666667 1 0.214166666666667 4.63320463320463 3855 2 1 3855 1
"2477" "{flag=b'S0',dst_host_serror_rate=(0.83; Inf]} => {labels=neptune.}" 0.175555555555556 1 0.175555555555556 4.63320463320463 3160 2 1 30 1
"44015" "{service=b'http',hot=[-Inf;0.5],dst_host_same_srv_rate=(0.995; Inf]} => {labels=normal.}" 0.115444444444444 1 0.115444444444444 5.19780537106555 2078 3 1 2078 1
"44045" "{service=b'http',flag=b'SF',num_compromised=[-Inf;0.5]} => {labels=normal.}" 0.110388888888889 1 0.110388888888889 5.19780537106555 1987 3 1 87 1
"54" "{src_bytes=(518;539.5]} => {labels=smurf.}" 0.1085 1 0.1085 1.74047573003288 1953 1 1 2 1
"2398" "{src_bytes=(28.5;333.5],dst_host_srv_count=(254.5; Inf]} => {labels=normal.}" 0.0938333333333333 1 0.0938333333333333 5.19780537106555 1689 2 1 43 1
"43072" "{src_bytes=(28.5;333.5],dst_bytes=(2;2189.5],num_failed_logins=0} => {labels=normal.}" 0.0889444444444445 1 0.0889444444444445 5.19780537106555 1601 3 1 514 1
"43170" "{protocol_type=b'tcp',dst_bytes=(2;2189.5],num_failed_logins=0} => {labels=normal.}" 0.0855 1 0.0855 5.19780537106555 1539 3 1 371 1
"46790" "{src_bytes=(28.5;333.5],num_failed_logins=0,dst_host_srv_diff_host_rate=[-Inf;0.005]} => {labels=normal.}" 0.0792222222222222 1 0.0792222222222222 5.19780537106555 1426 3 1 188 1
"40707" "{hot=[-Inf;0.5],logged_in=1,dst_host_count=(13.5;254.5]} => {labels=normal.}" 0.0755 1 0.0755 5.19780537106555 1359 3 1 100 1
"39982" "{hot=[-Inf;0.5],logged_in=1,dst_host_same_src_port_rate=(0.005;0.125]} => {labels=normal.}" 0.0722222222222222 1 0.0722222222222222 5.19780537106555 1300 3 1 4 1
