"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"13703" "{X5=[-Inf;0],X7=[-Inf;-0.9108775],X8=-1,X11=-1} => {Y=-1}" 0.130225080385852 1 0.130225080385852 1.80289855072464 81 4 1 81 1
"1215" "{X1=1,X8=1,X14=(-0.99016; Inf]} => {Y=1}" 0.114147909967846 1 0.114147909967846 2.24548736462094 71 3 1 71 1
"1754" "{X1=-1,X5=[-Inf;0],X8=-1} => {Y=-1}" 0.0884244372990354 1 0.0884244372990354 1.80289855072464 55 3 1 25 1
"2070" "{X5=[-Inf;0],X8=-1,X13=[-Inf;-0.895]} => {Y=-1}" 0.0819935691318328 1 0.0819935691318328 1.80289855072464 51 3 1 10 1
"8653" "{X3=[-Inf;-0.6994645],X4=[-Inf;-0.5],X8=-1,X11=-1} => {Y=-1}" 0.0707395498392283 1 0.0707395498392283 1.80289855072464 44 4 1 24 1
"8651" "{X4=[-Inf;-0.5],X7=[-Inf;-0.9108775],X8=-1,X11=-1} => {Y=-1}" 0.0691318327974277 1 0.0691318327974277 1.80289855072464 43 4 1 1 1
"457" "{X5=[-Inf;0],X6=[-Inf;-0.875],X8=-1} => {Y=-1}" 0.067524115755627 1 0.067524115755627 1.80289855072464 42 3 1 2 1
"9169" "{X1=1,X8=1,X10=(-0.9253735; Inf],X13=[-Inf;-0.895]} => {Y=1}" 0.067524115755627 1 0.067524115755627 2.24548736462094 42 4 1 23 1
"12502" "{X3=(-0.6994645; Inf],X5=[-Inf;0],X8=-1,X14=[-Inf;-0.99016]} => {Y=-1}" 0.067524115755627 1 0.067524115755627 1.80289855072464 42 4 1 6 1
"1111" "{X5=(0;0.4615385],X8=1,X14=(-0.99016; Inf]} => {Y=1}" 0.0659163987138264 1 0.0659163987138264 2.24548736462094 41 3 1 14 1
"7394" "{X7=(-0.9108775; Inf],X8=1,X13=(-0.895; Inf],X14=(-0.99016; Inf]} => {Y=1}" 0.0659163987138264 1 0.0659163987138264 2.24548736462094 41 4 1 6 1
"12792" "{X3=(-0.6994645; Inf],X7=[-Inf;-0.9108775],X8=-1,X11=-1} => {Y=-1}" 0.0659163987138264 1 0.0659163987138264 1.80289855072464 41 4 1 12 1
"10775" "{X5=(0;0.4615385],X8=1,X9=1,X13=[-Inf;-0.895]} => {Y=1}" 0.0627009646302251 1 0.0627009646302251 2.24548736462094 39 4 1 8 1
"574" "{X6=(0.625; Inf],X8=1,X14=(-0.99016; Inf]} => {Y=1}" 0.0610932475884244 1 0.0610932475884244 2.24548736462094 38 3 1 11 1
"9494" "{X1=1,X7=(-0.9108775; Inf],X10=(-0.9253735; Inf],X11=-1} => {Y=1}" 0.0610932475884244 1 0.0610932475884244 2.24548736462094 38 4 1 7 1
"12798" "{X3=(-0.6994645; Inf],X4=(-0.5; Inf],X8=-1,X11=-1} => {Y=-1}" 0.0610932475884244 1 0.0610932475884244 1.80289855072464 38 4 1 3 1
"6719" "{X8=1,X10=(-0.9253735; Inf],X13=(-0.895; Inf],X14=(-0.99016; Inf]} => {Y=1}" 0.0594855305466238 1 0.0594855305466238 2.24548736462094 37 4 1 1 1
"8655" "{X1=1,X4=[-Inf;-0.5],X8=-1,X11=-1} => {Y=-1}" 0.0594855305466238 1 0.0594855305466238 1.80289855072464 37 4 1 1 1
"2048" "{X3=(-0.6994645; Inf],X8=-1,X13=[-Inf;-0.895]} => {Y=-1}" 0.0562700964630225 1 0.0562700964630225 1.80289855072464 35 3 1 3 1
"7381" "{X7=(-0.9108775; Inf],X8=1,X11=1,X14=(-0.99016; Inf]} => {Y=1}" 0.0546623794212219 1 0.0546623794212219 2.24548736462094 34 4 1 1 1
"6718" "{X3=[-Inf;-0.6994645],X8=1,X10=(-0.9253735; Inf],X14=(-0.99016; Inf]} => {Y=1}" 0.0514469453376206 1 0.0514469453376206 2.24548736462094 32 4 1 1 1
"2327" "{X5=[-Inf;0],X8=-1,X9=1} => {Y=-1}" 0.0498392282958199 1 0.0498392282958199 1.80289855072464 31 3 1 5 1
"7492" "{X8=1,X11=-1,X13=(-0.895; Inf],X14=(-0.99016; Inf]} => {Y=1}" 0.0498392282958199 1 0.0498392282958199 2.24548736462094 31 4 1 1 1
"9279" "{X1=1,X3=(-0.6994645; Inf],X6=(-0.875;0.625],X10=(-0.9253735; Inf]} => {Y=1}" 0.0482315112540193 1 0.0482315112540193 2.24548736462094 30 4 1 5 1
"4534" "{X6=(0.625; Inf],X8=1,X11=-1,X13=[-Inf;-0.895]} => {Y=1}" 0.0466237942122186 1 0.0466237942122186 2.24548736462094 29 4 1 7 1
"7491" "{X3=[-Inf;-0.6994645],X8=1,X11=-1,X14=(-0.99016; Inf]} => {Y=1}" 0.0466237942122186 1 0.0466237942122186 2.24548736462094 29 4 1 1 1
"10486" "{X1=-1,X7=[-Inf;-0.9108775],X8=-1,X11=1} => {Y=-1}" 0.0466237942122186 1 0.0466237942122186 1.80289855072464 29 4 1 15 1
"11001" "{X5=(0;0.4615385],X7=(-0.9108775; Inf],X9=1,X11=-1} => {Y=1}" 0.0466237942122186 1 0.0466237942122186 2.24548736462094 29 4 1 1 1
"9019" "{X3=(-0.6994645; Inf],X5=(0;0.4615385],X7=(-0.9108775; Inf],X10=(-0.9253735; Inf]} => {Y=1}" 0.045016077170418 1 0.045016077170418 2.24548736462094 28 4 1 1 1
"548" "{X5=(0.4615385; Inf],X6=(0.625; Inf],X13=[-Inf;-0.895]} => {Y=1}" 0.0434083601286174 1 0.0434083601286174 2.24548736462094 27 3 1 3 1
"1715" "{X1=-1,X8=-1,X13=[-Inf;-0.895]} => {Y=-1}" 0.0434083601286174 1 0.0434083601286174 1.80289855072464 27 3 1 3 1
"10490" "{X1=-1,X6=(-0.875;0.625],X8=-1,X11=1} => {Y=-1}" 0.0434083601286174 1 0.0434083601286174 1.80289855072464 27 4 1 1 1
"2401" "{X8=-1,X9=1,X11=1} => {Y=-1}" 0.0418006430868167 1 0.0418006430868167 1.80289855072464 26 3 1 7 1
