"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"6987" "{X1=1,X4=(-0.5; Inf],X8=1,X14=(-0.9921; Inf]} => {Y=1}" 0.1 1 0.1 2.2463768115942 62 4 1 62 1
"6754" "{X1=1,X8=1,X9=1,X14=(-0.9921; Inf]} => {Y=1}" 0.0983870967741935 1 0.0983870967741935 2.2463768115942 61 4 1 9 1
"6884" "{X1=1,X7=(-0.9284215; Inf],X8=1,X14=(-0.9921; Inf]} => {Y=1}" 0.0903225806451613 1 0.0903225806451613 2.2463768115942 56 4 1 1 1
"6753" "{X5=[-Inf;0.153846],X8=1,X9=1,X14=(-0.9921; Inf]} => {Y=1}" 0.0806451612903226 1 0.0806451612903226 2.2463768115942 50 4 1 16 1
"10357" "{X3=(-0.6994645; Inf],X5=[-Inf;0.153846],X8=-1,X14=[-Inf;-0.9921]} => {Y=-1}" 0.0806451612903226 1 0.0806451612903226 1.80232558139535 50 4 1 50 1
"6885" "{X7=(-0.9284215; Inf],X8=1,X13=(-0.9005; Inf],X14=(-0.9921; Inf]} => {Y=1}" 0.0790322580645161 1 0.0790322580645161 2.2463768115942 49 4 1 10 1
"1940" "{X5=[-Inf;0.153846],X8=-1,X9=1} => {Y=-1}" 0.0741935483870968 1 0.0741935483870968 1.80232558139535 46 3 1 36 1
"5993" "{X1=1,X8=1,X10=(-0.9253735; Inf],X11=-1} => {Y=1}" 0.0741935483870968 1 0.0741935483870968 2.2463768115942 46 4 1 18 1
"7819" "{X4=(-0.5; Inf],X8=1,X11=1,X13=[-Inf;-0.9005]} => {Y=1}" 0.0709677419354839 1 0.0709677419354839 2.2463768115942 44 4 1 33 1
"4887" "{X3=[-Inf;-0.6994645],X4=[-Inf;-0.5],X8=-1,X11=-1} => {Y=-1}" 0.067741935483871 1 0.067741935483871 1.80232558139535 42 4 1 39 1
"5293" "{X8=1,X10=(-0.9253735; Inf],X13=(-0.9005; Inf],X14=(-0.9921; Inf]} => {Y=1}" 0.0661290322580645 1 0.0661290322580645 2.2463768115942 41 4 1 1 1
"6821" "{X7=(-0.9284215; Inf],X8=1,X11=1,X14=(-0.9921; Inf]} => {Y=1}" 0.0661290322580645 1 0.0661290322580645 2.2463768115942 41 4 1 1 1
"382" "{X6=(0.625; Inf],X8=1,X14=(-0.9921; Inf]} => {Y=1}" 0.0629032258064516 1 0.0629032258064516 2.2463768115942 39 3 1 11 1
"4889" "{X1=1,X4=[-Inf;-0.5],X8=-1,X11=-1} => {Y=-1}" 0.0629032258064516 1 0.0629032258064516 1.80232558139535 39 4 1 1 1
"5953" "{X1=1,X5=[-Inf;0.153846],X7=(-0.9284215; Inf],X10=(-0.9253735; Inf]} => {Y=1}" 0.0612903225806452 1 0.0612903225806452 2.2463768115942 38 4 1 5 1
"6554" "{X1=1,X5=(0.153846; Inf],X8=1,X14=(-0.9921; Inf]} => {Y=1}" 0.0612903225806452 1 0.0612903225806452 2.2463768115942 38 4 1 1 1
"5744" "{X1=1,X3=(-0.6994645; Inf],X6=[-Inf;0.625],X10=(-0.9253735; Inf]} => {Y=1}" 0.0596774193548387 1 0.0596774193548387 2.2463768115942 37 4 1 2 1
"3237" "{X5=(0.153846; Inf],X6=(0.625; Inf],X8=1,X11=-1} => {Y=1}" 0.0564516129032258 1 0.0564516129032258 2.2463768115942 35 4 1 10 1
"5419" "{X5=[-Inf;0.153846],X8=1,X10=(-0.9253735; Inf],X13=[-Inf;-0.9005]} => {Y=1}" 0.0564516129032258 1 0.0564516129032258 2.2463768115942 35 4 1 4 1
"1933" "{X8=-1,X9=1,X11=1} => {Y=-1}" 0.0467741935483871 1 0.0467741935483871 1.80232558139535 29 3 1 6 1
