"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"24121" "{surgery=yes,pulse=(58; Inf],peripheral_pulse=normal} => {surgical_lesion=yes}" 0.0993975903614458 1 0.0993975903614458 1.58851674641148 33 3 1 33 1
"9374" "{surgery=no,pain=alert no pain,outcome=lived} => {surgical_lesion=no}" 0.0873493975903614 1 0.0873493975903614 2.69918699186992 29 3 1 29 1
"20299" "{surgery=yes,peristalsis=hypomotile,outcome=died} => {surgical_lesion=yes}" 0.0873493975903614 1 0.0873493975903614 1.58851674641148 29 3 1 24 1
"20302" "{Age=adult,peristalsis=hypomotile,outcome=died} => {surgical_lesion=yes}" 0.0873493975903614 1 0.0873493975903614 1.58851674641148 29 3 1 5 1
"20319" "{surgery=yes,capillary_refill_time=<3,outcome=died} => {surgical_lesion=yes}" 0.0873493975903614 1 0.0873493975903614 1.58851674641148 29 3 1 9 1
"1127" "{peristalsis=hypomotile,abdominocentesis_appearance=serosanguinous} => {surgical_lesion=yes}" 0.0783132530120482 1 0.0783132530120482 1.58851674641148 26 2 1 11 1
"1626" "{nasogastric_tube=slight,outcome=died} => {surgical_lesion=yes}" 0.0783132530120482 1 0.0783132530120482 1.58851674641148 26 2 1 3 1
"19247" "{Age=adult,abdominal_distension=moderate,outcome=died} => {surgical_lesion=yes}" 0.0753012048192771 1 0.0753012048192771 1.58851674641148 25 3 1 2 1
"21741" "{surgery=yes,nasogastric_tube=slight,rectal_examination=absent} => {surgical_lesion=yes}" 0.0753012048192771 1 0.0753012048192771 1.58851674641148 25 3 1 8 1
"13134" "{surgery=yes,rectal_examination=absent,abdomen=distended small intestine} => {surgical_lesion=yes}" 0.072289156626506 1 0.072289156626506 1.58851674641148 24 3 1 4 1
"13307" "{surgery=yes,abdomen=distended small intestine,outcome=lived} => {surgical_lesion=yes}" 0.0692771084337349 1 0.0692771084337349 1.58851674641148 23 3 1 5 1
"21995" "{surgery=yes,nasogastric_tube=slight,abdomen=distended large intestine} => {surgical_lesion=yes}" 0.0692771084337349 1 0.0692771084337349 1.58851674641148 23 3 1 9 1
"18263" "{surgery=yes,mucous_membranes=pale pink,outcome=lived} => {surgical_lesion=yes}" 0.0662650602409639 1 0.0662650602409639 1.58851674641148 22 3 1 8 1
"22459" "{surgery=yes,pulse=(58; Inf],abdominal_distension=none} => {surgical_lesion=yes}" 0.0662650602409639 1 0.0662650602409639 1.58851674641148 22 3 1 8 1
"1455" "{mucous_membranes=pale pink,peristalsis=absent} => {surgical_lesion=yes}" 0.0602409638554217 1 0.0602409638554217 1.58851674641148 20 2 1 3 1
"11375" "{surgery=yes,peripheral_pulse=reduced,pain=continuous severe pain} => {surgical_lesion=yes}" 0.0602409638554217 1 0.0602409638554217 1.58851674641148 20 3 1 6 1
"1072" "{peristalsis=absent,abdomen=distended small intestine} => {surgical_lesion=yes}" 0.0572289156626506 1 0.0572289156626506 1.58851674641148 19 2 1 1 1
"19407" "{peristalsis=hypomotile,abdominal_distension=moderate,nasogastric_tube=slight} => {surgical_lesion=yes}" 0.0572289156626506 1 0.0572289156626506 1.58851674641148 19 3 1 1 1
"12430" "{surgery=yes,mucous_membranes=,outcome=lived} => {surgical_lesion=yes}" 0.0542168674698795 1 0.0542168674698795 1.58851674641148 18 3 1 15 1
"13557" "{Age=adult,abdominocentesis_appearance=serosanguinous,outcome=died} => {surgical_lesion=yes}" 0.0542168674698795 1 0.0542168674698795 1.58851674641148 18 3 1 1 1
"14323" "{surgery=yes,nasogastric_reflux=none,rectal_examination=decreased} => {surgical_lesion=yes}" 0.0542168674698795 1 0.0542168674698795 1.58851674641148 18 3 1 2 1
"19401" "{temp_extremities=cool,abdominal_distension=moderate,nasogastric_tube=slight} => {surgical_lesion=yes}" 0.0542168674698795 1 0.0542168674698795 1.58851674641148 18 3 1 3 1
"22445" "{surgery=yes,peristalsis=hypomotile,abdominal_distension=none} => {surgical_lesion=yes}" 0.0542168674698795 1 0.0542168674698795 1.58851674641148 18 3 1 2 1
"8801" "{surgery=no,peristalsis=hypermotile,abdominal_distension=none} => {surgical_lesion=no}" 0.0512048192771084 1 0.0512048192771084 2.69918699186992 17 3 1 9 1
"21658" "{surgery=yes,pulse=(58; Inf],mucous_membranes=normal pink} => {surgical_lesion=yes}" 0.0512048192771084 1 0.0512048192771084 1.58851674641148 17 3 1 2 1
"8236" "{Age=adult,pain=intermittent severe pain,peristalsis=absent} => {surgical_lesion=yes}" 0.0481927710843374 1 0.0481927710843374 1.58851674641148 16 3 1 3 1
"9172" "{surgery=no,temp_extremities=normal,pain=alert no pain} => {surgical_lesion=no}" 0.0481927710843374 1 0.0481927710843374 2.69918699186992 16 3 1 1 1
"13317" "{capillary_refill_time=<3,abdomen=distended small intestine,outcome=lived} => {surgical_lesion=yes}" 0.0481927710843374 1 0.0481927710843374 1.58851674641148 16 3 1 1 1
"17115" "{surgery=no,pulse=[-Inf;58],abdominal_distension=slight} => {surgical_lesion=no}" 0.0481927710843374 1 0.0481927710843374 2.69918699186992 16 3 1 9 1
"1108" "{nasogastric_tube=none,abdominocentesis_appearance=serosanguinous} => {surgical_lesion=yes}" 0.0451807228915663 1 0.0451807228915663 1.58851674641148 15 2 1 1 1
"1417" "{pain=depressed,outcome=died} => {surgical_lesion=yes}" 0.0451807228915663 1 0.0451807228915663 1.58851674641148 15 2 1 1 1
"7870" "{surgery=yes,peristalsis=hypomotile,nasogastric_reflux=>1l} => {surgical_lesion=yes}" 0.0451807228915663 1 0.0451807228915663 1.58851674641148 15 3 1 2 1
"8781" "{surgery=no,mucous_membranes=normal pink,peristalsis=hypermotile} => {surgical_lesion=no}" 0.0451807228915663 1 0.0451807228915663 2.69918699186992 15 3 1 1 1
"14296" "{surgery=no,peripheral_pulse=normal,rectal_examination=decreased} => {surgical_lesion=no}" 0.0451807228915663 1 0.0451807228915663 2.69918699186992 15 3 1 5 1
"3218" "{surgery=no,pulse=[-Inf;58],abdomen=other} => {surgical_lesion=no}" 0.0421686746987952 1 0.0421686746987952 2.69918699186992 14 3 1 2 1
"10506" "{surgery=yes,mucous_membranes=pale cyanotic,outcome=lived} => {surgical_lesion=yes}" 0.0421686746987952 1 0.0421686746987952 1.58851674641148 14 3 1 1 1
"10946" "{surgery=no,pulse=[-Inf;58],abdominocentesis_appearance=clear} => {surgical_lesion=no}" 0.0421686746987952 1 0.0421686746987952 2.69918699186992 14 3 1 3 1
"20443" "{surgery=yes,temp_extremities=normal,abdomen=distended large intestine} => {surgical_lesion=yes}" 0.0421686746987952 1 0.0421686746987952 1.58851674641148 14 3 1 1 1
"463" "{temp_extremities=cold,outcome=died} => {surgical_lesion=yes}" 0.0391566265060241 1 0.0391566265060241 1.58851674641148 13 2 1 1 1
"466" "{temp_extremities=cold,rectal_examination=absent} => {surgical_lesion=yes}" 0.0391566265060241 1 0.0391566265060241 1.58851674641148 13 2 1 1 1
"3242" "{surgery=no,peripheral_pulse=normal,abdomen=other} => {surgical_lesion=no}" 0.0391566265060241 1 0.0391566265060241 2.69918699186992 13 3 1 1 1
"10993" "{surgery=no,peristalsis=hypomotile,abdominocentesis_appearance=clear} => {surgical_lesion=no}" 0.0391566265060241 1 0.0391566265060241 2.69918699186992 13 3 1 4 1
"14005" "{surgery=yes,pain=intermittent mild pain,rectal_examination=decreased} => {surgical_lesion=yes}" 0.0391566265060241 1 0.0391566265060241 1.58851674641148 13 3 1 2 1
"16413" "{surgery=no,temp_extremities=normal,rectal_examination=normal} => {surgical_lesion=no}" 0.0391566265060241 1 0.0391566265060241 2.69918699186992 13 3 1 2 1
"19804" "{peripheral_pulse=reduced,capillary_refill_time=<3,nasogastric_tube=none} => {surgical_lesion=yes}" 0.0391566265060241 1 0.0391566265060241 1.58851674641148 13 3 1 1 1
"46468" "{surgery=no,temp_extremities=warm,peripheral_pulse=normal,outcome=lived} => {surgical_lesion=no}" 0.0391566265060241 1 0.0391566265060241 2.69918699186992 13 4 1 1 1
"666" "{mucous_membranes=pale pink,pain=intermittent severe pain} => {surgical_lesion=yes}" 0.036144578313253 1 0.036144578313253 1.58851674641148 12 2 1 3 1
"679" "{pain=intermittent severe pain,rectal_examination=} => {surgical_lesion=yes}" 0.036144578313253 1 0.036144578313253 1.58851674641148 12 2 1 1 1
"8760" "{surgery=no,temp_extremities=normal,peristalsis=hypermotile} => {surgical_lesion=no}" 0.036144578313253 1 0.036144578313253 2.69918699186992 12 3 1 1 1
"11320" "{pain=continuous severe pain,rectal_examination=absent,abdomen=distended large intestine} => {surgical_lesion=yes}" 0.036144578313253 1 0.036144578313253 1.58851674641148 12 3 1 1 1
"12746" "{surgery=yes,peristalsis=,outcome=lived} => {surgical_lesion=yes}" 0.036144578313253 1 0.036144578313253 1.58851674641148 12 3 1 1 1
"18938" "{Age=adult,peripheral_pulse=reduced,pain=intermittent mild pain} => {surgical_lesion=yes}" 0.036144578313253 1 0.036144578313253 1.58851674641148 12 3 1 1 1
"38498" "{surgery=no,capillary_refill_time=<3,abdomen=normal,outcome=lived} => {surgical_lesion=no}" 0.036144578313253 1 0.036144578313253 2.69918699186992 12 4 1 5 1
"569" "{abdominal_distension=severe,outcome=lived} => {surgical_lesion=yes}" 0.0331325301204819 1 0.0331325301204819 1.58851674641148 11 2 1 1 1
"1100" "{rectal_examination=decreased,abdominocentesis_appearance=serosanguinous} => {surgical_lesion=yes}" 0.0331325301204819 1 0.0331325301204819 1.58851674641148 11 2 1 1 1
"3840" "{surgery=yes,mucous_membranes=dark cyanotic,capillary_refill_time=>=3} => {surgical_lesion=yes}" 0.0331325301204819 1 0.0331325301204819 1.58851674641148 11 3 1 1 1
"9289" "{pain=alert no pain,nasogastric_tube=,abdominocentesis_appearance=} => {surgical_lesion=no}" 0.0331325301204819 1 0.0331325301204819 2.69918699186992 11 3 1 2 1
"17097" "{surgery=no,abdominal_distension=slight,nasogastric_reflux=} => {surgical_lesion=no}" 0.0331325301204819 1 0.0331325301204819 2.69918699186992 11 3 1 2 1
"9346" "{peripheral_pulse=normal,pain=alert no pain,abdomen=} => {surgical_lesion=no}" 0.0301204819277108 1 0.0301204819277108 2.69918699186992 10 3 1 1 1
"41027" "{surgery=yes,mucous_membranes=bright pink,capillary_refill_time=<3,peristalsis=hypomotile} => {surgical_lesion=yes}" 0.0301204819277108 1 0.0301204819277108 1.58851674641148 10 4 1 1 1
"18171" "{surgery=yes,pulse=[-Inf;58],mucous_membranes=pale pink} => {surgical_lesion=yes}" 0.0271084337349398 1 0.0271084337349398 1.58851674641148 9 3 1 1 1
"848" "{peripheral_pulse=normal,mucous_membranes=pale cyanotic} => {surgical_lesion=yes}" 0.0240963855421687 1 0.0240963855421687 1.58851674641148 8 2 1 1 1
"3492" "{Age=young,abdomen=,outcome=died} => {surgical_lesion=yes}" 0.0240963855421687 1 0.0240963855421687 1.58851674641148 8 3 1 1 1
"6918" "{surgery=yes,abdominal_distension=severe,nasogastric_reflux=} => {surgical_lesion=yes}" 0.0240963855421687 1 0.0240963855421687 1.58851674641148 8 3 1 1 1
"18011" "{mucous_membranes=pale pink,abdominal_distension=none,nasogastric_tube=} => {surgical_lesion=no}" 0.0240963855421687 1 0.0240963855421687 2.69918699186992 8 3 1 1 1
"40100" "{surgery=no,mucous_membranes=bright pink,abdominal_distension=none,outcome=lived} => {surgical_lesion=no}" 0.0240963855421687 1 0.0240963855421687 2.69918699186992 8 4 1 1 1
"163" "{peristalsis=normal,abdomen=normal} => {surgical_lesion=no}" 0.0210843373493976 1 0.0210843373493976 2.69918699186992 7 2 1 2 1
"339" "{pain=continuous severe pain,nasogastric_tube=significant} => {surgical_lesion=yes}" 0.0210843373493976 1 0.0210843373493976 1.58851674641148 7 2 1 1 1
"2644" "{surgery=no,nasogastric_reflux=none,abdomen=firm feces in large intestine} => {surgical_lesion=no}" 0.0210843373493976 1 0.0210843373493976 2.69918699186992 7 3 1 1 1
"20237" "{surgery=yes,pulse=[-Inf;58],outcome=died} => {surgical_lesion=yes}" 0.0210843373493976 1 0.0210843373493976 1.58851674641148 7 3 1 2 1
"123" "{surgery=no,rectal_examination=increased} => {surgical_lesion=no}" 0.0180722891566265 1 0.0180722891566265 2.69918699186992 6 2 1 1 1
"196" "{abdominal_distension=slight,abdomen=other} => {surgical_lesion=no}" 0.0180722891566265 1 0.0180722891566265 2.69918699186992 6 2 1 1 1
"956" "{rectal_examination=normal,outcome=euthanized} => {surgical_lesion=yes}" 0.0180722891566265 1 0.0180722891566265 1.58851674641148 6 2 1 1 1
"2528" "{peripheral_pulse=normal,abdominal_distension=slight,abdomen=firm feces in large intestine} => {surgical_lesion=no}" 0.0180722891566265 1 0.0180722891566265 2.69918699186992 6 3 1 1 1
"8638" "{surgery=yes,peristalsis=hypermotile,abdominocentesis_appearance=cloudy} => {surgical_lesion=yes}" 0.0180722891566265 1 0.0180722891566265 1.58851674641148 6 3 1 1 1
"17500" "{pain=depressed,peristalsis=hypomotile,abdominal_distension=none} => {surgical_lesion=yes}" 0.0180722891566265 1 0.0180722891566265 1.58851674641148 6 3 1 1 1
"21700" "{surgery=no,abdominal_distension=none,rectal_examination=absent} => {surgical_lesion=no}" 0.0180722891566265 1 0.0180722891566265 2.69918699186992 6 3 1 1 1
"21701" "{abdominal_distension=none,rectal_examination=absent,abdominocentesis_appearance=} => {surgical_lesion=no}" 0.0180722891566265 1 0.0180722891566265 2.69918699186992 6 3 1 1 1
"44877" "{pulse=[-Inf;58],temp_extremities=warm,pain=intermittent mild pain,outcome=lived} => {surgical_lesion=no}" 0.0180722891566265 1 0.0180722891566265 2.69918699186992 6 4 1 1 1
"334" "{mucous_membranes=bright pink,nasogastric_tube=significant} => {surgical_lesion=no}" 0.0150602409638554 1 0.0150602409638554 2.69918699186992 5 2 1 1 1
"999" "{mucous_membranes=,pain=depressed} => {surgical_lesion=yes}" 0.0150602409638554 1 0.0150602409638554 1.58851674641148 5 2 1 1 1
"3572" "{surgery=no,Age=young,capillary_refill_time=<3} => {surgical_lesion=no}" 0.0150602409638554 1 0.0150602409638554 2.69918699186992 5 3 1 1 1
"4178" "{surgery=no,mucous_membranes=bright red,capillary_refill_time=>=3} => {surgical_lesion=no}" 0.0150602409638554 1 0.0150602409638554 2.69918699186992 5 3 1 3 1
"4468" "{peripheral_pulse=normal,abdominal_distension=slight,nasogastric_tube=significant} => {surgical_lesion=no}" 0.0150602409638554 1 0.0150602409638554 2.69918699186992 5 3 1 2 1
"8568" "{pulse=[-Inf;58],peristalsis=hypermotile,abdominocentesis_appearance=clear} => {surgical_lesion=no}" 0.0150602409638554 1 0.0150602409638554 2.69918699186992 5 3 1 1 1
"12531" "{peripheral_pulse=,peristalsis=,abdominocentesis_appearance=cloudy} => {surgical_lesion=yes}" 0.0150602409638554 1 0.0150602409638554 1.58851674641148 5 3 1 1 1
"13887" "{surgery=no,rectal_examination=decreased,abdominocentesis_appearance=cloudy} => {surgical_lesion=no}" 0.0150602409638554 1 0.0150602409638554 2.69918699186992 5 3 1 1 1
"13903" "{temp_extremities=,nasogastric_reflux=none,rectal_examination=decreased} => {surgical_lesion=yes}" 0.0150602409638554 1 0.0150602409638554 1.58851674641148 5 3 1 1 1
