"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"24291" "{surgery=yes,pulse=(58; Inf],peripheral_pulse=normal} => {surgical_lesion=yes}" 0.0966767371601208 1 0.0966767371601208 1.58373205741627 32 3 1 32 1
"9667" "{surgery=no,pain=alert no pain,outcome=lived} => {surgical_lesion=no}" 0.0876132930513595 1 0.0876132930513595 2.71311475409836 29 3 1 29 1
"19225" "{surgery=yes,capillary_refill_time=<3,outcome=died} => {surgical_lesion=yes}" 0.0845921450151057 1 0.0845921450151057 1.58373205741627 28 3 1 21 1
"19205" "{surgery=yes,peristalsis=hypomotile,outcome=died} => {surgical_lesion=yes}" 0.0785498489425982 1 0.0785498489425982 1.58373205741627 26 3 1 10 1
"21886" "{surgery=yes,nasogastric_tube=slight,rectal_examination=absent} => {surgical_lesion=yes}" 0.0785498489425982 1 0.0785498489425982 1.58373205741627 26 3 1 12 1
"18925" "{Age=adult,abdominal_distension=moderate,outcome=died} => {surgical_lesion=yes}" 0.0755287009063444 1 0.0755287009063444 1.58373205741627 25 3 1 6 1
"19209" "{Age=adult,peristalsis=hypomotile,outcome=died} => {surgical_lesion=yes}" 0.0755287009063444 1 0.0755287009063444 1.58373205741627 25 3 1 1 1
"21609" "{surgery=yes,nasogastric_tube=slight,abdomen=distended large intestine} => {surgical_lesion=yes}" 0.0755287009063444 1 0.0755287009063444 1.58373205741627 25 3 1 11 1
"22290" "{surgery=yes,capillary_refill_time=>=3,abdominocentesis_appearance=} => {surgical_lesion=yes}" 0.0725075528700906 1 0.0725075528700906 1.58373205741627 24 3 1 12 1
"12884" "{surgery=yes,rectal_examination=absent,abdomen=distended small intestine} => {surgical_lesion=yes}" 0.0694864048338369 1 0.0694864048338369 1.58373205741627 23 3 1 3 1
"19689" "{surgery=yes,mucous_membranes=pale pink,outcome=lived} => {surgical_lesion=yes}" 0.0694864048338369 1 0.0694864048338369 1.58373205741627 23 3 1 9 1
"12360" "{surgery=yes,peripheral_pulse=reduced,pain=continuous severe pain} => {surgical_lesion=yes}" 0.0664652567975831 1 0.0664652567975831 1.58373205741627 22 3 1 5 1
"13074" "{surgery=yes,abdomen=distended small intestine,outcome=lived} => {surgical_lesion=yes}" 0.0664652567975831 1 0.0664652567975831 1.58373205741627 22 3 1 4 1
"349" "{surgery=yes,respiratory_rate=(59; Inf]} => {surgical_lesion=yes}" 0.0634441087613293 1 0.0634441087613293 1.58373205741627 21 2 1 6 1
"1543" "{nasogastric_reflux=none,outcome=died} => {surgical_lesion=yes}" 0.0634441087613293 1 0.0634441087613293 1.58373205741627 21 2 1 3 1
"14106" "{pulse=(58; Inf],peristalsis=hypomotile,abdominocentesis_appearance=serosanguinous} => {surgical_lesion=yes}" 0.0634441087613293 1 0.0634441087613293 1.58373205741627 21 3 1 4 1
"20647" "{temp_extremities=cool,abdominal_distension=moderate,nasogastric_tube=slight} => {surgical_lesion=yes}" 0.0634441087613293 1 0.0634441087613293 1.58373205741627 21 3 1 5 1
"22599" "{surgery=yes,pulse=(58; Inf],abdominal_distension=none} => {surgical_lesion=yes}" 0.0604229607250755 1 0.0604229607250755 1.58373205741627 20 3 1 4 1
"1046" "{peristalsis=absent,abdomen=distended small intestine} => {surgical_lesion=yes}" 0.0574018126888218 1 0.0574018126888218 1.58373205741627 19 2 1 1 1
"1560" "{mucous_membranes=pale pink,peristalsis=absent} => {surgical_lesion=yes}" 0.0574018126888218 1 0.0574018126888218 1.58373205741627 19 2 1 3 1
"919" "{mucous_membranes=pale cyanotic,pain=continuous severe pain} => {surgical_lesion=yes}" 0.054380664652568 1 0.054380664652568 1.58373205741627 18 2 1 2 1
"13919" "{Age=adult,rectal_examination=absent,abdominocentesis_appearance=serosanguinous} => {surgical_lesion=yes}" 0.054380664652568 1 0.054380664652568 1.58373205741627 18 3 1 2 1
"14103" "{surgery=yes,peristalsis=hypomotile,abdominocentesis_appearance=serosanguinous} => {surgical_lesion=yes}" 0.054380664652568 1 0.054380664652568 1.58373205741627 18 3 1 2 1
"17245" "{surgery=no,pulse=[-Inf;58],abdominal_distension=slight} => {surgical_lesion=no}" 0.054380664652568 1 0.054380664652568 2.71311475409836 18 3 1 11 1
"8243" "{surgery=yes,capillary_refill_time=<3,pain=intermittent severe pain} => {surgical_lesion=yes}" 0.0513595166163142 1 0.0513595166163142 1.58373205741627 17 3 1 4 1
"9107" "{surgery=no,peristalsis=hypermotile,abdominal_distension=none} => {surgical_lesion=no}" 0.0513595166163142 1 0.0513595166163142 2.71311475409836 17 3 1 8 1
"13899" "{Age=adult,abdomen=distended large intestine,abdominocentesis_appearance=serosanguinous} => {surgical_lesion=yes}" 0.0513595166163142 1 0.0513595166163142 1.58373205741627 17 3 1 1 1
"9665" "{surgery=no,pain=alert no pain,peristalsis=hypomotile} => {surgical_lesion=no}" 0.0483383685800604 1 0.0483383685800604 2.71311475409836 16 3 1 1 1
"10277" "{surgery=yes,nasogastric_reflux=>1l,outcome=lived} => {surgical_lesion=yes}" 0.0483383685800604 1 0.0483383685800604 1.58373205741627 16 3 1 3 1
"11661" "{surgery=yes,mucous_membranes=pale cyanotic,outcome=lived} => {surgical_lesion=yes}" 0.0483383685800604 1 0.0483383685800604 1.58373205741627 16 3 1 2 1
"343" "{respiratory_rate=(59; Inf],abdomen=} => {surgical_lesion=yes}" 0.0453172205438066 1 0.0453172205438066 1.58373205741627 15 2 1 3 1
"11121" "{surgery=yes,mucous_membranes=,outcome=lived} => {surgical_lesion=yes}" 0.0453172205438066 1 0.0453172205438066 1.58373205741627 15 3 1 8 1
"16592" "{surgery=no,temp_extremities=normal,rectal_examination=normal} => {surgical_lesion=no}" 0.0453172205438066 1 0.0453172205438066 2.71311475409836 15 3 1 2 1
"20901" "{peristalsis=absent,nasogastric_reflux=none,abdomen=distended large intestine} => {surgical_lesion=yes}" 0.0453172205438066 1 0.0453172205438066 1.58373205741627 15 3 1 1 1
"1419" "{pain=depressed,outcome=died} => {surgical_lesion=yes}" 0.0422960725075529 1 0.0422960725075529 1.58373205741627 14 2 1 1 1
"13968" "{peripheral_pulse=reduced,peristalsis=hypomotile,abdominocentesis_appearance=serosanguinous} => {surgical_lesion=yes}" 0.0422960725075529 1 0.0422960725075529 1.58373205741627 14 3 1 1 1
"14468" "{surgery=yes,peripheral_pulse=reduced,rectal_examination=decreased} => {surgical_lesion=yes}" 0.0422960725075529 1 0.0422960725075529 1.58373205741627 14 3 1 1 1
"40272" "{surgery=no,capillary_refill_time=<3,abdomen=normal,outcome=lived} => {surgical_lesion=no}" 0.0422960725075529 1 0.0422960725075529 2.71311475409836 14 4 1 6 1
"49861" "{surgery=no,pulse=[-Inf;58],temp_extremities=warm,outcome=lived} => {surgical_lesion=no}" 0.0422960725075529 1 0.0422960725075529 2.71311475409836 14 4 1 3 1
"627" "{abdominal_distension=severe,outcome=lived} => {surgical_lesion=yes}" 0.0392749244712991 1 0.0392749244712991 1.58373205741627 13 2 1 1 1
"1044" "{nasogastric_tube=none,abdomen=distended small intestine} => {surgical_lesion=yes}" 0.0392749244712991 1 0.0392749244712991 1.58373205741627 13 2 1 2 1
"9152" "{surgery=no,peristalsis=hypermotile,nasogastric_reflux=} => {surgical_lesion=no}" 0.0392749244712991 1 0.0392749244712991 2.71311475409836 13 3 1 1 1
"1116" "{rectal_examination=decreased,abdominocentesis_appearance=serosanguinous} => {surgical_lesion=yes}" 0.0362537764350453 1 0.0362537764350453 1.58373205741627 12 2 1 1 1
"3099" "{surgery=no,pulse=[-Inf;58],abdomen=other} => {surgical_lesion=no}" 0.0362537764350453 1 0.0362537764350453 2.71311475409836 12 3 1 1 1
"3123" "{surgery=no,peripheral_pulse=normal,abdomen=other} => {surgical_lesion=no}" 0.0362537764350453 1 0.0362537764350453 2.71311475409836 12 3 1 1 1
"8756" "{surgery=yes,peripheral_pulse=normal,nasogastric_reflux=<1l} => {surgical_lesion=yes}" 0.0362537764350453 1 0.0362537764350453 1.58373205741627 12 3 1 1 1
"9572" "{pain=alert no pain,nasogastric_reflux=,abdominocentesis_appearance=} => {surgical_lesion=no}" 0.0362537764350453 1 0.0362537764350453 2.71311475409836 12 3 1 2 1
"14324" "{surgery=no,mucous_membranes=normal pink,rectal_examination=decreased} => {surgical_lesion=no}" 0.0362537764350453 1 0.0362537764350453 2.71311475409836 12 3 1 2 1
"15793" "{surgery=yes,peripheral_pulse=reduced,abdominocentesis_appearance=cloudy} => {surgical_lesion=yes}" 0.0362537764350453 1 0.0362537764350453 1.58373205741627 12 3 1 1 1
"17013" "{surgery=no,mucous_membranes=normal pink,abdominal_distension=slight} => {surgical_lesion=no}" 0.0362537764350453 1 0.0362537764350453 2.71311475409836 12 3 1 1 1
