"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"5861" "{chest=(3.5; Inf],oldpeak=(0.85; Inf],slope=(1.5; Inf],thal=(4.5; Inf]} => {class=present}" 0.168724279835391 1 0.168724279835391 2.25 41 4 1 41 1
"3784" "{chest=(3.5; Inf],maximum_heart_rate_achieved=[-Inf;147.5],exercise_induced_angina=1,oldpeak=(0.85; Inf]} => {class=present}" 0.152263374485597 1 0.152263374485597 2.25 37 4 1 10 1
"3568" "{sex=0,chest=[-Inf;3.5],fasting_blood_sugar=0,thal=[-Inf;4.5]} => {class=absent}" 0.1440329218107 1 0.1440329218107 1.8 35 4 1 35 1
"4727" "{sex=1,chest=(3.5; Inf],oldpeak=(0.85; Inf],number_of_major_vessels=(0.5; Inf]} => {class=present}" 0.1440329218107 1 0.1440329218107 2.25 35 4 1 3 1
"3877" "{chest=(3.5; Inf],exercise_induced_angina=1,oldpeak=(0.85; Inf],thal=(4.5; Inf]} => {class=present}" 0.135802469135802 1 0.135802469135802 2.25 33 4 1 1 1
"3909" "{exercise_induced_angina=1,oldpeak=(0.85; Inf],slope=(1.5; Inf],thal=(4.5; Inf]} => {class=present}" 0.135802469135802 1 0.135802469135802 2.25 33 4 1 4 1
"3574" "{sex=0,chest=[-Inf;3.5],fasting_blood_sugar=0,maximum_heart_rate_achieved=(147.5; Inf]} => {class=absent}" 0.127572016460905 1 0.127572016460905 1.8 31 4 1 1 1
"619" "{sex=0,chest=[-Inf;3.5],number_of_major_vessels=[-Inf;0.5]} => {class=absent}" 0.123456790123457 1 0.123456790123457 1.8 30 3 1 4 1
"3678" "{chest=(3.5; Inf],exercise_induced_angina=1,oldpeak=(0.85; Inf],number_of_major_vessels=(0.5; Inf]} => {class=present}" 0.119341563786008 1 0.119341563786008 2.25 29 4 1 1 1
"3995" "{age=(54.5; Inf],chest=(3.5; Inf],exercise_induced_angina=1,oldpeak=(0.85; Inf]} => {class=present}" 0.119341563786008 1 0.119341563786008 2.25 29 4 1 1 1
"558" "{age=[-Inf;54.5],sex=0,thal=[-Inf;4.5]} => {class=absent}" 0.11522633744856 1 0.11522633744856 1.8 28 3 1 7 1
"7112" "{age=[-Inf;54.5],maximum_heart_rate_achieved=(147.5; Inf],slope=(1.5; Inf],thal=[-Inf;4.5]} => {class=absent}" 0.0740740740740741 1 0.0740740740740741 1.8 18 4 1 8 1
"3469" "{sex=0,exercise_induced_angina=0,slope=(1.5; Inf],number_of_major_vessels=[-Inf;0.5]} => {class=absent}" 0.0699588477366255 1 0.0699588477366255 1.8 17 4 1 3 1
"5840" "{age=[-Inf;54.5],chest=(3.5; Inf],slope=(1.5; Inf],thal=(4.5; Inf]} => {class=present}" 0.0617283950617284 1 0.0617283950617284 2.25 15 4 1 1 1
"454" "{fasting_blood_sugar=1,exercise_induced_angina=0,number_of_major_vessels=[-Inf;0.5]} => {class=absent}" 0.0576131687242798 1 0.0576131687242798 1.8 14 3 1 9 1
"4707" "{age=[-Inf;54.5],chest=(3.5; Inf],fasting_blood_sugar=0,number_of_major_vessels=(0.5; Inf]} => {class=present}" 0.0576131687242798 1 0.0576131687242798 2.25 14 4 1 4 1
"5215" "{age=[-Inf;54.5],maximum_heart_rate_achieved=[-Inf;147.5],oldpeak=(0.85; Inf],thal=(4.5; Inf]} => {class=present}" 0.0576131687242798 1 0.0576131687242798 2.25 14 4 1 1 1
