"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"40588" "{attribute_12=[-Inf;0.22505],attribute_21=[-Inf;0.6496],attribute_45=[-Inf;0.38545]} => {Class=Rock}" 0.23936170212766 1 0.23936170212766 2.13636363636364 45 3 1 45 1
"40741" "{attribute_4=[-Inf;0.052],attribute_12=[-Inf;0.22505],attribute_20=[-Inf;0.57805]} => {Class=Rock}" 0.234042553191489 1 0.234042553191489 2.13636363636364 44 3 1 5 1
"36563" "{attribute_11=[-Inf;0.19795],attribute_21=[-Inf;0.6496],attribute_49=[-Inf;0.04525]} => {Class=Rock}" 0.196808510638298 1 0.196808510638298 2.13636363636364 37 3 1 5 1
"29912" "{attribute_4=[-Inf;0.052],attribute_10=[-Inf;0.1506],attribute_21=[-Inf;0.6496]} => {Class=Rock}" 0.191489361702128 1 0.191489361702128 2.13636363636364 36 3 1 1 1
"29905" "{attribute_10=[-Inf;0.1506],attribute_21=[-Inf;0.6496],attribute_49=[-Inf;0.04525]} => {Class=Rock}" 0.170212765957447 1 0.170212765957447 2.13636363636364 32 3 1 1 1
"19541" "{attribute_5=[-Inf;0.0392],attribute_6=[-Inf;0.08165],attribute_11=[-Inf;0.19795]} => {Class=Rock}" 0.154255319148936 1 0.154255319148936 2.13636363636364 29 3 1 5 1
"19630" "{attribute_5=[-Inf;0.0392],attribute_11=[-Inf;0.19795],attribute_54=[-Inf;0.0225]} => {Class=Rock}" 0.154255319148936 1 0.154255319148936 2.13636363636364 29 3 1 1 1
"24799" "{attribute_12=[-Inf;0.22505],attribute_20=[-Inf;0.57805],attribute_36=(0.505; Inf]} => {Class=Rock}" 0.154255319148936 1 0.154255319148936 2.13636363636364 29 3 1 1 1
"38549" "{attribute_21=[-Inf;0.6496],attribute_49=[-Inf;0.04525],attribute_52=[-Inf;0.00935]} => {Class=Rock}" 0.154255319148936 1 0.154255319148936 2.13636363636364 29 3 1 3 1
"12370" "{attribute_12=(0.22505; Inf],attribute_28=(0.9233; Inf],attribute_47=(0.06235; Inf]} => {Class=Mine}" 0.143617021276596 1 0.143617021276596 1.88 27 3 1 27 1
"12422" "{attribute_11=(0.19795; Inf],attribute_28=(0.9233; Inf],attribute_47=(0.06235; Inf]} => {Class=Mine}" 0.143617021276596 1 0.143617021276596 1.88 27 3 1 1 1
"14144" "{attribute_4=[-Inf;0.052],attribute_10=[-Inf;0.1506],attribute_13=[-Inf;0.1562]} => {Class=Rock}" 0.143617021276596 1 0.143617021276596 2.13636363636364 27 3 1 3 1
"259" "{attribute_9=(0.1164; Inf],attribute_45=(0.38545; Inf]} => {Class=Mine}" 0.132978723404255 1 0.132978723404255 1.88 25 2 1 19 1
"17262" "{attribute_20=[-Inf;0.57805],attribute_47=[-Inf;0.06235],attribute_48=[-Inf;0.07585]} => {Class=Rock}" 0.132978723404255 1 0.132978723404255 2.13636363636364 25 3 1 2 1
"21967" "{attribute_10=[-Inf;0.1506],attribute_11=[-Inf;0.19795],attribute_46=[-Inf;0.07315]} => {Class=Rock}" 0.132978723404255 1 0.132978723404255 2.13636363636364 25 3 1 3 1
"24416" "{attribute_9=[-Inf;0.1164],attribute_36=(0.505; Inf],attribute_44=[-Inf;0.4271]} => {Class=Rock}" 0.127659574468085 1 0.127659574468085 2.13636363636364 24 3 1 2 1
"254" "{attribute_11=(0.19795; Inf],attribute_45=(0.38545; Inf]} => {Class=Mine}" 0.122340425531915 1 0.122340425531915 1.88 23 2 1 1 1
"114" "{attribute_13=(0.1562; Inf],attribute_44=(0.4271; Inf]} => {Class=Mine}" 0.101063829787234 1 0.101063829787234 1.88 19 2 1 1 1
"22374" "{attribute_4=[-Inf;0.052],attribute_46=[-Inf;0.07315],attribute_51=[-Inf;0.01285]} => {Class=Rock}" 0.101063829787234 1 0.101063829787234 2.13636363636364 19 3 1 1 1
"24742" "{attribute_4=[-Inf;0.052],attribute_36=(0.505; Inf],attribute_52=[-Inf;0.00935]} => {Class=Rock}" 0.101063829787234 1 0.101063829787234 2.13636363636364 19 3 1 1 1
"180" "{attribute_6=(0.08165; Inf],attribute_54=(0.0225; Inf]} => {Class=Mine}" 0.0904255319148936 1 0.0904255319148936 1.88 17 2 1 11 1
"186" "{attribute_5=(0.0392; Inf],attribute_54=(0.0225; Inf]} => {Class=Mine}" 0.0904255319148936 1 0.0904255319148936 1.88 17 2 1 2 1
"30019" "{attribute_4=[-Inf;0.052],attribute_10=[-Inf;0.1506],attribute_48=(0.07585; Inf]} => {Class=Rock}" 0.0691489361702128 1 0.0691489361702128 2.13636363636364 13 3 1 1 1
"458" "{attribute_36=(0.505; Inf],attribute_47=[-Inf;0.06235]} => {Class=Rock}" 0.0585106382978723 1 0.0585106382978723 2.13636363636364 11 2 1 1 1
"27466" "{attribute_4=[-Inf;0.052],attribute_9=[-Inf;0.1164],attribute_49=(0.04525; Inf]} => {Class=Rock}" 0.0531914893617021 1 0.0531914893617021 2.13636363636364 10 3 1 1 1
"42225" "{attribute_11=(0.19795; Inf],attribute_12=[-Inf;0.22505],attribute_20=(0.57805; Inf]} => {Class=Mine}" 0.0478723404255319 1 0.0478723404255319 1.88 9 3 1 3 1
