"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"9894" "{surgery=no,pain=alert no pain,outcome=lived} => {surgical_lesion=no}" 0.0939393939393939 1 0.0939393939393939 2.70491803278689 31 3 1 31 1
"9897" "{surgery=no,pain=alert no pain,packed_cell_volume=[-Inf;49.5]} => {surgical_lesion=no}" 0.0939393939393939 1 0.0939393939393939 2.70491803278689 31 3 1 1 1
"25211" "{surgery=yes,pulse=(58; Inf],peripheral_pulse=normal} => {surgical_lesion=yes}" 0.0878787878787879 1 0.0878787878787879 1.58653846153846 29 3 1 29 1
"20909" "{surgery=yes,packed_cell_volume=(49.5; Inf],outcome=died} => {surgical_lesion=yes}" 0.0848484848484849 1 0.0848484848484849 1.58653846153846 28 3 1 26 1
"10860" "{surgery=no,peristalsis=hypermotile,packed_cell_volume=[-Inf;49.5]} => {surgical_lesion=no}" 0.0818181818181818 1 0.0818181818181818 2.70491803278689 27 3 1 14 1
"21077" "{surgery=yes,peristalsis=hypomotile,outcome=died} => {surgical_lesion=yes}" 0.0818181818181818 1 0.0818181818181818 1.58653846153846 27 3 1 9 1
"21108" "{surgery=yes,capillary_refill_time=<3,outcome=died} => {surgical_lesion=yes}" 0.0818181818181818 1 0.0818181818181818 1.58653846153846 27 3 1 7 1
"1513" "{abdominal_distension=moderate,outcome=died} => {surgical_lesion=yes}" 0.0787878787878788 1 0.0787878787878788 1.58653846153846 26 2 1 3 1
"21081" "{Age=adult,peristalsis=hypomotile,outcome=died} => {surgical_lesion=yes}" 0.0787878787878788 1 0.0787878787878788 1.58653846153846 26 3 1 3 1
"21655" "{surgery=yes,nasogastric_tube=slight,abdomen=distended large intestine} => {surgical_lesion=yes}" 0.0787878787878788 1 0.0787878787878788 1.58653846153846 26 3 1 17 1
"22203" "{surgery=yes,capillary_refill_time=>=3,rectal_examination=absent} => {surgical_lesion=yes}" 0.0757575757575758 1 0.0757575757575758 1.58653846153846 25 3 1 10 1
