"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"4" "{Feature 1=[-Inf;-0.1235]} => {Class=hid}" 0.0471380471380471 1 0.0471380471380471 11 42 1 1 42 1
"68" "{Feature 0=[-Inf;-4.6685],Feature 2=[-Inf;0.4725]} => {Class=hud}" 0.0246913580246914 1 0.0246913580246914 11 22 2 1 22 1
"643" "{Feature 0=(-2.1225;-1.6645],Feature 4=(-0.7345;0.1845],Feature 7=(-0.69;0.1185]} => {Class=hAd}" 0.021324354657688 1 0.021324354657688 11 19 3 1 19 1
"60" "{Feature 0=[-Inf;-4.6685],Feature 3=(-0.0225;0.829]} => {Class=hud}" 0.0202020202020202 1 0.0202020202020202 11 18 2 1 1 1
"458" "{Sex=Male,Feature 1=(3.687; Inf],Feature 7=(0.1185; Inf]} => {Class=hod}" 0.0202020202020202 1 0.0202020202020202 11 18 3 1 18 1
"63" "{Sex=Male,Feature 0=[-Inf;-4.6685]} => {Class=hud}" 0.0190796857463524 1 0.0190796857463524 11 17 2 1 5 1
"624" "{Feature 0=(-2.1225;-1.6645],Feature 1=(1.4125;2.1435],Feature 7=(-0.69;0.1185]} => {Class=hAd}" 0.0190796857463524 1 0.0190796857463524 11 17 3 1 6 1
"1043" "{Feature 1=(0.519;1.4125],Feature 4=(0.5375; Inf],Feature 7=(-0.69;0.1185]} => {Class=hId}" 0.0190796857463524 1 0.0190796857463524 11 17 3 1 17 1
"21" "{Feature 4=(0.5375; Inf],Feature 7=[-Inf;-0.69]} => {Class=hid}" 0.0179573512906846 1 0.0179573512906846 11 16 2 1 3 1
"97" "{Feature 1=(-0.1235;0.4245],Feature 3=(1.4965; Inf]} => {Class=hid}" 0.0179573512906846 1 0.0179573512906846 11 16 2 1 16 1
"626" "{Feature 0=(-2.1225;-1.6645],Feature 1=(1.4125;2.1435],Feature 4=(-0.7345;0.1845]} => {Class=hAd}" 0.0179573512906846 1 0.0179573512906846 11 16 3 1 5 1
"2191" "{Sex=Male,Feature 0=(-2.1225;-1.6645],Feature 1=(0.519;1.4125],Feature 3=(-0.0225;0.829]} => {Class=hEd}" 0.0179573512906846 1 0.0179573512906846 11 16 4 1 16 1
"2913" "{Feature 0=(-3.6375;-3.0185],Feature 1=(2.1435;3.0665],Feature 3=[-Inf;-0.0225],Feature 7=(0.1185; Inf]} => {Class=hOd}" 0.0168350168350168 1 0.0168350168350168 11 15 4 1 15 1
"2945" "{Sex=Male,Feature 0=(-3.6375;-3.0185],Feature 3=[-Inf;-0.0225],Feature 7=(0.1185; Inf]} => {Class=hOd}" 0.0168350168350168 1 0.0168350168350168 11 15 4 1 8 1
"526" "{Sex=Male,Feature 0=(-4.6685;-4.245],Feature 4=(-0.7345;0.1845]} => {Class=hud}" 0.0145903479236813 1 0.0145903479236813 11 13 3 1 13 1
"641" "{Feature 0=(-2.1225;-1.6645],Feature 3=(-0.0225;0.829],Feature 7=(-0.69;0.1185]} => {Class=hAd}" 0.0145903479236813 1 0.0145903479236813 11 13 3 1 1 1
"865" "{Feature 0=(-3.6375;-3.0185],Feature 1=(3.0665;3.687],Feature 6=(-0.6605;0.489]} => {Class=hOd}" 0.0145903479236813 1 0.0145903479236813 11 13 3 1 6 1
"994" "{Feature 1=(0.519;1.4125],Feature 3=(-0.0225;0.829],Feature 4=(0.1845;0.5375]} => {Class=hEd}" 0.0145903479236813 1 0.0145903479236813 11 13 3 1 8 1
"2882" "{Feature 1=(2.1435;3.0665],Feature 4=(-0.7345;0.1845],Feature 6=(0.489; Inf],Feature 7=(0.1185; Inf]} => {Class=hOd}" 0.0145903479236813 1 0.0145903479236813 11 13 4 1 4 1
"9" "{Feature 0=[-Inf;-4.6685],Feature 2=(1.086; Inf]} => {Class=hid}" 0.0134680134680135 1 0.0134680134680135 11 12 2 1 12 1
"70" "{Feature 1=(3.687; Inf],Feature 4=[-Inf;-1.1765]} => {Class=hod}" 0.0134680134680135 1 0.0134680134680135 11 12 2 1 2 1
"104" "{Feature 1=(-0.1235;0.4245],Feature 8=(0.122; Inf]} => {Class=hId}" 0.0134680134680135 1 0.0134680134680135 11 12 2 1 12 1
"942" "{Feature 0=(-3.0185;-2.403],Feature 3=[-Inf;-0.0225],Feature 4=(-1.1765;-0.7345]} => {Class=hYd}" 0.0134680134680135 1 0.0134680134680135 11 12 3 1 12 1
"31" "{Feature 0=(-1.6645; Inf],Feature 1=(-0.1235;0.4245]} => {Class=hId}" 0.0123456790123457 1 0.0123456790123457 11 11 2 1 2 1
