"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"42737" "{attribute_12=[-Inf;0.22505],attribute_20=[-Inf;0.58955],attribute_49=[-Inf;0.0594]} => {Class=Rock}" 0.229946524064171 1 0.229946524064171 2.14942528735632 43 3 1 43 1
"42681" "{attribute_12=[-Inf;0.22505],attribute_21=[-Inf;0.6496],attribute_49=[-Inf;0.0594]} => {Class=Rock}" 0.219251336898396 1 0.219251336898396 2.14942528735632 41 3 1 1 1
"46574" "{attribute_10=(0.16315; Inf],attribute_20=(0.58955; Inf],attribute_51=(0.01265; Inf]} => {Class=Mine}" 0.213903743315508 1 0.213903743315508 1.87 40 3 1 40 1
"34800" "{attribute_4=[-Inf;0.0606],attribute_36=(0.4782; Inf],attribute_45=[-Inf;0.38545]} => {Class=Rock}" 0.192513368983957 1 0.192513368983957 2.14942528735632 36 3 1 14 1
"22894" "{attribute_10=(0.16315; Inf],attribute_35=[-Inf;0.19475],attribute_51=(0.01265; Inf]} => {Class=Mine}" 0.171122994652406 1 0.171122994652406 1.87 32 3 1 9 1
"27662" "{attribute_9=[-Inf;0.10785],attribute_21=[-Inf;0.6496],attribute_49=[-Inf;0.0594]} => {Class=Rock}" 0.171122994652406 1 0.171122994652406 2.14942528735632 32 3 1 1 1
"40613" "{attribute_10=[-Inf;0.16315],attribute_21=[-Inf;0.6496],attribute_48=[-Inf;0.07585]} => {Class=Rock}" 0.171122994652406 1 0.171122994652406 2.14942528735632 32 3 1 2 1
"22893" "{attribute_12=(0.22505; Inf],attribute_35=[-Inf;0.19475],attribute_51=(0.01265; Inf]} => {Class=Mine}" 0.165775401069519 1 0.165775401069519 1.87 31 3 1 2 1
"46510" "{attribute_20=(0.58955; Inf],attribute_48=(0.07585; Inf],attribute_51=(0.01265; Inf]} => {Class=Mine}" 0.160427807486631 1 0.160427807486631 1.87 30 3 1 3 1
"24902" "{attribute_12=[-Inf;0.22505],attribute_35=(0.19475; Inf],attribute_46=[-Inf;0.07315]} => {Class=Rock}" 0.144385026737968 1 0.144385026737968 2.14942528735632 27 3 1 5 1
"256" "{attribute_9=(0.10785; Inf],attribute_45=(0.38545; Inf]} => {Class=Mine}" 0.13903743315508 1 0.13903743315508 1.87 26 2 1 15 1
"12477" "{attribute_10=(0.16315; Inf],attribute_28=(0.92405; Inf],attribute_47=(0.06235; Inf]} => {Class=Mine}" 0.13903743315508 1 0.13903743315508 1.87 26 3 1 3 1
"24823" "{attribute_10=[-Inf;0.16315],attribute_12=[-Inf;0.22505],attribute_46=[-Inf;0.07315]} => {Class=Rock}" 0.13903743315508 1 0.13903743315508 2.14942528735632 26 3 1 2 1
"36466" "{attribute_21=[-Inf;0.6496],attribute_48=[-Inf;0.07585],attribute_52=[-Inf;0.00935]} => {Class=Rock}" 0.13903743315508 1 0.13903743315508 2.14942528735632 26 3 1 3 1
"30148" "{attribute_4=(0.0606; Inf],attribute_36=[-Inf;0.4782],attribute_51=(0.01265; Inf]} => {Class=Mine}" 0.133689839572193 1 0.133689839572193 1.87 25 3 1 4 1
"252" "{attribute_11=(0.19795; Inf],attribute_45=(0.38545; Inf]} => {Class=Mine}" 0.128342245989305 1 0.128342245989305 1.87 24 2 1 1 1
"14593" "{attribute_12=[-Inf;0.22505],attribute_14=[-Inf;0.13615],attribute_28=[-Inf;0.92405]} => {Class=Rock}" 0.122994652406417 1 0.122994652406417 2.14942528735632 23 3 1 1 1
"19890" "{attribute_13=[-Inf;0.16265],attribute_48=[-Inf;0.07585],attribute_51=[-Inf;0.01265]} => {Class=Rock}" 0.122994652406417 1 0.122994652406417 2.14942528735632 23 3 1 1 1
