"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"4575" "{word_freq_order=[-Inf;0.045],word_freq_george=(0.205; Inf]} => {class=0}" 0.144651050470901 1 0.144651050470901 1.65045834994022 599 2 1 599 1
"4557" "{word_freq_george=(0.205; Inf],'char_freq_\%21'=[-Inf;0.0045]} => {class=0}" 0.122917169765757 1 0.122917169765757 1.65045834994022 509 2 1 21 1
"4556" "{word_freq_your=[-Inf;0.255],word_freq_george=(0.205; Inf]} => {class=0}" 0.101183289060613 1 0.101183289060613 1.65045834994022 419 2 1 2 1
"2626" "{word_freq_85=(0.195; Inf],'char_freq_\%24'=[-Inf;0.0125]} => {class=0}" 0.0818642839893746 1 0.0818642839893746 1.65045834994022 339 2 1 160 1
"3385" "{word_freq_hpl=(0.12; Inf],word_freq_650=(0.01; Inf]} => {class=0}" 0.0818642839893746 1 0.0818642839893746 1.65045834994022 339 2 1 64 1
"2588" "{word_freq_650=(0.01; Inf],word_freq_85=(0.195; Inf]} => {class=0}" 0.0729292441439266 1 0.0729292441439266 1.65045834994022 302 2 1 4 1
"2308" "{word_freq_free=[-Inf;0.04],word_freq_lab=(0.125; Inf]} => {class=0}" 0.0702728809466313 1 0.0702728809466313 1.65045834994022 291 2 1 91 1
"2327" "{word_freq_lab=(0.125; Inf],word_freq_edu=[-Inf;0.05]} => {class=0}" 0.0700313933832408 1 0.0700313933832408 1.65045834994022 290 2 1 6 1
"4550" "{word_freq_you=[-Inf;0.015],word_freq_george=(0.205; Inf]} => {class=0}" 0.0700313933832408 1 0.0700313933832408 1.65045834994022 290 2 1 1 1
"3984" "{word_freq_hpl=(0.12; Inf],word_freq_technology=(0.025;1.625]} => {class=0}" 0.0652016421154311 1 0.0652016421154311 1.65045834994022 270 2 1 43 1
"2622" "{word_freq_85=(0.195; Inf],'char_freq_\%21'=[-Inf;0.0045]} => {class=0}" 0.0613378411011833 1 0.0613378411011833 1.65045834994022 254 2 1 1 1
"2767" "{word_freq_650=(0.01; Inf],word_freq_labs=(0.125; Inf]} => {class=0}" 0.0606133784110118 1 0.0606133784110118 1.65045834994022 251 2 1 2 1
"5176" "{word_freq_address=(0.075;1.805],'char_freq_\%21'=(0.4145; Inf]} => {class=1}" 0.0591644530306689 1 0.0591644530306689 2.53737745098039 245 2 1 245 1
"1883" "{word_freq_address=[-Inf;0.075],word_freq_telnet=(0.045; Inf]} => {class=0}" 0.0589229654672784 1 0.0589229654672784 1.65045834994022 244 2 1 20 1
"3379" "{word_freq_hp=(1.495; Inf],word_freq_650=(0.01; Inf]} => {class=0}" 0.0567495773967641 1 0.0567495773967641 1.65045834994022 235 2 1 3 1
"4534" "{word_freq_hpl=(0.12; Inf],word_freq_george=(0.205; Inf]} => {class=0}" 0.0567495773967641 1 0.0567495773967641 1.65045834994022 235 2 1 1 1
"4234" "{word_freq_hp=(1.495; Inf],word_freq_1999=(0.105; Inf]} => {class=0}" 0.0557836271432021 1 0.0557836271432021 1.65045834994022 231 2 1 74 1
"3746" "{word_freq_our=(0.345; Inf],word_freq_000=(0.335; Inf]} => {class=1}" 0.0555421395798116 1 0.0555421395798116 2.53737745098039 230 2 1 198 1
"4147" "{word_freq_over=(0.265;2.365],word_freq_money=(0.01; Inf]} => {class=1}" 0.0540932141994687 1 0.0540932141994687 2.53737745098039 224 2 1 119 1
"27" "{word_freq_meeting=(0.455; Inf]} => {class=0}" 0.0531272639459068 1 0.0531272639459068 1.65045834994022 220 1 1 101 1
"3976" "{word_freq_hp=(1.495; Inf],word_freq_technology=(0.025;1.625]} => {class=0}" 0.0516783385655639 1 0.0516783385655639 1.65045834994022 214 2 1 22 1
"3728" "{word_freq_remove=(0.01; Inf],word_freq_000=(0.335; Inf]} => {class=1}" 0.0514368510021734 1 0.0514368510021734 2.53737745098039 213 2 1 53 1
"4369" "{word_freq_george=(0.205; Inf],'char_freq_\%28'=(0.2925; Inf]} => {class=0}" 0.0499879256218305 1 0.0499879256218305 1.65045834994022 207 2 1 1 1
"2775" "{word_freq_george=(0.205; Inf],word_freq_labs=(0.125; Inf]} => {class=0}" 0.0475730499879256 1 0.0475730499879256 1.65045834994022 197 2 1 1 1
"3732" "{word_freq_000=(0.335; Inf],'char_freq_\%21'=(0.4145; Inf]} => {class=1}" 0.0463656121709732 1 0.0463656121709732 2.53737745098039 192 2 1 30 1
"41726" "{word_freq_remove=[-Inf;0.01],word_freq_free=[-Inf;0.04],word_freq_original=(0.245; Inf]} => {class=0}" 0.0446751992272398 1 0.0446751992272398 1.65045834994022 185 3 1 43 1
"1436" "{word_freq_credit=[-Inf;0.075],word_freq_857=(0.045; Inf]} => {class=0}" 0.0444337116638493 1 0.0444337116638493 1.65045834994022 184 2 1 1 1
"2778" "{word_freq_labs=(0.125; Inf],word_freq_1999=(0.105; Inf]} => {class=0}" 0.0444337116638493 1 0.0444337116638493 1.65045834994022 184 2 1 9 1
"2989" "{word_freq_you=(1.785;7.12],capital_run_length_total=(723.5; Inf]} => {class=1}" 0.0437092489736779 1 0.0437092489736779 2.53737745098039 181 2 1 51 1
