"","rules","support","confidence","lift","laplace"
"1","{SPIDERS=no,ALBUMIN=(3.85685483871; Inf]} => {Class=LIVE}",0.385714285714286,1,1.26126126126126,0.982142857142857
"2","{LIVER_FIRM=no,SPIDERS=no,PROTIME=(44.5; Inf]} => {Class=LIVE}",0.385714285714286,0.981818181818182,1.23832923832924,0.964912280701754
"3","{STEROID=yes,BILIRUBIN=[-Inf;1.65],PROTIME=(44.5; Inf]} => {Class=LIVE}",0.342857142857143,0.979591836734694,1.23552123552124,0.96078431372549
"4","{STEROID=yes,SPLEEN_PALPABLE=no,ASCITES=no} => {Class=LIVE}",0.342857142857143,0.979591836734694,1.23552123552124,0.96078431372549
"5","{ALBUMIN=(3.85685483871; Inf]} => {Class=LIVE}",0.507142857142857,0.972602739726027,1.22670615821301,0.96
"6","{LIVER_FIRM=yes,BILIRUBIN=[-Inf;1.65],HISTOLOGY=no} => {Class=LIVE}",0.142857142857143,1,1.26126126126126,0.954545454545455
"7","{LIVER_BIG=no,BILIRUBIN=[-Inf;1.65]} => {Class=LIVE}",0.121428571428571,1,1.26126126126126,0.947368421052632
"8","{SEX=female,ALBUMIN=[-Inf;2.85]} => {Class=DIE}",0.0714285714285714,1,4.82758620689655,0.916666666666667
"9","{MALAISE=yes,ANOREXIA=no,PROTIME=[-Inf;44.5]} => {Class=DIE}",0.0642857142857143,1,4.82758620689655,0.909090909090909
"10","{SPLEEN_PALPABLE=yes,ALBUMIN=(3.85685483871; Inf]} => {Class=LIVE}",0.0642857142857143,1,1.26126126126126,0.909090909090909
"11","{ASCITES=yes,BILIRUBIN=(1.65; Inf]} => {Class=DIE}",0.0571428571428571,1,4.82758620689655,0.9
"12","{STEROID=no,FATIGUE=yes,LIVER_BIG=} => {Class=DIE}",0.0285714285714286,1,4.82758620689655,0.833333333333333
"13","{SPLEEN_PALPABLE=,PROTIME=(44.5; Inf]} => {Class=LIVE}",0.0285714285714286,1,1.26126126126126,0.833333333333333
"14","{MALAISE=no,SPIDERS=yes,BILIRUBIN=(1.65; Inf]} => {Class=DIE}",0.0142857142857143,1,4.82758620689655,0.75
"15","{LIVER_FIRM=no,SPLEEN_PALPABLE=yes,SPIDERS=yes} => {Class=DIE}",0.0285714285714286,0.8,3.86206896551724,0.714285714285714
"16","{SPLEEN_PALPABLE=no,ALBUMIN=(2.85;3.85685483871],HISTOLOGY=yes} => {Class=LIVE}",0.1,0.736842105263158,0.929350403034614,0.714285714285714
"17","{LIVER_BIG=no,SPIDERS=yes,BILIRUBIN=(1.65; Inf]} => {Class=DIE}",0.0214285714285714,0.6,2.89655172413793,0.571428571428571
"18","{MALAISE=no,LIVER_FIRM=no,SPIDERS=yes} => {Class=DIE}",0.0214285714285714,0.6,2.89655172413793,0.571428571428571
"19","{FATIGUE=no,LIVER_FIRM=yes,ALBUMIN=(2.85;3.85685483871]} => {Class=DIE}",0.00714285714285714,0.166666666666667,0.804597701149425,0.25
"20","{} => {Class=LIVE}",0,0,0,0
