rules,suppport,confidence,lift
"{RADIUS.RATIO=[-Inf;175.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],HOLLOWS.RATIO=(189.5; Inf],CIRCULARITY=(40.5;49.5]} => {Class=van}",0.10,1.00,0.00 
"{ELONGATEDNESS=(41.5;46.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],HOLLOWS.RATIO=(189.5; Inf],CIRCULARITY=(40.5;49.5]} => {Class=van}",0.10,1.00,0.00 
"{ELONGATEDNESS=(41.5;46.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],PR.AXIS.ASPECT.RATIO=[-Inf;68.5],CIRCULARITY=(40.5;49.5]} => {Class=van}",0.10,1.00,0.00 
"{ELONGATEDNESS=(41.5;46.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],KURTOSIS.ABOUT_MAJOR=[-Inf;17.5]} => {Class=van}",0.09,1.00,0.00 
"{ELONGATEDNESS=(41.5;46.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],KURTOSIS.ABOUT_MAJOR=[-Inf;17.5],PR.AXIS.ASPECT.RATIO=[-Inf;68.5]} => {Class=van}",0.09,1.00,0.00 
"{MAX.LENGTH.ASPECT.RATIO=(8.5;16],HOLLOWS.RATIO=(189.5; Inf],SCALED.VARIANCE_MAJOR=(165.5;180.5],CIRCULARITY=(40.5;49.5]} => {Class=van}",0.09,1.00,0.00 
"{MAX.LENGTH.ASPECT.RATIO=(8.5;16],SCALED.VARIANCE_MAJOR=(165.5;180.5],CIRCULARITY=(40.5;49.5]} => {Class=van}",0.09,1.00,0.00 
"{RADIUS.RATIO=[-Inf;175.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],COMPACTNESS=(87.5;98.5],CIRCULARITY=(40.5;49.5]} => {Class=van}",0.09,1.00,0.00 
"{MAX.LENGTH.ASPECT.RATIO=(8.5;16],PR.AXIS.ASPECT.RATIO=[-Inf;68.5],SCALED.VARIANCE_MAJOR=(165.5;180.5],CIRCULARITY=(40.5;49.5]} => {Class=van}",0.09,1.00,0.00 
"{ELONGATEDNESS=(41.5;46.5],MAX.LENGTH.RECTANGULARITY=(147.5;167.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],HOLLOWS.RATIO=(189.5; Inf]} => {Class=van}",0.09,1.00,0.00 
"{RADIUS.RATIO=[-Inf;175.5],MAX.LENGTH.RECTANGULARITY=(147.5;167.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],CIRCULARITY=(40.5;49.5]} => {Class=van}",0.08,1.00,0.00 
"{ELONGATEDNESS=(41.5;46.5],MAX.LENGTH.RECTANGULARITY=(147.5;167.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],PR.AXIS.ASPECT.RATIO=[-Inf;68.5]} => {Class=van}",0.08,1.00,0.00 
"{MAX.LENGTH.ASPECT.RATIO=(8.5;16],KURTOSIS.ABOUT_MAJOR=[-Inf;17.5],HOLLOWS.RATIO=(189.5; Inf],SCALED.VARIANCE_MAJOR=(165.5;180.5]} => {Class=van}",0.08,1.00,0.00 
"{ELONGATEDNESS=(41.5;46.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],KURTOSIS.ABOUT_MAJOR=[-Inf;17.5],SCALED.VARIANCE_MAJOR=(165.5;180.5]} => {Class=van}",0.08,1.00,0.00 
"{SKEWNESS.ABOUT_MINOR=[-Inf;11.5],ELONGATEDNESS=(41.5;46.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],CIRCULARITY=(40.5;49.5]} => {Class=van}",0.08,1.00,0.00 
"{ELONGATEDNESS=(41.5;46.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],KURTOSIS.ABOUT_MAJOR=[-Inf;17.5],COMPACTNESS=(87.5;98.5]} => {Class=van}",0.08,1.00,0.00 
"{MAX.LENGTH.ASPECT.RATIO=(8.5;16],KURTOSIS.ABOUT_MAJOR=[-Inf;17.5],SCALED.VARIANCE_MAJOR=(165.5;180.5]} => {Class=van}",0.08,1.00,0.00 
"{MAX.LENGTH.RECTANGULARITY=(147.5;167.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],HOLLOWS.RATIO=(189.5; Inf],SCALED.VARIANCE_MAJOR=(165.5;180.5]} => {Class=van}",0.08,1.00,0.00 
"{ELONGATEDNESS=(41.5;46.5],MAX.LENGTH.RECTANGULARITY=(147.5;167.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],SCALED.VARIANCE_MAJOR=(165.5;180.5]} => {Class=van}",0.08,1.00,0.00 
"{MAX.LENGTH.RECTANGULARITY=(147.5;167.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],SCALED.VARIANCE_MAJOR=(165.5;180.5],CIRCULARITY=(40.5;49.5]} => {Class=van}",0.08,1.00,0.00 
"{MAX.LENGTH.ASPECT.RATIO=(8.5;16],COMPACTNESS=(87.5;98.5],SCALED.VARIANCE_MAJOR=(165.5;180.5],CIRCULARITY=(40.5;49.5]} => {Class=van}",0.08,1.00,0.00 
"{RADIUS.RATIO=[-Inf;175.5],MAX.LENGTH.RECTANGULARITY=(147.5;167.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],SCALED.VARIANCE_MAJOR=(165.5;180.5]} => {Class=van}",0.08,1.00,0.00 
"{ } => {Class=bus}", 0,0,0
