rules,suppport,confidence,lift
"{Ba=(0.335; Inf],Ca=(8.315;10.075],Mg=[-Inf;2.695],Fe=[-Inf; Inf]} => {Type=headlamps}",0.11,1.00,0.00 
"{Ba=(0.335; Inf],Ca=(8.315;10.075],Mg=[-Inf;2.695],Si=[-Inf; Inf]} => {Type=headlamps}",0.11,1.00,0.00 
"{Ca=(8.315;10.075],Al=(1.775; Inf],Na=(13.785; Inf],Mg=[-Inf;2.695]} => {Type=headlamps}",0.11,1.00,0.00 
"{Ba=(0.335; Inf],Ca=(8.315;10.075],Al=(1.775; Inf],Fe=[-Inf; Inf]} => {Type=headlamps}",0.10,1.00,0.00 
"{Ba=(0.335; Inf],Ca=(8.315;10.075],Al=(1.775; Inf]} => {Type=headlamps}",0.10,1.00,0.00 
"{Ca=(8.315;10.075],RI=[-Inf;1.517335],Mg=[-Inf;2.695],Si=[-Inf; Inf]} => {Type=headlamps}",0.10,1.00,0.00 
"{Ba=(0.335; Inf],Ca=(8.315;10.075],Si=[-Inf; Inf],RI=[-Inf;1.517335]} => {Type=headlamps}",0.10,1.00,0.00 
"{Ca=(8.315;10.075],RI=[-Inf;1.517335],Al=(1.775; Inf]} => {Type=headlamps}",0.10,1.00,0.00 
"{Ca=(8.315;10.075],RI=[-Inf;1.517335],Na=(13.785; Inf]} => {Type=headlamps}",0.10,1.00,0.00 
"{Ca=(8.315;10.075],RI=[-Inf;1.517335],Mg=[-Inf;2.695],Na=(13.785; Inf]} => {Type=headlamps}",0.10,1.00,0.00 
"{Ba=(0.335; Inf],Ca=(8.315;10.075],Al=(1.775; Inf],RI=[-Inf;1.517335]} => {Type=headlamps}",0.10,1.00,0.00 
"{Ba=(0.335; Inf],Si=[-Inf; Inf],K=[-Inf;0.055]} => {Type=headlamps}",0.09,1.00,0.00 
"{Ba=(0.335; Inf],Mg=[-Inf;2.695],Fe=[-Inf; Inf],K=[-Inf;0.055]} => {Type=headlamps}",0.09,1.00,0.00 
"{Ba=(0.335; Inf],K=[-Inf;0.055]} => {Type=headlamps}",0.09,1.00,0.00 
"{ } => {Type=build wind non-float}", 0,0,0
