rules,suppport,confidence,lift
"{ASCITES=no,ALBUMIN=(3.86532258065; Inf],SPIDERS=no,AGE=[-Inf; Inf]} => {Class=LIVE}",0.43,1.00,0.00 
"{VARICES=no,ALBUMIN=(3.86532258065; Inf],SPIDERS=no,ALK_PHOSPHATE=[-Inf; Inf]} => {Class=LIVE}",0.43,1.00,0.00 
"{ALBUMIN=(3.86532258065; Inf],SPIDERS=no} => {Class=LIVE}",0.43,1.00,0.00 
"{ALBUMIN=(3.86532258065; Inf],SPIDERS=no,SGOT=[-Inf; Inf]} => {Class=LIVE}",0.43,1.00,0.00 
"{ASCITES=no,ALBUMIN=(3.86532258065; Inf],SPIDERS=no,ALK_PHOSPHATE=[-Inf; Inf]} => {Class=LIVE}",0.43,1.00,0.00 
"{ASCITES=no,ALBUMIN=(3.86532258065; Inf],SPIDERS=no,SGOT=[-Inf; Inf]} => {Class=LIVE}",0.43,1.00,0.00 
"{PROTIME=(44.5; Inf],SPIDERS=no,AGE=[-Inf; Inf],LIVER_FIRM=no} => {Class=LIVE}",0.43,1.00,0.00 
"{VARICES=no,PROTIME=(44.5; Inf],SPIDERS=no,HISTOLOGY=no} => {Class=LIVE}",0.43,1.00,0.00 
"{PROTIME=(44.5; Inf],SPIDERS=no,HISTOLOGY=no,SGOT=[-Inf; Inf]} => {Class=LIVE}",0.43,1.00,0.00 
"{PROTIME=(44.5; Inf],HISTOLOGY=no,SPIDERS=no,ALK_PHOSPHATE=[-Inf; Inf]} => {Class=LIVE}",0.43,1.00,0.00 
"{PROTIME=(44.5; Inf],SPIDERS=no,HISTOLOGY=no,AGE=[-Inf; Inf]} => {Class=LIVE}",0.43,1.00,0.00 
"{PROTIME=(44.5; Inf],SPIDERS=no,SGOT=[-Inf; Inf],LIVER_FIRM=no} => {Class=LIVE}",0.43,1.00,0.00 
"{SPIDERS=no,HISTOLOGY=no,BILIRUBIN=[-Inf;1.65]} => {Class=LIVE}",0.42,1.00,0.00 
"{VARICES=no,SPIDERS=no,HISTOLOGY=no,BILIRUBIN=[-Inf;1.65]} => {Class=LIVE}",0.42,1.00,0.00 
"{PROTIME=(44.5; Inf],ALBUMIN=(3.86532258065; Inf],SPIDERS=no,ALK_PHOSPHATE=[-Inf; Inf]} => {Class=LIVE}",0.42,1.00,0.00 
"{PROTIME=(44.5; Inf],ALBUMIN=(3.86532258065; Inf],SPIDERS=no,AGE=[-Inf; Inf]} => {Class=LIVE}",0.42,1.00,0.00 
"{HISTOLOGY=no,SPIDERS=no,ALK_PHOSPHATE=[-Inf; Inf],BILIRUBIN=[-Inf;1.65]} => {Class=LIVE}",0.42,1.00,0.00 
"{SPIDERS=no,HISTOLOGY=no,SGOT=[-Inf; Inf],BILIRUBIN=[-Inf;1.65]} => {Class=LIVE}",0.42,1.00,0.00 
"{PROTIME=(44.5; Inf],SPIDERS=no,LIVER_BIG=yes,LIVER_FIRM=no} => {Class=LIVE}",0.41,1.00,0.00 
"{SPLEEN_PALPABLE=no,ALBUMIN=(3.86532258065; Inf],SPIDERS=no} => {Class=LIVE}",0.41,1.00,0.00 
"{ } => {Class=LIVE}", 0,0,0
