rules,suppport,confidence,lift
"{Feature.1=[-Inf;-0.1235],Feature.2=[-Inf;0.4725]} => {Class=hid}",0.04,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.2=[-Inf;0.4725],Feature.9=[-Inf; Inf]} => {Class=hid}",0.04,1.00,0.00 
"{Feature.4=[-Inf;-0.9895],Feature.7=(0.1185; Inf],Feature.3=[-Inf;0.144],Feature.0=(-4.268;-3.7375]} => {Class=hod}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Sex=Male,Feature.9=[-Inf; Inf]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Sex=Male} => {Class=hid}",0.03,1.00,0.00 
"{Feature.4=[-Inf;-0.9895],Feature.5=[-Inf;1.4325],Feature.3=[-Inf;0.144],Feature.0=(-4.268;-3.7375]} => {Class=hod}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.7=(0.1185; Inf],Feature.9=[-Inf; Inf]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.7=(0.1185; Inf],Feature.2=[-Inf;0.4725],Feature.9=[-Inf; Inf]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.7=(0.1185; Inf]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.2=[-Inf;0.4725],Sex=Male,Feature.9=[-Inf; Inf]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.7=(0.1185; Inf],Feature.2=[-Inf;0.4725]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.7=(0.1185; Inf],Sex=Male,Feature.9=[-Inf; Inf]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.9=[-Inf; Inf],Feature.2=[-Inf;0.4725],Feature.4=(-0.4005;0.4995]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.7=(0.1185; Inf],Feature.4=(-0.4005;0.4995],Feature.9=[-Inf; Inf]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.8=(-0.9695;0.0685],Feature.3=(0.829; Inf]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.4=(-0.4005;0.4995],Sex=Male,Feature.9=[-Inf; Inf]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.2=[-Inf;0.4725],Sex=Male,Feature.4=(-0.4005;0.4995]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.8=(-0.9695;0.0685],Feature.3=(0.829; Inf],Feature.9=[-Inf; Inf]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.7=(0.1185; Inf],Feature.2=[-Inf;0.4725],Feature.4=(-0.4005;0.4995]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.2=[-Inf;0.4725],Feature.0=[-Inf;-4.6685]} => {Class=hud}",0.02,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.5=(1.4325; Inf],Feature.2=[-Inf;0.4725],Feature.9=[-Inf; Inf]} => {Class=hid}",0.02,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.5=(1.4325; Inf],Feature.2=[-Inf;0.4725]} => {Class=hid}",0.02,1.00,0.00 
"{ } => {Class=hAd}", 0,0,0
