rules,suppport,confidence,lift
"{block_of_affere=yes,changes_in_node=lac_margin,no_of_nodes_in=[-Inf;2.5],by_pass=no} => {class=metastases}",0.21,1.00,0.00 
"{block_of_affere=yes,changes_in_node=lac_margin,exclusion_of_no=yes,no_of_nodes_in=[-Inf;2.5]} => {class=metastases}",0.21,1.00,0.00 
"{block_of_affere=yes,changes_in_node=lac_margin,lym_nodes_enlar=[-Inf;2.5],no_of_nodes_in=[-Inf;2.5]} => {class=metastases}",0.18,1.00,0.00 
"{special_forms=vesicles,bl_of_lymph_s=no,dislocation_of=yes,block_of_affere=no} => {class=malign_lymph}",0.17,1.00,0.00 
"{block_of_affere=yes,dislocation_of=no,lym_nodes_dimin=[-Inf;1.5],no_of_nodes_in=[-Inf;2.5]} => {class=metastases}",0.16,1.00,0.00 
"{block_of_affere=yes,dislocation_of=no,regeneration_of=no,no_of_nodes_in=[-Inf;2.5]} => {class=metastases}",0.16,1.00,0.00 
"{block_of_affere=yes,special_forms=chalices,no_of_nodes_in=[-Inf;2.5],regeneration_of=no} => {class=metastases}",0.16,1.00,0.00 
"{block_of_affere=yes,regeneration_of=no,early_uptake_in=no,lym_nodes_dimin=[-Inf;1.5]} => {class=metastases}",0.16,1.00,0.00 
"{block_of_affere=yes,defect_in_node=lac_margin,lym_nodes_enlar=[-Inf;2.5]} => {class=metastases}",0.16,1.00,0.00 
"{block_of_affere=yes,changes_in_lym=round,changes_in_node=lac_margin,no_of_nodes_in=[-Inf;2.5]} => {class=metastases}",0.16,1.00,0.00 
"{block_of_affere=yes,special_forms=chalices,lym_nodes_dimin=[-Inf;1.5],by_pass=no} => {class=metastases}",0.15,1.00,0.00 
"{block_of_affere=yes,bl_of_lymph_s=no,special_forms=chalices,by_pass=no} => {class=metastases}",0.15,1.00,0.00 
"{block_of_affere=yes,bl_of_lymph_s=no,early_uptake_in=no,regeneration_of=no} => {class=metastases}",0.15,1.00,0.00 
"{block_of_affere=yes,changes_in_node=lac_margin,dislocation_of=yes,no_of_nodes_in=[-Inf;2.5]} => {class=metastases}",0.15,1.00,0.00 
"{block_of_affere=yes,bl_of_lymph_s=no,early_uptake_in=no} => {class=metastases}",0.15,1.00,0.00 
"{special_forms=vesicles,changes_in_lym=oval,block_of_affere=no} => {class=malign_lymph}",0.14,1.00,0.00 
"{ } => {class=metastases}", 0,0,0
