rules,suppport,confidence,lift
"{high=[-Inf;8.5],xybar=[-Inf;2.5],x.ege=[-Inf;0.5],y.box=[-Inf; Inf]} => {class=L}",0.01,1.00,0.00 
"{width=[-Inf;0.5],xybar=(6.5;7.5],x.ege=[-Inf;0.5]} => {class=I}",0.01,1.00,0.00 
"{width=[-Inf;0.5],x2ybr=(5.5;6.5],yegvx=(7.5;8.5]} => {class=I}",0.01,1.00,0.00 
"{width=[-Inf;0.5],yegvx=(7.5;8.5],x.ege=[-Inf;0.5]} => {class=I}",0.01,1.00,0.00 
"{high=[-Inf;8.5],width=[-Inf;0.5],xybar=(6.5;7.5]} => {class=I}",0.01,1.00,0.00 
"{width=[-Inf;0.5],x2ybr=(5.5;6.5]} => {class=I}",0.01,1.00,0.00 
"{width=[-Inf;0.5],xegvy=(7.5;8.5]} => {class=I}",0.01,1.00,0.00 
"{width=[-Inf;0.5],y.bar=(6.5;7.5]} => {class=I}",0.01,1.00,0.00 
"{xy2br=(7.5;8.5],width=[-Inf;0.5],x.ege=[-Inf;0.5]} => {class=I}",0.01,1.00,0.00 
"{width=[-Inf;0.5],y.bar=(6.5;7.5],x.ege=[-Inf;0.5]} => {class=I}",0.01,1.00,0.00 
"{width=[-Inf;0.5],x.bar=(6.5;7.5]} => {class=I}",0.01,1.00,0.00 
"{width=[-Inf;0.5],x.ege=[-Inf;0.5],x.bar=(6.5;7.5]} => {class=I}",0.01,1.00,0.00 
"{ } => {class=U}", 0,0,0
