rules,suppport,confidence,lift
"{SGOT=[-Inf; Inf],ALBUMIN=(3.85396825397; Inf],BILIRUBIN=[-Inf;1.65]} => {Class=LIVE}",0.47,1.00,0.00 
"{ALBUMIN=(3.85396825397; Inf],AGE=[-Inf; Inf],BILIRUBIN=[-Inf;1.65],SGOT=[-Inf; Inf]} => {Class=LIVE}",0.47,1.00,0.00 
"{PROTIME=(44.5; Inf],ALBUMIN=(3.85396825397; Inf],BILIRUBIN=[-Inf;1.65]} => {Class=LIVE}",0.46,1.00,0.00 
"{PROTIME=(44.5; Inf],ALK_PHOSPHATE=[-Inf; Inf],ALBUMIN=(3.85396825397; Inf],BILIRUBIN=[-Inf;1.65]} => {Class=LIVE}",0.46,1.00,0.00 
"{PROTIME=(44.5; Inf],SGOT=[-Inf; Inf],ALBUMIN=(3.85396825397; Inf],BILIRUBIN=[-Inf;1.65]} => {Class=LIVE}",0.46,1.00,0.00 
"{ASCITES=no,ALBUMIN=(3.85396825397; Inf],AGE=[-Inf; Inf],BILIRUBIN=[-Inf;1.65]} => {Class=LIVE}",0.45,1.00,0.00 
"{VARICES=no,SGOT=[-Inf; Inf],ALBUMIN=(3.85396825397; Inf],BILIRUBIN=[-Inf;1.65]} => {Class=LIVE}",0.45,1.00,0.00 
"{ASCITES=no,SGOT=[-Inf; Inf],ALBUMIN=(3.85396825397; Inf],BILIRUBIN=[-Inf;1.65]} => {Class=LIVE}",0.45,1.00,0.00 
"{VARICES=no,ALBUMIN=(3.85396825397; Inf],BILIRUBIN=[-Inf;1.65]} => {Class=LIVE}",0.45,1.00,0.00 
"{ASCITES=no,ALBUMIN=(3.85396825397; Inf],BILIRUBIN=[-Inf;1.65]} => {Class=LIVE}",0.45,1.00,0.00 
"{VARICES=no,ALK_PHOSPHATE=[-Inf; Inf],ALBUMIN=(3.85396825397; Inf],BILIRUBIN=[-Inf;1.65]} => {Class=LIVE}",0.45,1.00,0.00 
"{ASCITES=no,PROTIME=(44.5; Inf],ALBUMIN=(3.85396825397; Inf],BILIRUBIN=[-Inf;1.65]} => {Class=LIVE}",0.44,1.00,0.00 
"{VARICES=no,SEX=female,ALBUMIN=(3.85396825397; Inf],BILIRUBIN=[-Inf;1.65]} => {Class=LIVE}",0.41,1.00,0.00 
"{PROTIME=(44.5; Inf],SEX=female,ALBUMIN=(3.85396825397; Inf],BILIRUBIN=[-Inf;1.65]} => {Class=LIVE}",0.41,1.00,0.00 
"{SPLEEN_PALPABLE=no,SGOT=[-Inf; Inf],ALBUMIN=(3.85396825397; Inf],BILIRUBIN=[-Inf;1.65]} => {Class=LIVE}",0.41,1.00,0.00 
"{SPLEEN_PALPABLE=no,ALK_PHOSPHATE=[-Inf; Inf],ALBUMIN=(3.85396825397; Inf],BILIRUBIN=[-Inf;1.65]} => {Class=LIVE}",0.41,1.00,0.00 
"{ANOREXIA=no,ALBUMIN=(3.85396825397; Inf],BILIRUBIN=[-Inf;1.65]} => {Class=LIVE}",0.39,1.00,0.00 
"{VARICES=no,SPIDERS=no,ALBUMIN=(3.85396825397; Inf]} => {Class=LIVE}",0.39,1.00,0.00 
"{ASCITES=no,SPIDERS=no,ALBUMIN=(3.85396825397; Inf]} => {Class=LIVE}",0.39,1.00,0.00 
"{ } => {Class=LIVE}", 0,0,0
