rules,suppport,confidence,lift
"{petallength=[-Inf;2.45]} => {class=Iris-setosa}",0.33,1.00,0.00 
"{petalwidth=[-Inf;0.8]} => {class=Iris-setosa}",0.33,1.00,0.00 
"{sepallength=[-Inf;5.55],petalwidth=[-Inf;0.8]} => {class=Iris-setosa}",0.31,1.00,0.00 
"{sepallength=(6.25; Inf],petalwidth=(1.75; Inf]} => {class=Iris-virginica}",0.24,1.00,0.00 
"{petallength=[-Inf;2.45],sepalwidth=(3.35; Inf],petalwidth=[-Inf;0.8]} => {class=Iris-setosa}",0.20,1.00,0.00 
"{petallength=[-Inf;2.45],sepalwidth=(3.35; Inf]} => {class=Iris-setosa}",0.20,1.00,0.00 
"{sepallength=[-Inf;5.55],sepalwidth=(3.35; Inf]} => {class=Iris-setosa}",0.18,1.00,0.00 
"{sepalwidth=(2.95;3.35],petallength=[-Inf;2.45],petalwidth=[-Inf;0.8]} => {class=Iris-setosa}",0.13,1.00,0.00 
"{petallength=(4.75; Inf],sepalwidth=[-Inf;2.95],petalwidth=(1.75; Inf]} => {class=Iris-virginica}",0.12,1.00,0.00 
"{sepalwidth=[-Inf;2.95],sepallength=(6.25; Inf],petalwidth=(1.75; Inf]} => {class=Iris-virginica}",0.07,1.00,0.00 
"{petallength=(2.45;4.75],petalwidth=(0.8;1.75],sepallength=(6.25; Inf]} => {class=Iris-versicolor}",0.07,1.00,0.00 
"{petallength=(2.45;4.75],petalwidth=(0.8;1.75],sepalwidth=(2.95;3.35],sepallength=(6.25; Inf]} => {class=Iris-versicolor}",0.04,1.00,0.00 
"{petallength=(2.45;4.75],petalwidth=(0.8;1.75],sepallength=(5.55;6.25],sepalwidth=(2.95;3.35]} => {class=Iris-versicolor}",0.03,1.00,0.00 
"{sepalwidth=(3.35; Inf],sepallength=(6.25; Inf]} => {class=Iris-virginica}",0.03,1.00,0.00 
"{ } => {class=Iris-setosa}", 0,0,0
