rules,suppport,confidence,lift
"{packing=[-Inf; Inf],surface.quality=E,condition=S,product.type=C} => {class=3}",0.31,1.00,0.00 
"{packing=[-Inf; Inf],surface.quality=E,condition=S,strength=[-Inf;150]} => {class=3}",0.31,1.00,0.00 
"{product.type=C,surface.quality=E,condition=S,strength=[-Inf;150]} => {class=3}",0.31,1.00,0.00 
"{strength=[-Inf;150],surface.quality=E,condition=S,enamelability=[-Inf;1.80769230769]} => {class=3}",0.31,1.00,0.00 
"{surface.quality=E,carbon=[-Inf;2],condition=S} => {class=3}",0.31,1.00,0.00 
"{surface.quality=E,carbon=[-Inf;2],condition=S,bore=[-Inf; Inf]} => {class=3}",0.31,1.00,0.00 
"{surface.quality=E,condition=S} => {class=3}",0.31,1.00,0.00 
"{surface.quality=E,condition=S,strength=[-Inf;150]} => {class=3}",0.31,1.00,0.00 
"{packing=[-Inf; Inf],surface.quality=E,carbon=[-Inf;2],condition=S} => {class=3}",0.31,1.00,0.00 
"{packing=[-Inf; Inf],surface.quality=E,condition=S} => {class=3}",0.31,1.00,0.00 
"{product.type=C,surface.quality=E,carbon=[-Inf;2],condition=S} => {class=3}",0.31,1.00,0.00 
"{surface.quality=E,carbon=[-Inf;2],hardness=[-Inf;22.5]} => {class=3}",0.31,1.00,0.00 
"{product.type=C,surface.quality=E,condition=S,hardness=[-Inf;22.5]} => {class=3}",0.31,1.00,0.00 
"{surface.quality=E,carbon=[-Inf;2],hardness=[-Inf;22.5],bore=[-Inf; Inf]} => {class=3}",0.31,1.00,0.00 
"{surface.quality=E,carbon=[-Inf;2],hardness=[-Inf;22.5],strength=[-Inf;150]} => {class=3}",0.31,1.00,0.00 
"{surface.quality=E,carbon=[-Inf;2],condition=S,hardness=[-Inf;22.5]} => {class=3}",0.31,1.00,0.00 
"{formability=(1.5;2.11787072243],surface.quality=E,strength=[-Inf;150]} => {class=3}",0.24,1.00,0.00 
"{formability=(1.5;2.11787072243],surface.quality=E,condition=S,hardness=[-Inf;22.5]} => {class=3}",0.24,1.00,0.00 
"{formability=(1.5;2.11787072243],surface.quality=E,condition=S,enamelability=[-Inf;1.80769230769]} => {class=3}",0.24,1.00,0.00 
"{ } => {class=3}", 0,0,0
