rules,suppport,confidence,lift
"{dst_host_count=(254; Inf],service=b'ecr_i'} => {labels=smurf.}",0.57,1.00,0.00 
"{srv_count=(158; Inf],dst_host_same_src_port_rate=(0.995; Inf]} => {labels=smurf.}",0.57,1.00,0.00 
"{protocol_type=b'icmp',dst_host_srv_count=(254.5; Inf]} => {labels=smurf.}",0.57,1.00,0.00 
"{srv_count=(158; Inf],duration=[-Inf;0.5],service=b'ecr_i'} => {labels=smurf.}",0.57,1.00,0.00 
"{srv_count=(158; Inf],dst_host_srv_diff_host_rate=[-Inf;0.005],service=b'ecr_i'} => {labels=smurf.}",0.57,1.00,0.00 
"{srv_count=(158; Inf],dst_host_srv_count=(254.5; Inf]} => {labels=smurf.}",0.57,1.00,0.00 
"{src_bytes=(500;1040],service=b'ecr_i'} => {labels=smurf.}",0.57,1.00,0.00 
"{src_bytes=(500;1040],dst_host_diff_srv_rate=[-Inf;0.005]} => {labels=smurf.}",0.57,1.00,0.00 
"{src_bytes=(500;1040],protocol_type=b'icmp'} => {labels=smurf.}",0.57,1.00,0.00 
"{srv_count=(158; Inf],srv_diff_host_rate=[-Inf;0.005],service=b'ecr_i'} => {labels=smurf.}",0.57,1.00,0.00 
"{srv_count=(158; Inf],src_bytes=(500;1040],service=b'ecr_i'} => {labels=smurf.}",0.57,1.00,0.00 
"{srv_count=(158; Inf],service=b'ecr_i',dst_host_srv_serror_rate=[-Inf;0.005]} => {labels=smurf.}",0.57,1.00,0.00 
"{srv_count=(158; Inf],dst_host_same_src_port_rate=(0.995; Inf],service=b'ecr_i'} => {labels=smurf.}",0.57,1.00,0.00 
"{srv_count=(158; Inf],service=b'ecr_i'} => {labels=smurf.}",0.57,1.00,0.00 
"{srv_count=(158; Inf],service=b'ecr_i',flag=b'SF'} => {labels=smurf.}",0.57,1.00,0.00 
"{src_bytes=(500;1040],dst_host_same_src_port_rate=(0.995; Inf]} => {labels=smurf.}",0.57,1.00,0.00 
"{srv_count=(158; Inf],num_compromised=0,service=b'ecr_i'} => {labels=smurf.}",0.57,1.00,0.00 
"{srv_count=(158; Inf],root_shell=0,service=b'ecr_i'} => {labels=smurf.}",0.57,1.00,0.00 
"{ } => {labels=smurf.}", 0,0,0
