rules,suppport,confidence,lift
"{mass=[-Inf;27.85],plas=[-Inf;99.5],skin=[-Inf; Inf]} => {class=tested_negative}",0.10,1.00,0.00 
"{mass=[-Inf;27.85],plas=[-Inf;99.5],skin=[-Inf; Inf],insu=[-Inf;14.5]} => {class=tested_negative}",0.05,1.00,0.00 
"{mass=[-Inf;27.85],plas=[-Inf;99.5],insu=(14.5;121],age=[-Inf;28.5]} => {class=tested_negative}",0.04,1.00,0.00 
"{insu=[-Inf;14.5],mass=[-Inf;27.85],age=[-Inf;28.5],plas=(99.5;127.5]} => {class=tested_negative}",0.03,1.00,0.00 
"{plas=[-Inf;99.5],mass=[-Inf;27.85],pedi=(0.5275; Inf]} => {class=tested_negative}",0.03,1.00,0.00 
"{plas=[-Inf;99.5],mass=[-Inf;27.85],pedi=(0.5275; Inf],preg=[-Inf;6.5]} => {class=tested_negative}",0.02,1.00,0.00 
"{mass=[-Inf;27.85],plas=[-Inf;99.5],skin=[-Inf; Inf],age=(28.5; Inf]} => {class=tested_negative}",0.02,1.00,0.00 
"{plas=(154.5; Inf],insu=(121; Inf],preg=(6.5; Inf]} => {class=tested_positive}",0.02,1.00,0.00 
"{mass=[-Inf;27.85],plas=[-Inf;99.5],age=(28.5; Inf],pres=[-Inf; Inf]} => {class=tested_negative}",0.02,1.00,0.00 
"{skin=[-Inf; Inf],plas=(154.5; Inf],insu=(121; Inf],preg=(6.5; Inf]} => {class=tested_positive}",0.02,1.00,0.00 
"{plas=(154.5; Inf],insu=(121; Inf],age=(28.5; Inf],preg=(6.5; Inf]} => {class=tested_positive}",0.02,1.00,0.00 
"{plas=[-Inf;99.5],insu=(14.5;121],age=(28.5; Inf],preg=[-Inf;6.5]} => {class=tested_negative}",0.02,1.00,0.00 
"{mass=[-Inf;27.85],insu=(121; Inf],age=[-Inf;28.5]} => {class=tested_negative}",0.02,1.00,0.00 
"{mass=[-Inf;27.85],insu=(121; Inf],age=[-Inf;28.5],skin=[-Inf; Inf]} => {class=tested_negative}",0.02,1.00,0.00 
"{ } => {class=tested_negative}", 0,0,0
