rules,suppport,confidence,lift
"{width=(64.3;66.75],height=(51.8;56.15],wheelBase=(94.8;97.25],compressionRatio=[-Inf; Inf]} => {XClass=0}",0.11,1.00,0.00 
"{width=(64.3;66.75],height=(51.8;56.15],peakRpm=[-Inf; Inf],wheelBase=(94.8;97.25]} => {XClass=0}",0.11,1.00,0.00 
"{width=(64.3;66.75],height=(51.8;56.15],wheelBase=(94.8;97.25]} => {XClass=0}",0.11,1.00,0.00 
"{cityMpg=[-Inf;30.5],height=(51.8;56.15],engineLocation=front,wheelBase=(94.8;97.25]} => {XClass=0}",0.10,1.00,0.00 
"{cityMpg=[-Inf;30.5],height=(51.8;56.15],wheelBase=(94.8;97.25]} => {XClass=0}",0.10,1.00,0.00 
"{normalizedLosses=(96.5; Inf],wheelBase=(92.15;94.8],height=(51.8;56.15],numOfDoors=two} => {XClass=1}",0.09,1.00,0.00 
"{length=(168.75;173.3],stroke=[-Inf; Inf],highwayMpg=[-Inf;28.5],bore=(3.255; Inf]} => {XClass=3}",0.09,1.00,0.00 
"{numOfCylinders=four,normalizedLosses=(75.5;92],numOfDoors=four} => {XClass=0}",0.09,1.00,0.00 
"{cityMpg=[-Inf;30.5],wheelBase=(94.8;97.25],height=(51.8;56.15],highwayMpg=(28.5; Inf]} => {XClass=0}",0.09,1.00,0.00 
"{length=(168.75;173.3],highwayMpg=[-Inf;28.5],curbWeight=(2321.5; Inf],bore=(3.255; Inf]} => {XClass=3}",0.09,1.00,0.00 
"{numOfCylinders=four,peakRpm=[-Inf; Inf],normalizedLosses=(75.5;92],numOfDoors=four} => {XClass=0}",0.09,1.00,0.00 
"{length=(168.75;173.3],normalizedLosses=(96.5; Inf],highwayMpg=[-Inf;28.5],bore=(3.255; Inf]} => {XClass=3}",0.09,1.00,0.00 
"{cityMpg=[-Inf;30.5],height=(51.8;56.15],wheelBase=(94.8;97.25],numOfDoors=four} => {XClass=0}",0.09,1.00,0.00 
"{length=(168.75;173.3],fuelType=gas,highwayMpg=[-Inf;28.5],bore=(3.255; Inf]} => {XClass=3}",0.09,1.00,0.00 
"{length=(168.75;173.3],peakRpm=[-Inf; Inf],highwayMpg=[-Inf;28.5],bore=(3.255; Inf]} => {XClass=3}",0.09,1.00,0.00 
"{height=[-Inf;50.35],numOfDoors=two,length=(168.75;173.3]} => {XClass=3}",0.08,1.00,0.00 
"{ } => {XClass=0}", 0,0,0
