rules,suppport,confidence,lift
"{wage.increase.second.year=(2.75; Inf],bereavement.assistance=yes,wage.increase.first.year=(2.9; Inf],wage.increase.third.year=[-Inf; Inf]} => {class=good}",0.33,1.00,0.00 
"{shift.differential=[-Inf; Inf],standby.pay=[-Inf; Inf],contribution.to.dental.plan=full} => {class=good}",0.25,1.00,0.00 
"{wage.increase.first.year=(2.9; Inf],contribution.to.dental.plan=full,duration=[-Inf; Inf]} => {class=good}",0.25,1.00,0.00 
"{vacation=generous,wage.increase.first.year=(2.9; Inf],statutory.holidays=[-Inf; Inf]} => {class=good}",0.25,1.00,0.00 
"{wage.increase.second.year=(2.75; Inf],standby.pay=[-Inf; Inf],contribution.to.dental.plan=full} => {class=good}",0.25,1.00,0.00 
"{shift.differential=[-Inf; Inf],contribution.to.dental.plan=full,duration=[-Inf; Inf]} => {class=good}",0.25,1.00,0.00 
"{wage.increase.second.year=(2.75; Inf],contribution.to.dental.plan=full,statutory.holidays=[-Inf; Inf]} => {class=good}",0.25,1.00,0.00 
"{vacation=generous,wage.increase.first.year=(2.9; Inf]} => {class=good}",0.25,1.00,0.00 
"{contribution.to.dental.plan=full} => {class=good}",0.25,1.00,0.00 
"{wage.increase.first.year=(2.9; Inf],working.hours=[-Inf; Inf],contribution.to.dental.plan=full} => {class=good}",0.25,1.00,0.00 
"{wage.increase.first.year=(2.9; Inf],contribution.to.dental.plan=full,wage.increase.third.year=[-Inf; Inf]} => {class=good}",0.25,1.00,0.00 
"{contribution.to.dental.plan=full,duration=[-Inf; Inf],statutory.holidays=[-Inf; Inf]} => {class=good}",0.25,1.00,0.00 
"{shift.differential=[-Inf; Inf],contribution.to.dental.plan=full} => {class=good}",0.25,1.00,0.00 
"{shift.differential=[-Inf; Inf],contribution.to.dental.plan=full,wage.increase.third.year=[-Inf; Inf]} => {class=good}",0.25,1.00,0.00 
"{contribution.to.dental.plan=full,duration=[-Inf; Inf],wage.increase.third.year=[-Inf; Inf]} => {class=good}",0.25,1.00,0.00 
"{vacation=generous,standby.pay=[-Inf; Inf],wage.increase.first.year=(2.9; Inf]} => {class=good}",0.25,1.00,0.00 
"{working.hours=[-Inf; Inf],standby.pay=[-Inf; Inf],contribution.to.dental.plan=full} => {class=good}",0.25,1.00,0.00 
"{wage.increase.first.year=(2.9; Inf],contribution.to.dental.plan=full,statutory.holidays=[-Inf; Inf]} => {class=good}",0.25,1.00,0.00 
"{working.hours=[-Inf; Inf],contribution.to.dental.plan=full,statutory.holidays=[-Inf; Inf]} => {class=good}",0.25,1.00,0.00 
"{ } => {class=good}", 0,0,0
