rules,suppport,confidence,lift
"{peripheral_pulse=normal,pulse=(58; Inf],packed_cell_volume=[-Inf; Inf],surgery=yes} => {surgical_lesion=yes}",0.09,1.00,0.00 
"{peripheral_pulse=normal,respiratory_rate=[-Inf; Inf],pulse=(58; Inf],surgery=yes} => {surgical_lesion=yes}",0.09,1.00,0.00 
"{peripheral_pulse=normal,pulse=(58; Inf],Age=adult,surgery=yes} => {surgical_lesion=yes}",0.08,1.00,0.00 
"{nasogastric_reflux_PH=[-Inf; Inf],surgery=yes,outcome=died,peristalsis=hypomotile} => {surgical_lesion=yes}",0.08,1.00,0.00 
"{peristalsis=hypomotile,Age=adult,outcome=died,rectal_temperature=[-Inf; Inf]} => {surgical_lesion=yes}",0.08,1.00,0.00 
"{peristalsis=hypomotile,Age=adult,packed_cell_volume=[-Inf; Inf],outcome=died} => {surgical_lesion=yes}",0.08,1.00,0.00 
"{surgery=no,peristalsis=hypermotile,outcome=lived} => {surgical_lesion=no}",0.08,1.00,0.00 
"{surgery=yes,capillary_refill_time=<3,outcome=died,rectal_temperature=[-Inf; Inf]} => {surgical_lesion=yes}",0.08,1.00,0.00 
"{respiratory_rate=[-Inf; Inf],peristalsis=hypermotile,surgery=no,outcome=lived} => {surgical_lesion=no}",0.08,1.00,0.00 
"{surgery=no,rectal_temperature=[-Inf; Inf],peristalsis=hypermotile,outcome=lived} => {surgical_lesion=no}",0.08,1.00,0.00 
"{surgery=no,nasogastric_reflux_PH=[-Inf; Inf],peristalsis=hypermotile,outcome=lived} => {surgical_lesion=no}",0.08,1.00,0.00 
"{ } => {surgical_lesion=yes}", 0,0,0
