rules,suppport,confidence,lift
"{A14=(105;289],A9=f,A8=[-Inf;1.02],A7=v} => {class=-}",0.12,1.00,0.00 
"{A9=t,A15=(492; Inf],A1=b} => {class=+}",0.11,1.00,0.00 
"{A9=t,A13=g,A15=(492; Inf],A1=b} => {class=+}",0.11,1.00,0.00 
"{A12=t,A14=(105;289],A15=[-Inf;492],A9=f} => {class=-}",0.09,1.00,0.00 
"{A12=t,A14=(105;289],A2=[-Inf;39],A9=f} => {class=-}",0.09,1.00,0.00 
"{A4=y,A13=g,A9=f,A8=[-Inf;1.02]} => {class=-}",0.09,1.00,0.00 
"{A13=g,A5=p,A9=f,A8=[-Inf;1.02]} => {class=-}",0.09,1.00,0.00 
"{A1=b,A8=(1.02; Inf],A15=(492; Inf],A10=t} => {class=+}",0.08,1.00,0.00 
"{A12=t,A14=(105;289],A9=f,A10=f} => {class=-}",0.08,1.00,0.00 
"{A9=t,A15=(492; Inf],A11=(2.5; Inf],A1=b} => {class=+}",0.08,1.00,0.00 
"{A3=[-Inf;4.2075],A13=g,A9=f,A10=t} => {class=-}",0.07,1.00,0.00 
"{A8=[-Inf;1.02],A13=g,A9=f,A10=t} => {class=-}",0.07,1.00,0.00 
"{A12=f,A9=f,A8=[-Inf;1.02],A4=y} => {class=-}",0.07,1.00,0.00 
"{A2=[-Inf;39],A9=f,A10=t,A11=(0.5;2.5]} => {class=-}",0.07,1.00,0.00 
"{A2=[-Inf;39],A9=f,A11=(0.5;2.5]} => {class=-}",0.07,1.00,0.00 
"{A12=t,A14=(105;289],A9=f,A5=g} => {class=-}",0.07,1.00,0.00 
"{ } => {class=-}", 0,0,0
