rules,suppport,confidence,lift
"{oldpeak=(1.7; Inf],slope=(1.5; Inf],serum_cholestoral=[-Inf; Inf],chest=(3.5; Inf]} => {class=present}",0.13,1.00,0.00 
"{age=[-Inf;54.5],exercise_induced_angina=0,sex=0} => {class=absent}",0.12,1.00,0.00 
"{oldpeak=(1.7; Inf],exercise_induced_angina=1,chest=(3.5; Inf]} => {class=present}",0.11,1.00,0.00 
"{fasting_blood_sugar=0,chest=[-Inf;3.5],number_of_major_vessels=[-Inf;0.5],sex=0} => {class=absent}",0.13,1.00,0.00 
"{age=[-Inf;54.5],oldpeak=[-Inf;1.7],exercise_induced_angina=0,sex=0} => {class=absent}",0.12,1.00,0.00 
"{age=[-Inf;54.5],thal=[-Inf;4.5],sex=0,serum_cholestoral=[-Inf; Inf]} => {class=absent}",0.14,1.00,0.00 
"{age=[-Inf;54.5],exercise_induced_angina=0,sex=0,fasting_blood_sugar=0} => {class=absent}",0.12,1.00,0.00 
"{age=[-Inf;54.5],number_of_major_vessels=[-Inf;0.5],sex=0,thal=[-Inf;4.5]} => {class=absent}",0.12,1.00,0.00 
"{chest=[-Inf;3.5],number_of_major_vessels=[-Inf;0.5],sex=0,oldpeak=[-Inf;1.7]} => {class=absent}",0.14,1.00,0.00 
"{oldpeak=(1.7; Inf],resting_electrocardiographic_results=[-Inf; Inf],exercise_induced_angina=1,chest=(3.5; Inf]} => {class=present}",0.11,1.00,0.00 
"{age=[-Inf;54.5],chest=[-Inf;3.5],sex=0,thal=[-Inf;4.5]} => {class=absent}",0.11,1.00,0.00 
"{chest=[-Inf;3.5],number_of_major_vessels=[-Inf;0.5],sex=0,serum_cholestoral=[-Inf; Inf]} => {class=absent}",0.14,1.00,0.00 
"{age=[-Inf;54.5],thal=[-Inf;4.5],sex=0,resting_blood_pressure=[-Inf; Inf]} => {class=absent}",0.14,1.00,0.00 
"{ } => {class=absent}", 0,0,0
