rules,suppport,confidence,lift
"{property_magnitude=real estate,other_payment_plans=none,duration=[-Inf;15.5],checking_status=no checking} => {class=good}",0.06,1.00,0.00 
"{credit_history=critical/other existing credit,checking_status=no checking,age=[-Inf; Inf],purpose=radio/tv} => {class=good}",0.05,1.00,0.00 
"{credit_history=critical/other existing credit,checking_status=no checking,purpose=radio/tv} => {class=good}",0.05,1.00,0.00 
"{installment_commitment=[-Inf; Inf],credit_history=critical/other existing credit,checking_status=no checking,purpose=radio/tv} => {class=good}",0.05,1.00,0.00 
"{other_payment_plans=none,credit_history=critical/other existing credit,property_magnitude=car,checking_status=no checking} => {class=good}",0.05,1.00,0.00 
"{housing=own,property_magnitude=real estate,duration=[-Inf;15.5],checking_status=no checking} => {class=good}",0.05,1.00,0.00 
"{other_payment_plans=none,credit_history=critical/other existing credit,checking_status=no checking,purpose=radio/tv} => {class=good}",0.05,1.00,0.00 
"{own_telephone=none,credit_history=critical/other existing credit,duration=[-Inf;15.5],checking_status=no checking} => {class=good}",0.05,1.00,0.00 
"{other_payment_plans=none,purpose=used car,checking_status=no checking,other_parties=none} => {class=good}",0.05,1.00,0.00 
"{other_payment_plans=none,purpose=used car,checking_status=no checking} => {class=good}",0.05,1.00,0.00 
"{property_magnitude=real estate,credit_history=critical/other existing credit,duration=[-Inf;15.5],personal_status=male single} => {class=good}",0.04,1.00,0.00 
"{employment=>=7,credit_history=critical/other existing credit,job=skilled,checking_status=no checking} => {class=good}",0.04,1.00,0.00 
"{job=unskilled resident,credit_history=critical/other existing credit,credit_amount=[-Inf;3913.5],duration=[-Inf;15.5]} => {class=good}",0.04,1.00,0.00 
"{num_dependents=1,credit_history=critical/other existing credit,checking_status=no checking,purpose=radio/tv} => {class=good}",0.05,1.00,0.00 
"{ } => {class=good}", 0,0,0
