rules,suppport,confidence,lift
"{attribute_36=[-Inf;0.44265],attribute_11=(0.19795; Inf],attribute_47=(0.06235; Inf],attribute_51=(0.01195; Inf]} => {Class=Mine}",0.25,1.00,0.00 
"{attribute_48=(0.07585; Inf],attribute_51=(0.01195; Inf],attribute_36=[-Inf;0.44265],attribute_13=(0.16265; Inf]} => {Class=Mine}",0.23,1.00,0.00 
"{attribute_10=[-Inf;0.1506],attribute_54=[-Inf;0.0225],attribute_21=[-Inf;0.6496],attribute_45=[-Inf;0.38545]} => {Class=Rock}",0.23,1.00,0.00 
"{attribute_48=(0.07585; Inf],attribute_9=(0.10115; Inf],attribute_51=(0.01195; Inf],attribute_36=[-Inf;0.44265]} => {Class=Mine}",0.23,1.00,0.00 
"{attribute_12=[-Inf;0.19625],attribute_40=[-Inf; Inf],attribute_21=[-Inf;0.6496],attribute_45=[-Inf;0.38545]} => {Class=Rock}",0.22,1.00,0.00 
"{attribute_12=[-Inf;0.19625],attribute_23=[-Inf; Inf],attribute_21=[-Inf;0.6496],attribute_45=[-Inf;0.38545]} => {Class=Rock}",0.22,1.00,0.00 
"{attribute_12=[-Inf;0.19625],attribute_38=[-Inf; Inf],attribute_21=[-Inf;0.6496],attribute_45=[-Inf;0.38545]} => {Class=Rock}",0.22,1.00,0.00 
"{attribute_12=[-Inf;0.19625],attribute_24=[-Inf; Inf],attribute_21=[-Inf;0.6496],attribute_45=[-Inf;0.38545]} => {Class=Rock}",0.22,1.00,0.00 
"{attribute_12=[-Inf;0.19625],attribute_59=[-Inf; Inf],attribute_21=[-Inf;0.6496],attribute_45=[-Inf;0.38545]} => {Class=Rock}",0.22,1.00,0.00 
"{attribute_12=[-Inf;0.19625],attribute_26=[-Inf; Inf],attribute_21=[-Inf;0.6496],attribute_45=[-Inf;0.38545]} => {Class=Rock}",0.22,1.00,0.00 
"{attribute_17=[-Inf; Inf],attribute_12=[-Inf;0.19625],attribute_21=[-Inf;0.6496],attribute_45=[-Inf;0.38545]} => {Class=Rock}",0.22,1.00,0.00 
"{attribute_22=[-Inf; Inf],attribute_12=[-Inf;0.19625],attribute_21=[-Inf;0.6496],attribute_45=[-Inf;0.38545]} => {Class=Rock}",0.22,1.00,0.00 
"{attribute_43=[-Inf; Inf],attribute_12=[-Inf;0.19625],attribute_21=[-Inf;0.6496],attribute_45=[-Inf;0.38545]} => {Class=Rock}",0.22,1.00,0.00 
"{attribute_12=[-Inf;0.19625],attribute_45=[-Inf;0.38545],attribute_1=[-Inf; Inf],attribute_21=[-Inf;0.6496]} => {Class=Rock}",0.22,1.00,0.00 
"{attribute_12=[-Inf;0.19625],attribute_45=[-Inf;0.38545],attribute_21=[-Inf;0.6496],attribute_2=[-Inf;0.08145]} => {Class=Rock}",0.22,1.00,0.00 
"{attribute_33=[-Inf; Inf],attribute_12=[-Inf;0.19625],attribute_21=[-Inf;0.6496],attribute_45=[-Inf;0.38545]} => {Class=Rock}",0.22,1.00,0.00 
"{attribute_12=[-Inf;0.19625],attribute_31=[-Inf; Inf],attribute_21=[-Inf;0.6496],attribute_45=[-Inf;0.38545]} => {Class=Rock}",0.22,1.00,0.00 
"{attribute_12=[-Inf;0.19625],attribute_56=[-Inf; Inf],attribute_21=[-Inf;0.6496],attribute_45=[-Inf;0.38545]} => {Class=Rock}",0.22,1.00,0.00 
"{attribute_12=[-Inf;0.19625],attribute_32=[-Inf; Inf],attribute_21=[-Inf;0.6496],attribute_45=[-Inf;0.38545]} => {Class=Rock}",0.22,1.00,0.00 
"{ } => {Class=Mine}", 0,0,0
