rules,suppport,confidence,lift
"{oldpeak=(0.85; Inf],thal=(4.5; Inf],exercise_induced_angina=1,chest=(3.5; Inf]} => {class=present}",0.14,1.00,0.00 
"{oldpeak=(0.85; Inf],slope=(1.5; Inf],number_of_major_vessels=(0.5; Inf],exercise_induced_angina=1} => {class=present}",0.11,1.00,0.00 
"{fasting_blood_sugar=0,chest=[-Inf;3.5],number_of_major_vessels=[-Inf;0.5],sex=0} => {class=absent}",0.11,1.00,0.00 
"{oldpeak=(0.85; Inf],thal=(4.5; Inf],maximum_heart_rate_achieved=[-Inf;147.5],exercise_induced_angina=1} => {class=present}",0.13,1.00,0.00 
"{age=(54.5; Inf],oldpeak=(0.85; Inf],thal=(4.5; Inf],exercise_induced_angina=1} => {class=present}",0.10,1.00,0.00 
"{fasting_blood_sugar=0,chest=[-Inf;3.5],slope=[-Inf;1.5],sex=0} => {class=absent}",0.09,1.00,0.00 
"{age=[-Inf;54.5],oldpeak=[-Inf;0.85],resting_electrocardiographic_results=[-Inf; Inf],sex=0} => {class=absent}",0.09,1.00,0.00 
"{age=[-Inf;54.5],exercise_induced_angina=0,sex=0,resting_blood_pressure=[-Inf; Inf]} => {class=absent}",0.09,1.00,0.00 
"{age=[-Inf;54.5],oldpeak=[-Inf;0.85],sex=0,serum_cholestoral=[-Inf; Inf]} => {class=absent}",0.09,1.00,0.00 
"{fasting_blood_sugar=0,chest=[-Inf;3.5],sex=0,oldpeak=[-Inf;0.85]} => {class=absent}",0.10,1.00,0.00 
"{age=[-Inf;54.5],exercise_induced_angina=0,sex=0,thal=[-Inf;4.5]} => {class=absent}",0.09,1.00,0.00 
"{age=[-Inf;54.5],maximum_heart_rate_achieved=(147.5; Inf],sex=0,resting_blood_pressure=[-Inf; Inf]} => {class=absent}",0.10,1.00,0.00 
"{chest=[-Inf;3.5],number_of_major_vessels=[-Inf;0.5],sex=0,serum_cholestoral=[-Inf; Inf]} => {class=absent}",0.12,1.00,0.00 
"{ } => {class=absent}", 0,0,0
