rules,suppport,confidence,lift
"{hypopituitary=f,TSH=[-Inf;6.05],TT4=(89.5;146.5],T4U=[-Inf; Inf]} => {Class=negative}",0.60,1.00,0.00 
"{hypopituitary=f,TSH=[-Inf;6.05],TT4=(89.5;146.5],age=[-Inf; Inf]} => {Class=negative}",0.60,1.00,0.00 
"{TSH=[-Inf;6.05],TT4=(89.5;146.5],T4U=[-Inf; Inf]} => {Class=negative}",0.60,1.00,0.00 
"{TSH=[-Inf;6.05],TT4=(89.5;146.5],T4U=[-Inf; Inf],age=[-Inf; Inf]} => {Class=negative}",0.60,1.00,0.00 
"{TSH=[-Inf;6.05],TT4=(89.5;146.5],on.antithyroid.medication=f,T4U=[-Inf; Inf]} => {Class=negative}",0.60,1.00,0.00 
"{TSH=[-Inf;6.05],on.antithyroid.medication=f,TT4=(89.5;146.5],age=[-Inf; Inf]} => {Class=negative}",0.60,1.00,0.00 
"{pregnant=f,TSH=[-Inf;6.05],TT4=(89.5;146.5],T4U=[-Inf; Inf]} => {Class=negative}",0.60,1.00,0.00 
"{TSH=[-Inf;6.05],TT4=(89.5;146.5],goitre=f,TBG.measured=f} => {Class=negative}",0.60,1.00,0.00 
"{TSH=[-Inf;6.05],query.on.thyroxine=f,TT4=(89.5;146.5]} => {Class=negative}",0.60,1.00,0.00 
"{hypopituitary=f,TSH=[-Inf;6.05],query.on.thyroxine=f,TT4=(89.5;146.5]} => {Class=negative}",0.60,1.00,0.00 
"{pregnant=f,TSH=[-Inf;6.05],TT4=(89.5;146.5]} => {Class=negative}",0.60,1.00,0.00 
"{thyroid.surgery=f,TSH=[-Inf;6.05],TT4=(89.5;146.5],age=[-Inf; Inf]} => {Class=negative}",0.60,1.00,0.00 
"{thyroid.surgery=f,TSH=[-Inf;6.05],TT4=(89.5;146.5]} => {Class=negative}",0.60,1.00,0.00 
"{lithium=f,TSH=[-Inf;6.05],on.antithyroid.medication=f,TT4=(89.5;146.5]} => {Class=negative}",0.59,1.00,0.00 
"{TSH=[-Inf;6.05],I131.treatment=f,TT4=(89.5;146.5],T4U=[-Inf; Inf]} => {Class=negative}",0.59,1.00,0.00 
"{TSH=[-Inf;6.05],I131.treatment=f,TT4=(89.5;146.5]} => {Class=negative}",0.59,1.00,0.00 
"{ } => {Class=negative}", 0,0,0
