rules,suppport,confidence,lift
"{Bare_Nuclei=[-Inf;1.5],Single_Epi_Cell_Size=[-Inf;2.5],Mitoses=[-Inf;1.5]} => {Class=benign}",0.51,1.00,0.00 
"{Bare_Nuclei=[-Inf;1.5],Single_Epi_Cell_Size=[-Inf;2.5],Normal_Nucleoli=[-Inf;2.5]} => {Class=benign}",0.51,1.00,0.00 
"{Bare_Nuclei=[-Inf;1.5],Single_Epi_Cell_Size=[-Inf;2.5],Normal_Nucleoli=[-Inf;2.5],Mitoses=[-Inf;1.5]} => {Class=benign}",0.50,1.00,0.00 
"{Bare_Nuclei=[-Inf;1.5],Normal_Nucleoli=[-Inf;2.5],Cell_Shape_Uniformity=[-Inf;2.5]} => {Class=benign}",0.49,1.00,0.00 
"{Bare_Nuclei=[-Inf;1.5],Mitoses=[-Inf;1.5],Normal_Nucleoli=[-Inf;2.5],Cell_Shape_Uniformity=[-Inf;2.5]} => {Class=benign}",0.49,1.00,0.00 
"{Single_Epi_Cell_Size=[-Inf;2.5],Marginal_Adhesion=[-Inf;1.5],Normal_Nucleoli=[-Inf;2.5],Mitoses=[-Inf;1.5]} => {Class=benign}",0.47,1.00,0.00 
"{Bare_Nuclei=[-Inf;1.5],Mitoses=[-Inf;1.5],Cell_Size_Uniformity=[-Inf;1.5]} => {Class=benign}",0.47,1.00,0.00 
"{Bare_Nuclei=[-Inf;1.5],Normal_Nucleoli=[-Inf;2.5],Cell_Size_Uniformity=[-Inf;1.5]} => {Class=benign}",0.47,1.00,0.00 
"{Bare_Nuclei=[-Inf;1.5],Single_Epi_Cell_Size=[-Inf;2.5],Normal_Nucleoli=[-Inf;2.5],Cell_Shape_Uniformity=[-Inf;2.5]} => {Class=benign}",0.47,1.00,0.00 
"{Bare_Nuclei=[-Inf;1.5],Marginal_Adhesion=[-Inf;1.5],Mitoses=[-Inf;1.5]} => {Class=benign}",0.46,1.00,0.00 
"{Mitoses=[-Inf;1.5],Marginal_Adhesion=[-Inf;1.5],Normal_Nucleoli=[-Inf;2.5],Cell_Size_Uniformity=[-Inf;1.5]} => {Class=benign}",0.45,1.00,0.00 
"{Bare_Nuclei=[-Inf;1.5],Single_Epi_Cell_Size=[-Inf;2.5],Normal_Nucleoli=[-Inf;2.5],Cell_Size_Uniformity=[-Inf;1.5]} => {Class=benign}",0.45,1.00,0.00 
"{Bare_Nuclei=[-Inf;1.5],Cell_Size_Uniformity=[-Inf;1.5],Cell_Shape_Uniformity=[-Inf;2.5]} => {Class=benign}",0.45,1.00,0.00 
"{Bare_Nuclei=[-Inf;1.5],Cell_Size_Uniformity=[-Inf;1.5],Mitoses=[-Inf;1.5],Cell_Shape_Uniformity=[-Inf;2.5]} => {Class=benign}",0.45,1.00,0.00 
"{Bare_Nuclei=[-Inf;1.5],Cell_Size_Uniformity=[-Inf;1.5],Normal_Nucleoli=[-Inf;2.5],Cell_Shape_Uniformity=[-Inf;2.5]} => {Class=benign}",0.45,1.00,0.00 
"{Bare_Nuclei=[-Inf;1.5],Single_Epi_Cell_Size=[-Inf;2.5],Marginal_Adhesion=[-Inf;1.5],Normal_Nucleoli=[-Inf;2.5]} => {Class=benign}",0.43,1.00,0.00 
"{Bare_Nuclei=[-Inf;1.5],Marginal_Adhesion=[-Inf;1.5],Normal_Nucleoli=[-Inf;2.5],Cell_Shape_Uniformity=[-Inf;2.5]} => {Class=benign}",0.42,1.00,0.00 
"{Clump_Thickness=[-Inf;4.5],Marginal_Adhesion=[-Inf;1.5],Mitoses=[-Inf;1.5]} => {Class=benign}",0.42,1.00,0.00 
"{Clump_Thickness=[-Inf;4.5],Marginal_Adhesion=[-Inf;1.5],Normal_Nucleoli=[-Inf;2.5]} => {Class=benign}",0.41,1.00,0.00 
"{Clump_Thickness=[-Inf;4.5],Marginal_Adhesion=[-Inf;1.5],Normal_Nucleoli=[-Inf;2.5],Mitoses=[-Inf;1.5]} => {Class=benign}",0.41,1.00,0.00 
"{Clump_Thickness=[-Inf;4.5],Single_Epi_Cell_Size=[-Inf;2.5],Marginal_Adhesion=[-Inf;1.5]} => {Class=benign}",0.40,1.00,0.00 
"{ } => {Class=benign}", 0,0,0
