rules,suppport,confidence,lift
"{rawred.mean=(71.3889; Inf]} => {class=sky}",0.14,1.00,0.00 
"{rawgreen.mean=(77.2778; Inf],intensity.mean=(84.11115; Inf],value.mean=(103.3887; Inf]} => {class=sky}",0.14,1.00,0.00 
"{rawgreen.mean=(77.2778; Inf],rawred.mean=(71.3889; Inf],value.mean=(103.3887; Inf]} => {class=sky}",0.14,1.00,0.00 
"{rawblue.mean=(103.3887; Inf],rawgreen.mean=(77.2778; Inf],value.mean=(103.3887; Inf]} => {class=sky}",0.14,1.00,0.00 
"{rawblue.mean=(103.3887; Inf],intensity.mean=(84.11115; Inf]} => {class=sky}",0.14,1.00,0.00 
"{rawblue.mean=(103.3887; Inf],rawred.mean=(71.3889; Inf]} => {class=sky}",0.14,1.00,0.00 
"{rawgreen.mean=(77.2778; Inf]} => {class=sky}",0.14,1.00,0.00 
"{rawblue.mean=(103.3887; Inf],intensity.mean=(84.11115; Inf],rawgreen.mean=(77.2778; Inf]} => {class=sky}",0.14,1.00,0.00 
"{rawblue.mean=(103.3887; Inf],rawred.mean=(71.3889; Inf],rawgreen.mean=(77.2778; Inf]} => {class=sky}",0.14,1.00,0.00 
"{rawgreen.mean=(77.2778; Inf],value.mean=(103.3887; Inf]} => {class=sky}",0.14,1.00,0.00 
"{region.pixel.count=9,rawblue.mean=(103.3887; Inf],intensity.mean=(84.11115; Inf]} => {class=sky}",0.14,1.00,0.00 
"{region.pixel.count=9,rawblue.mean=(103.3887; Inf],value.mean=(103.3887; Inf]} => {class=sky}",0.14,1.00,0.00 
"{region.pixel.count=9,intensity.mean=(84.11115; Inf]} => {class=sky}",0.14,1.00,0.00 
"{region.pixel.count=9,rawblue.mean=(103.3887; Inf],intensity.mean=(84.11115; Inf],rawgreen.mean=(77.2778; Inf]} => {class=sky}",0.14,1.00,0.00 
"{region.pixel.count=9,rawred.mean=(71.3889; Inf],value.mean=(103.3887; Inf]} => {class=sky}",0.14,1.00,0.00 
"{region.pixel.count=9,rawgreen.mean=(77.2778; Inf],rawred.mean=(71.3889; Inf]} => {class=sky}",0.14,1.00,0.00 
"{region.pixel.count=9,intensity.mean=(84.11115; Inf],value.mean=(103.3887; Inf]} => {class=sky}",0.14,1.00,0.00 
"{ } => {class=brickface}", 0,0,0
