rules,suppport,confidence,lift
"{other_payment_plans=none,credit_history=critical/other existing credit,checking_status=no checking,personal_status=male single} => {class=good}",0.08,1.00,0.00 
"{other_payment_plans=none,credit_history=critical/other existing credit,duration=[-Inf;15.5],checking_status=no checking} => {class=good}",0.06,1.00,0.00 
"{other_payment_plans=none,own_telephone=yes,duration=[-Inf;15.5],checking_status=no checking} => {class=good}",0.05,1.00,0.00 
"{other_payment_plans=none,purpose=used car,residence_since=[-Inf; Inf],checking_status=no checking} => {class=good}",0.05,1.00,0.00 
"{other_payment_plans=none,purpose=used car,checking_status=no checking,age=[-Inf; Inf]} => {class=good}",0.05,1.00,0.00 
"{purpose=used car,personal_status=male single,checking_status=no checking} => {class=good}",0.04,1.00,0.00 
"{employment=4<=X<7,own_telephone=yes,checking_status=no checking} => {class=good}",0.04,1.00,0.00 
"{employment=4<=X<7,own_telephone=yes,residence_since=[-Inf; Inf],checking_status=no checking} => {class=good}",0.04,1.00,0.00 
"{own_telephone=yes,credit_amount=[-Inf;3913.5],checking_status=no checking,purpose=radio/tv} => {class=good}",0.04,1.00,0.00 
"{employment=4<=X<7,own_telephone=yes,existing_credits=[-Inf; Inf],checking_status=no checking} => {class=good}",0.04,1.00,0.00 
"{purpose=used car,personal_status=male single,foreign_worker=yes,checking_status=no checking} => {class=good}",0.04,1.00,0.00 
"{employment=>=7,num_dependents=1,own_telephone=yes,checking_status=no checking} => {class=good}",0.04,1.00,0.00 
"{ } => {class=good}", 0,0,0
