rules,suppport,confidence,lift
"{a14=(-0.554585;0.652535],a25=(0.3303;0.999495],a33=(0.000125;0.994855]} => {class=g}",0.34,1.00,0.00 
"{a14=(-0.554585;0.652535],a20=(-0.90693;0.975495],a33=(0.000125;0.994855],a25=(0.3303;0.999495]} => {class=g}",0.34,1.00,0.00 
"{a24=(-0.987455;0.89747],a14=(-0.554585;0.652535],a25=(0.3303;0.999495],a33=(0.000125;0.994855]} => {class=g}",0.34,1.00,0.00 
"{a26=(-0.98148;0.80245],a14=(-0.554585;0.652535],a25=(0.3303;0.999495],a33=(0.000125;0.994855]} => {class=g}",0.34,1.00,0.00 
"{a14=(-0.554585;0.652535],a09=(0.05561; Inf],a33=(0.000125;0.994855],a25=(0.3303;0.999495]} => {class=g}",0.33,1.00,0.00 
"{a10=(-0.57299;0.591395],a25=(0.3303;0.999495],a33=(0.000125;0.994855],a14=(-0.554585;0.652535]} => {class=g}",0.33,1.00,0.00 
"{a29=(0.06779;0.997],a14=(-0.554585;0.652535],a25=(0.3303;0.999495],a33=(0.000125;0.994855]} => {class=g}",0.32,1.00,0.00 
"{a14=(-0.554585;0.652535],a25=(0.3303;0.999495],a33=(0.000125;0.994855],a31=(0.132415;0.995285]} => {class=g}",0.32,1.00,0.00 
"{a26=(-0.98148;0.80245],a18=(-0.79667;0.99361],a03=(0.73947;0.998505],a07=(0.037175;0.999995]} => {class=g}",0.31,1.00,0.00 
"{a14=(-0.554585;0.652535],a25=(0.3303;0.999495],a21=(0.07206;0.99888],a33=(0.000125;0.994855]} => {class=g}",0.31,1.00,0.00 
"{a17=[-Inf; Inf],a03=(0.73947;0.998505],a28=(-0.96648;0.86022],a07=(0.037175;0.999995]} => {class=g}",0.31,1.00,0.00 
"{a26=(-0.98148;0.80245],a32=(-0.969765;0.87076],a03=(0.73947;0.998505],a07=(0.037175;0.999995]} => {class=g}",0.31,1.00,0.00 
"{a20=(-0.90693;0.975495],a03=(0.73947;0.998505],a28=(-0.96648;0.86022],a07=(0.037175;0.999995]} => {class=g}",0.31,1.00,0.00 
"{a24=(-0.987455;0.89747],a03=(0.73947;0.998505],a28=(-0.96648;0.86022],a07=(0.037175;0.999995]} => {class=g}",0.31,1.00,0.00 
"{a26=(-0.98148;0.80245],a03=(0.73947;0.998505],a19=[-Inf; Inf],a07=(0.037175;0.999995]} => {class=g}",0.31,1.00,0.00 
"{a10=(-0.57299;0.591395],a25=(0.3303;0.999495],a14=(-0.554585;0.652535],a13=(0.35474;0.998725]} => {class=g}",0.30,1.00,0.00 
"{a26=(-0.98148;0.80245],a03=(0.73947;0.998505],a30=(-0.94837;0.930305],a07=(0.037175;0.999995]} => {class=g}",0.30,1.00,0.00 
"{a33=(0.000125;0.994855],a25=(0.3303;0.999495],a28=(-0.96648;0.86022],a07=(0.037175;0.999995]} => {class=g}",0.29,1.00,0.00 
"{a25=(0.3303;0.999495],a33=(0.000125;0.994855],a07=(0.037175;0.999995]} => {class=g}",0.29,1.00,0.00 
"{a28=(-0.96648;0.86022],a02=0,a03=(0.73947;0.998505],a07=(0.037175;0.999995]} => {class=g}",0.31,1.00,0.00 
"{ } => {class=g}", 0,0,0
