rules,suppport,confidence,lift
"{oldpeak=(1.7; Inf],thal=(4.5; Inf],chest=(3.5; Inf],age=[-Inf; Inf]} => {class=present}",0.13,1.00,0.00 
"{oldpeak=(1.7; Inf],thal=(4.5; Inf],number_of_major_vessels=(0.5; Inf]} => {class=present}",0.12,1.00,0.00 
"{oldpeak=(1.7; Inf],thal=(4.5; Inf],number_of_major_vessels=(0.5; Inf],age=[-Inf; Inf]} => {class=present}",0.12,1.00,0.00 
"{oldpeak=(1.7; Inf],thal=(4.5; Inf],maximum_heart_rate_achieved=[-Inf;147.5],chest=(3.5; Inf]} => {class=present}",0.12,1.00,0.00 
"{chest=[-Inf;3.5],maximum_heart_rate_achieved=(147.5; Inf],sex=0,thal=[-Inf;4.5]} => {class=absent}",0.14,1.00,0.00 
"{chest=[-Inf;3.5],exercise_induced_angina=0,sex=0,thal=[-Inf;4.5]} => {class=absent}",0.17,1.00,0.00 
"{chest=[-Inf;3.5],exercise_induced_angina=0,maximum_heart_rate_achieved=(147.5; Inf],sex=0} => {class=absent}",0.14,1.00,0.00 
"{chest=[-Inf;3.5],thal=[-Inf;4.5],sex=0,age=[-Inf; Inf]} => {class=absent}",0.18,1.00,0.00 
"{chest=[-Inf;3.5],number_of_major_vessels=[-Inf;0.5],sex=0,serum_cholestoral=[-Inf; Inf]} => {class=absent}",0.14,1.00,0.00 
"{chest=[-Inf;3.5],resting_electrocardiographic_results=[-Inf; Inf],maximum_heart_rate_achieved=(147.5; Inf],sex=0} => {class=absent}",0.15,1.00,0.00 
"{chest=[-Inf;3.5],number_of_major_vessels=[-Inf;0.5],sex=0,resting_blood_pressure=[-Inf; Inf]} => {class=absent}",0.14,1.00,0.00 
"{chest=[-Inf;3.5],thal=[-Inf;4.5],sex=0,resting_blood_pressure=[-Inf; Inf]} => {class=absent}",0.18,1.00,0.00 
"{ } => {class=absent}", 0,0,0
