rules,suppport,confidence,lift
"{word_freq_order=[-Inf;0.045],word_freq_george=(0.44; Inf],word_freq_parts=[-Inf; Inf]} => {class=0}",0.13,1.00,0.00 
"{word_freq_order=[-Inf;0.045],word_freq_george=(0.44; Inf],word_freq_3d=[-Inf;0.365]} => {class=0}",0.13,1.00,0.00 
"{word_freq_font=[-Inf;0.115],word_freq_order=[-Inf;0.045],word_freq_george=(0.44; Inf]} => {class=0}",0.13,1.00,0.00 
"{word_freq_credit=[-Inf;0.08],word_freq_order=[-Inf;0.045],word_freq_george=(0.44; Inf]} => {class=0}",0.13,1.00,0.00 
"{word_freq_receive=[-Inf;0.045],word_freq_order=[-Inf;0.045],word_freq_george=(0.44; Inf]} => {class=0}",0.13,1.00,0.00 
"{word_freq_order=[-Inf;0.045],word_freq_george=(0.44; Inf],word_freq_cs=[-Inf;0.115]} => {class=0}",0.13,1.00,0.00 
"{word_freq_report=[-Inf;0.045],word_freq_order=[-Inf;0.045],word_freq_george=(0.44; Inf]} => {class=0}",0.13,1.00,0.00 
"{word_freq_order=[-Inf;0.045],word_freq_george=(0.44; Inf],word_freq_business=[-Inf;0.055]} => {class=0}",0.13,1.00,0.00 
"{word_freq_order=[-Inf;0.045],word_freq_edu=[-Inf;0.035],word_freq_george=(0.44; Inf]} => {class=0}",0.13,1.00,0.00 
"{word_freq_order=[-Inf;0.045],word_freq_george=(0.44; Inf],word_freq_over=[-Inf;0.075]} => {class=0}",0.13,1.00,0.00 
"{word_freq_email=[-Inf;0.015],word_freq_order=[-Inf;0.045],word_freq_george=(0.44; Inf]} => {class=0}",0.13,1.00,0.00 
"{word_freq_order=[-Inf;0.045],word_freq_george=(0.44; Inf],word_freq_project=[-Inf;0.085]} => {class=0}",0.13,1.00,0.00 
"{word_freq_order=[-Inf;0.045],word_freq_george=(0.44; Inf],word_freq_all=[-Inf;0.235]} => {class=0}",0.12,1.00,0.00 
"{word_freq_george=(0.44; Inf],X.char_freq_..21.=[-Inf;0.005]} => {class=0}",0.11,1.00,0.00 
"{word_freq_table=[-Inf; Inf],word_freq_george=(0.44; Inf],X.char_freq_..21.=[-Inf;0.005]} => {class=0}",0.11,1.00,0.00 
"{word_freq_receive=[-Inf;0.045],word_freq_george=(0.44; Inf],X.char_freq_..21.=[-Inf;0.005]} => {class=0}",0.11,1.00,0.00 
"{word_freq_george=(0.44; Inf],X.char_freq_..21.=[-Inf;0.005],word_freq_money=[-Inf;0.01]} => {class=0}",0.11,1.00,0.00 
"{word_freq_george=(0.44; Inf],word_freq_cs=[-Inf;0.115],X.char_freq_..21.=[-Inf;0.005]} => {class=0}",0.11,1.00,0.00 
"{X.char_freq_..24.=[-Inf;0.0125],word_freq_george=(0.44; Inf],X.char_freq_..21.=[-Inf;0.005]} => {class=0}",0.11,1.00,0.00 
"{word_freq_internet=[-Inf;0.015],word_freq_george=(0.44; Inf],X.char_freq_..21.=[-Inf;0.005]} => {class=0}",0.11,1.00,0.00 
"{word_freq_pm=[-Inf;0.105],word_freq_order=[-Inf;0.045],word_freq_george=(0.44; Inf]} => {class=0}",0.11,1.00,0.00 
"{ } => {class=0}", 0,0,0
