rules,suppport,confidence,lift
"{other_payment_plans=none,credit_history=critical/other existing credit,checking_status=no checking,purpose=radio/tv} => {class=good}",0.06,1.00,0.00 
"{savings_status=no known savings,credit_amount=[-Inf;3913.5],job=skilled,checking_status=no checking} => {class=good}",0.05,1.00,0.00 
"{other_payment_plans=none,purpose=used car,existing_credits=[-Inf; Inf],checking_status=no checking} => {class=good}",0.05,1.00,0.00 
"{purpose=used car,credit_amount=[-Inf;3913.5]} => {class=good}",0.04,1.00,0.00 
"{purpose=used car,installment_commitment=[-Inf; Inf],credit_amount=[-Inf;3913.5],age=[-Inf; Inf]} => {class=good}",0.04,1.00,0.00 
"{existing_credits=[-Inf; Inf],purpose=used car,credit_amount=[-Inf;3913.5],age=[-Inf; Inf]} => {class=good}",0.04,1.00,0.00 
"{purpose=used car,foreign_worker=yes,installment_commitment=[-Inf; Inf],credit_amount=[-Inf;3913.5]} => {class=good}",0.04,1.00,0.00 
"{duration=[-Inf;34.5],purpose=used car,installment_commitment=[-Inf; Inf],credit_amount=[-Inf;3913.5]} => {class=good}",0.04,1.00,0.00 
"{duration=[-Inf;34.5],purpose=used car,credit_amount=[-Inf;3913.5]} => {class=good}",0.04,1.00,0.00 
"{existing_credits=[-Inf; Inf],foreign_worker=yes,purpose=used car,credit_amount=[-Inf;3913.5]} => {class=good}",0.04,1.00,0.00 
"{existing_credits=[-Inf; Inf],purpose=used car,credit_amount=[-Inf;3913.5],other_parties=none} => {class=good}",0.04,1.00,0.00 
"{purpose=used car,installment_commitment=[-Inf; Inf],credit_amount=[-Inf;3913.5],other_parties=none} => {class=good}",0.04,1.00,0.00 
"{purpose=used car,credit_amount=[-Inf;3913.5],other_parties=none} => {class=good}",0.04,1.00,0.00 
"{purpose=used car,installment_commitment=[-Inf; Inf],checking_status=no checking,personal_status=male single} => {class=good}",0.04,1.00,0.00 
"{duration=[-Inf;34.5],purpose=used car,credit_amount=[-Inf;3913.5],other_parties=none} => {class=good}",0.04,1.00,0.00 
"{purpose=used car,personal_status=male single,checking_status=no checking,age=[-Inf; Inf]} => {class=good}",0.04,1.00,0.00 
"{ } => {class=good}", 0,0,0
