rules,suppport,confidence,lift
"{RADIUS.RATIO=[-Inf;175.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],DISTANCE.CIRCULARITY=(76.5;91.5],CIRCULARITY=(40.5;49.5]} => {Class=van}",0.08,1.00,0.00 
"{HOLLOWS.RATIO=(191.5; Inf],MAX.LENGTH.ASPECT.RATIO=(8.5;16],SKEWNESS.ABOUT_MAJOR=(64.5;76.5],SCALED.VARIANCE_MAJOR=(165.5;180.5]} => {Class=van}",0.08,1.00,0.00 
"{RADIUS.RATIO=[-Inf;175.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],SKEWNESS.ABOUT_MAJOR=(64.5;76.5],SCALED.VARIANCE_MAJOR=(165.5;180.5]} => {Class=van}",0.07,1.00,0.00 
"{SKEWNESS.ABOUT_MAJOR=(64.5;76.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],DISTANCE.CIRCULARITY=(76.5;91.5],SCALED.VARIANCE_MAJOR=(165.5;180.5]} => {Class=van}",0.07,1.00,0.00 
"{SKEWNESS.ABOUT_MINOR=[-Inf;11.5],KURTOSIS.ABOUT_MINOR=(177.5;181.5],SKEWNESS.ABOUT_MAJOR=(76.5; Inf],CIRCULARITY=(40.5;49.5]} => {Class=bus}",0.07,1.00,0.00 
"{SKEWNESS.ABOUT_MINOR=[-Inf;11.5],KURTOSIS.ABOUT_MINOR=(177.5;181.5],SCALED.VARIANCE_MINOR=(298.5;350.5],CIRCULARITY=(40.5;49.5]} => {Class=bus}",0.07,1.00,0.00 
"{SKEWNESS.ABOUT_MINOR=[-Inf;11.5],KURTOSIS.ABOUT_MINOR=(177.5;181.5],SCATTER.RATIO=(140.5;154.5],CIRCULARITY=(40.5;49.5]} => {Class=bus}",0.07,1.00,0.00 
"{MAX.LENGTH.ASPECT.RATIO=(8.5;16],SKEWNESS.ABOUT_MAJOR=(64.5;76.5],SCALED.VARIANCE_MAJOR=(165.5;180.5],CIRCULARITY=(40.5;49.5]} => {Class=van}",0.07,1.00,0.00 
"{MAX.LENGTH.ASPECT.RATIO=(8.5;16],KURTOSIS.ABOUT_MAJOR=[-Inf;17.5],DISTANCE.CIRCULARITY=(76.5;91.5],SCALED.VARIANCE_MAJOR=(165.5;180.5]} => {Class=van}",0.07,1.00,0.00 
"{RADIUS.RATIO=[-Inf;175.5],KURTOSIS.ABOUT_MINOR=(177.5;181.5],SCALED.VARIANCE_MAJOR=(165.5;180.5],CIRCULARITY=(40.5;49.5]} => {Class=bus}",0.07,1.00,0.00 
"{KURTOSIS.ABOUT_MINOR=(177.5;181.5],SKEWNESS.ABOUT_MAJOR=(76.5; Inf],SCALED.VARIANCE_MAJOR=(165.5;180.5],CIRCULARITY=(40.5;49.5]} => {Class=bus}",0.07,1.00,0.00 
"{KURTOSIS.ABOUT_MINOR=(177.5;181.5],SCALED.VARIANCE_MAJOR=(165.5;180.5],CIRCULARITY=(40.5;49.5]} => {Class=bus}",0.07,1.00,0.00 
"{SCALED.VARIANCE_MAJOR=(165.5;180.5],KURTOSIS.ABOUT_MAJOR=[-Inf;17.5],KURTOSIS.ABOUT_MINOR=(177.5;181.5],CIRCULARITY=(40.5;49.5]} => {Class=bus}",0.07,1.00,0.00 
"{SKEWNESS.ABOUT_MINOR=[-Inf;11.5],KURTOSIS.ABOUT_MINOR=(177.5;181.5],SCATTER.RATIO=(140.5;154.5],MAX.LENGTH.RECTANGULARITY=(135.5;147.5]} => {Class=bus}",0.07,1.00,0.00 
"{SKEWNESS.ABOUT_MAJOR=(64.5;76.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],COMPACTNESS=(87.5;98.5],SCALED.VARIANCE_MAJOR=(165.5;180.5]} => {Class=van}",0.07,1.00,0.00 
"{SCALED.VARIANCE_MAJOR=(165.5;180.5],KURTOSIS.ABOUT_MINOR=(177.5;181.5],COMPACTNESS=[-Inf;87.5],CIRCULARITY=(40.5;49.5]} => {Class=bus}",0.07,1.00,0.00 
