rules,suppport,confidence,lift
"{Feature.1=[-Inf;-0.1235],Feature.9=(-0.9615; Inf]} => {Class=hid}",0.04,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.3=(0.829; Inf],Feature.2=[-Inf;0.4725]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Sex=Male} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.2=[-Inf;0.4725],Feature.8=(-0.888;0.069]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.7=(0.0765; Inf]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.2=[-Inf;0.4725],Sex=Male} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.9=(-0.9615; Inf],Feature.7=(0.0765; Inf]} => {Class=hid}",0.02,1.00,0.00 
"{Feature.4=[-Inf;-1.104],Feature.0=(-4.5165;-3.525],Feature.3=[-Inf;0.149],Feature.9=(-0.9615; Inf]} => {Class=hod}",0.02,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.2=[-Inf;0.4725],Sex=Male,Feature.9=(-0.9615; Inf]} => {Class=hid}",0.02,1.00,0.00 
"{Feature.0=(-3.525;-3.0055],Feature.2=[-Inf;0.4725],Feature.7=(0.0765; Inf],Feature.1=(2.794;3.1765]} => {Class=hOd}",0.02,1.00,0.00 
"{Feature.4=[-Inf;-1.104],Feature.0=(-4.5165;-3.525],Feature.3=[-Inf;0.149],Feature.7=(0.0765; Inf]} => {Class=hod}",0.02,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.2=[-Inf;0.4725],Feature.5=(1.451; Inf]} => {Class=hid}",0.02,1.00,0.00 
"{ } => {Class=hAd}", 0,0,0
