rules,suppport,confidence,lift
"{region.pixel.count=9,rawblue.mean=(101.7777; Inf]} => {class=sky}",0.14,1.00,0.00 
"{rawgreen.mean=(71.27775; Inf],rawblue.mean=(101.7777; Inf]} => {class=sky}",0.14,1.00,0.00 
"{value.mean=(101.7777; Inf],rawred.mean=(67.83335; Inf]} => {class=sky}",0.14,1.00,0.00 
"{rawblue.mean=(101.7777; Inf]} => {class=sky}",0.14,1.00,0.00 
"{intensity.mean=(82.9815; Inf]} => {class=sky}",0.14,1.00,0.00 
"{value.mean=(101.7777; Inf],rawblue.mean=(101.7777; Inf]} => {class=sky}",0.14,1.00,0.00 
"{value.mean=(101.7777; Inf],rawgreen.mean=(71.27775; Inf]} => {class=sky}",0.14,1.00,0.00 
"{short.line.density.5=[-Inf;0.0555555],intensity.mean=(82.9815; Inf]} => {class=sky}",0.13,1.00,0.00 
"{exgreen.mean=(1.0555565; Inf],exblue.mean=[-Inf;-0.111111]} => {class=grass}",0.13,1.00,0.00 
"{short.line.density.5=[-Inf;0.0555555],hue.mean=(0.878325; Inf]} => {class=grass}",0.11,1.00,0.00 
"{hue.mean=(-2.41348;-2.245545],rawblue.mean=(101.7777; Inf]} => {class=sky}",0.11,1.00,0.00 
"{value.mean=(101.7777; Inf],exred.mean=[-Inf;-30.27775]} => {class=sky}",0.10,1.00,0.00 
"{rawgreen.mean=(71.27775; Inf],exred.mean=[-Inf;-30.27775]} => {class=sky}",0.10,1.00,0.00 
"{exred.mean=[-Inf;-30.27775],rawblue.mean=(101.7777; Inf]} => {class=sky}",0.10,1.00,0.00 
"{rawblue.mean=(8.833335;19.05555],exgreen.mean=(1.0555565; Inf]} => {class=grass}",0.10,1.00,0.00 
"{value.mean=(101.7777; Inf],saturation.mean=(0.117533;0.248848]} => {class=sky}",0.09,1.00,0.00 
"{ } => {class=brickface}", 0,0,0
