rules,suppport,confidence,lift
"{Feature.1=[-Inf;-0.1035],Feature.2=[-Inf;0.4725],Feature.3=(0.829; Inf]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1035],Feature.2=[-Inf;0.4725],Feature.3=(0.829; Inf],Feature.9=[-Inf; Inf]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1035],Feature.9=[-Inf; Inf],Feature.8=[-Inf;-0.3385]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1035],Feature.9=[-Inf; Inf],Feature.3=(0.829; Inf],Feature.8=[-Inf;-0.3385]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1035],Sex=Male} => {Class=hid}",0.03,1.00,0.00 
"{Feature.7=(-0.511;0.0765],Feature.2=[-Inf;0.4725],Feature.0=(-2.1225;-1.557]} => {Class=hAd}",0.03,1.00,0.00 
"{Feature.6=(-0.6605;0.4795],Feature.7=(-0.511;0.0765],Feature.2=[-Inf;0.4725],Feature.0=(-2.1225;-1.557]} => {Class=hAd}",0.03,1.00,0.00 
"{Feature.7=(-0.511;0.0765],Feature.0=(-2.1225;-1.557]} => {Class=hAd}",0.03,1.00,0.00 
"{Feature.7=(-0.511;0.0765],Feature.5=[-Inf;1.451],Feature.2=[-Inf;0.4725],Feature.0=(-2.1225;-1.557]} => {Class=hAd}",0.03,1.00,0.00 
"{Feature.6=(-0.6605;0.4795],Feature.7=(-0.511;0.0765],Feature.0=(-2.1225;-1.557],Feature.9=[-Inf; Inf]} => {Class=hAd}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1035],Feature.9=[-Inf; Inf],Feature.2=[-Inf;0.4725],Feature.8=[-Inf;-0.3385]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1035],Feature.5=(1.451; Inf]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1035],Feature.2=[-Inf;0.4725],Sex=Male,Feature.7=(0.0765; Inf]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1035],Feature.2=[-Inf;0.4725],Sex=Male,Feature.9=[-Inf; Inf]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1035],Sex=Male,Feature.7=(0.0765; Inf],Feature.9=[-Inf; Inf]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.4=(-0.396;0.4995],Feature.1=[-Inf;-0.1035],Sex=Male,Feature.7=(0.0765; Inf]} => {Class=hid}",0.03,1.00,0.00 
"{ } => {Class=hAd}", 0,0,0
