rules,suppport,confidence,lift
"{block_of_affere=yes,special_forms=chalices,no_of_nodes_in=[-Inf;3.5]} => {class=metastases}",0.20,1.00,0.00 
"{block_of_affere=yes,special_forms=chalices,lym_nodes_dimin=[-Inf;1.5],no_of_nodes_in=[-Inf;3.5]} => {class=metastases}",0.20,1.00,0.00 
"{bl_of_lymph_c=no,special_forms=vesicles,dislocation_of=yes,block_of_affere=no} => {class=malign_lymph}",0.19,1.00,0.00 
"{special_forms=vesicles,bl_of_lymph_s=no,dislocation_of=yes,block_of_affere=no} => {class=malign_lymph}",0.19,1.00,0.00 
"{regeneration_of=no,special_forms=vesicles,dislocation_of=yes,block_of_affere=no} => {class=malign_lymph}",0.19,1.00,0.00 
"{special_forms=vesicles,dislocation_of=yes,exclusion_of_no=yes,block_of_affere=no} => {class=malign_lymph}",0.18,1.00,0.00 
"{block_of_affere=yes,early_uptake_in=no,lym_nodes_dimin=[-Inf;1.5],no_of_nodes_in=[-Inf;3.5]} => {class=metastases}",0.16,1.00,0.00 
"{lym_nodes_enlar=(2.5; Inf],special_forms=vesicles,dislocation_of=yes,block_of_affere=no} => {class=malign_lymph}",0.16,1.00,0.00 
"{block_of_affere=yes,early_uptake_in=no,regeneration_of=no} => {class=metastases}",0.16,1.00,0.00 
"{block_of_affere=yes,regeneration_of=no,early_uptake_in=no,lym_nodes_dimin=[-Inf;1.5]} => {class=metastases}",0.16,1.00,0.00 
"{block_of_affere=yes,defect_in_node=lac_margin,lym_nodes_enlar=[-Inf;2.5],lym_nodes_dimin=[-Inf;1.5]} => {class=metastases}",0.16,1.00,0.00 
"{block_of_affere=yes,special_forms=chalices,lym_nodes_dimin=[-Inf;1.5],by_pass=no} => {class=metastases}",0.16,1.00,0.00 
"{block_of_affere=yes,regeneration_of=no,defect_in_node=lac_margin,lym_nodes_enlar=[-Inf;2.5]} => {class=metastases}",0.16,1.00,0.00 
"{block_of_affere=yes,special_forms=chalices,regeneration_of=no,by_pass=no} => {class=metastases}",0.16,1.00,0.00 
"{block_of_affere=yes,bl_of_lymph_s=no,early_uptake_in=no,regeneration_of=no} => {class=metastases}",0.16,1.00,0.00 
"{block_of_affere=yes,bl_of_lymph_s=no,defect_in_node=lac_margin,lym_nodes_enlar=[-Inf;2.5]} => {class=metastases}",0.15,1.00,0.00 
"{block_of_affere=yes,early_uptake_in=no,changes_in_node=lac_margin} => {class=metastases}",0.15,1.00,0.00 
"{block_of_affere=yes,special_forms=chalices,lym_nodes_enlar=[-Inf;2.5],no_of_nodes_in=[-Inf;3.5]} => {class=metastases}",0.15,1.00,0.00 
"{block_of_affere=yes,defect_in_node=lac_margin,lym_nodes_enlar=[-Inf;2.5],no_of_nodes_in=[-Inf;3.5]} => {class=metastases}",0.15,1.00,0.00 
"{block_of_affere=yes,changes_in_node=lac_margin,extravasates=no} => {class=metastases}",0.14,1.00,0.00 
"{ } => {class=metastases}", 0,0,0
