rules,suppport,confidence,lift
"{RADIUS.RATIO=[-Inf;170.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],HOLLOWS.RATIO=(189.5; Inf],CIRCULARITY=(40.5;49.5]} => {Class=van}",0.10,1.00,0.00 
"{RADIUS.RATIO=[-Inf;170.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],KURTOSIS.ABOUT_MAJOR=[-Inf;17.5],CIRCULARITY=(40.5;49.5]} => {Class=van}",0.09,1.00,0.00 
"{RADIUS.RATIO=[-Inf;170.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],SKEWNESS.ABOUT_MINOR=[-Inf;11.5],CIRCULARITY=(40.5;49.5]} => {Class=van}",0.08,1.00,0.00 
"{MAX.LENGTH.ASPECT.RATIO=(8.5;16],DISTANCE.CIRCULARITY=(76.5;92.5],SCALED.VARIANCE_MAJOR=(165.5;180.5],CIRCULARITY=(40.5;49.5]} => {Class=van}",0.07,1.00,0.00 
"{ELONGATEDNESS=(41.5;44.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],RADIUS.RATIO=[-Inf;170.5]} => {Class=van}",0.07,1.00,0.00 
"{RADIUS.RATIO=[-Inf;170.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],SCALED.VARIANCE_MAJOR=(165.5;180.5],DISTANCE.CIRCULARITY=(76.5;92.5]} => {Class=van}",0.07,1.00,0.00 
"{MAX.LENGTH.ASPECT.RATIO=(8.5;16],HOLLOWS.RATIO=(189.5; Inf],SCALED.RADIUS.OF.GYRATION=(170.5;192.5],SCALED.VARIANCE_MAJOR=(165.5;180.5]} => {Class=van}",0.07,1.00,0.00 
"{MAX.LENGTH.ASPECT.RATIO=(8.5;16],SCALED.RADIUS.OF.GYRATION=(170.5;192.5],SCALED.VARIANCE_MAJOR=(165.5;180.5]} => {Class=van}",0.07,1.00,0.00 
"{MAX.LENGTH.ASPECT.RATIO=(8.5;16],SCALED.RADIUS.OF.GYRATION=(170.5;192.5],SCALED.VARIANCE_MAJOR=(165.5;180.5],CIRCULARITY=(40.5;49.5]} => {Class=van}",0.07,1.00,0.00 
"{SKEWNESS.ABOUT_MINOR=[-Inf;11.5],SCALED.VARIANCE_MINOR=(298.5;347.5],KURTOSIS.ABOUT_MINOR=[-Inf;181.5],CIRCULARITY=(40.5;49.5]} => {Class=bus}",0.07,1.00,0.00 
"{MAX.LENGTH.ASPECT.RATIO=(8.5;16],PR.AXIS.ASPECT.RATIO=(52.5;68.5],SCALED.RADIUS.OF.GYRATION=(170.5;192.5],RADIUS.RATIO=[-Inf;170.5]} => {Class=van}",0.07,1.00,0.00 
"{ELONGATEDNESS=(41.5;44.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],DISTANCE.CIRCULARITY=(76.5;92.5],CIRCULARITY=(40.5;49.5]} => {Class=van}",0.07,1.00,0.00 
"{MAX.LENGTH.ASPECT.RATIO=[-Inf;7.5],PR.AXIS.ASPECT.RATIO=(68.5;86.5]} => {Class=bus}",0.07,1.00,0.00 
"{RADIUS.RATIO=[-Inf;170.5],MAX.LENGTH.RECTANGULARITY=(147.5;171.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],DISTANCE.CIRCULARITY=(76.5;92.5]} => {Class=van}",0.07,1.00,0.00 
"{DISTANCE.CIRCULARITY=(63.5;76.5],HOLLOWS.RATIO=[-Inf;189.5],SCALED.RADIUS.OF.GYRATION=(170.5;192.5],SCALED.VARIANCE_MAJOR=(165.5;180.5]} => {Class=bus}",0.07,1.00,0.00 
"{SCALED.VARIANCE_MAJOR=(165.5;180.5],HOLLOWS.RATIO=[-Inf;189.5],KURTOSIS.ABOUT_MINOR=[-Inf;181.5],CIRCULARITY=(40.5;49.5]} => {Class=bus}",0.06,1.00,0.00 
"{SCALED.VARIANCE_MINOR=(298.5;347.5],SCALED.VARIANCE_MAJOR=(165.5;180.5],KURTOSIS.ABOUT_MINOR=[-Inf;181.5],CIRCULARITY=(40.5;49.5]} => {Class=bus}",0.06,1.00,0.00 
"{ } => {Class=bus}", 0,0,0
