rules,suppport,confidence,lift
"{TSH=[-Inf;6.05],query.hypothyroid=f,T4U=[-Inf; Inf]} => {Class=negative}",0.86,1.00,0.00 
"{hypopituitary=f,TSH=[-Inf;6.05],query.hypothyroid=f,TBG.measured=f} => {Class=negative}",0.86,1.00,0.00 
"{lithium=f,TSH=[-Inf;6.05],query.hypothyroid=f,TBG.measured=f} => {Class=negative}",0.85,1.00,0.00 
"{lithium=f,TSH=[-Inf;6.05],query.hypothyroid=f,age=[-Inf; Inf]} => {Class=negative}",0.85,1.00,0.00 
"{TSH=[-Inf;6.05],query.hypothyroid=f,goitre=f,T4U=[-Inf; Inf]} => {Class=negative}",0.85,1.00,0.00 
"{TSH=[-Inf;6.05],query.hypothyroid=f,goitre=f} => {Class=negative}",0.85,1.00,0.00 
"{hypopituitary=f,TSH=[-Inf;6.05],query.hypothyroid=f,goitre=f} => {Class=negative}",0.85,1.00,0.00 
"{TSH=[-Inf;6.05],query.hypothyroid=f,on.antithyroid.medication=f,T4U=[-Inf; Inf]} => {Class=negative}",0.85,1.00,0.00 
"{TSH=[-Inf;6.05],query.hypothyroid=f,on.antithyroid.medication=f,age=[-Inf; Inf]} => {Class=negative}",0.85,1.00,0.00 
"{hypopituitary=f,thyroid.surgery=f,TSH=[-Inf;6.05],query.hypothyroid=f} => {Class=negative}",0.85,1.00,0.00 
"{TSH=[-Inf;6.05],I131.treatment=f,query.hypothyroid=f,T4U=[-Inf; Inf]} => {Class=negative}",0.84,1.00,0.00 
"{query.on.thyroxine=f,TSH=[-Inf;6.05],query.hypothyroid=f,age=[-Inf; Inf]} => {Class=negative}",0.84,1.00,0.00 
"{TSH=[-Inf;6.05],query.hypothyroid=f,T4U=[-Inf; Inf],query.on.thyroxine=f} => {Class=negative}",0.84,1.00,0.00 
"{hypopituitary=f,TSH=[-Inf;6.05],query.hypothyroid=f,query.on.thyroxine=f} => {Class=negative}",0.84,1.00,0.00 
"{hypopituitary=f,pregnant=f,TSH=[-Inf;6.05],query.hypothyroid=f} => {Class=negative}",0.84,1.00,0.00 
"{lithium=f,TSH=[-Inf;6.05],I131.treatment=f,query.hypothyroid=f} => {Class=negative}",0.84,1.00,0.00 
"{ } => {Class=negative}", 0,0,0
